mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_colsample_bytree,param_learning_rate,param_max_depth,param_n_estimators,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_absolute_percentage_error,split1_test_neg_mean_absolute_percentage_error,split2_test_neg_mean_absolute_percentage_error,split3_test_neg_mean_absolute_percentage_error,split4_test_neg_mean_absolute_percentage_error,mean_test_neg_mean_absolute_percentage_error,std_test_neg_mean_absolute_percentage_error,rank_test_neg_mean_absolute_percentage_error
2.269679069519043,0.08948610677832104,0.025791454315185546,0.0026650446407007187,0.3,0.1,3,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 100}",-24255274.217888057,-23871650.368894577,-25701515.050550763,-23839398.135115847,-24961651.2985773,-24525897.814205308,713374.466252345,116,-4924.964387474092,-4885.862295326648,-5069.66616756476,-4882.56061253886,-4996.163658105817,-4951.843424202036,71.72528419163227,116,-3761.484644012327,-3721.051891124822,-3830.489814142726,-3747.332905142115,-3763.7656102759524,-3764.824972939589,36.18343970443481,116,-0.15120561369008179,-0.16222067579674626,-0.16290912638583402,-0.15277383063749064,-0.15157518661188973,-0.15613688662440847,0.005278492728191787,119
6.8453630924224855,0.24960615381430945,0.029761838912963866,0.0021362992918474402,0.3,0.1,3,300,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 300}",-21564130.88846718,-20844536.428675763,-21908074.963622086,-20981792.20217446,-21868869.52066175,-21433480.800720252,443339.7040104141,96,-4643.719510098255,-4565.581718540997,-4680.60626026395,-4580.588630533685,-4676.416311735061,-4629.38248623439,47.94368432388059,96,-3502.310770322369,-3438.5400706993046,-3527.4309885884654,-3478.671810134602,-3497.386275536274,-3488.8679830562032,29.58795679458645,96,-0.13712402400492205,-0.14653416581931558,-0.1474670488163973,-0.13800617414590297,-0.13789328429829437,-0.14140493941696647,0.004588413618290872,97
11.585741472244262,0.33572339017491665,0.04086885452270508,0.0045278940254756955,0.3,0.1,3,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 500}",-20361014.655565545,-19839650.097866565,-20846700.266827863,-19796153.859659776,-20773023.806185286,-20323308.537221007,444841.99827681336,84,-4512.3181022137105,-4454.172212416866,-4565.818685277358,-4449.286893386375,-4557.743279978074,-4507.867834654477,49.35709177581744,84,-3390.61250505393,-3335.880169334505,-3432.206815463115,-3375.8145961870287,-3396.384830788859,-3386.1797833654878,31.240256001213567,83,-0.13205188943413954,-0.14147560054188174,-0.14277479427417009,-0.13355985601133025,-0.13333757736503588,-0.13663994352531147,0.004526870313726965,83
24.597726392745972,0.5724961734722799,0.0632706642150879,0.015026146024786462,0.3,0.1,3,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 3, 'n_estimators': 1000}",-19031940.627380826,-19030665.68241951,-19304021.29534712,-18755998.160866294,-19681715.659579728,-19160868.28511869,312816.127465315,65,-4362.561246261286,-4362.415120368476,-4393.634178598296,-4330.819571497558,-4436.40796811787,-4377.167616968697,35.66424090417543,65,-3266.704105144025,-3235.174800111107,-3300.212826157549,-3273.2036944624847,-3289.3029700592465,-3272.9196791868826,22.256316016694374,70,-0.12722673265877427,-0.13725685821957478,-0.13663095461415972,-0.12846706780586517,-0.1281427692165286,-0.1315448765029805,0.004431445188819284,68
3.6665571212768553,0.08828086864589084,0.03386149406433105,0.004056298987928018,0.3,0.1,5,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 100}",-21033181.33289109,-20404400.772879172,-21762270.730828,-20887083.980954558,-21423734.563555047,-21102134.276221573,464120.6875561875,93,-4586.194646206274,-4517.123063729742,-4665.004901479526,-4570.238941341531,-4628.578028245289,-4593.427916200472,50.53963683842309,93,-3444.5149098888296,-3385.6675282224173,-3499.6903948671174,-3457.60977851849,-3450.8890443536066,-3447.674331170092,36.52271603268934,92,-0.13679449134936097,-0.14593251432561644,-0.1473624886961925,-0.13899304421966127,-0.13742536306444342,-0.14130158033105494,0.004446311060577585,95
10.545135831832885,0.33778375336896704,0.042773103713989256,0.0044608851446619,0.3,0.1,5,300,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 300}",-18574640.02102072,-18233261.62014016,-18857031.35520579,-18687529.57922798,-18945282.649435215,-18659549.04500597,249141.0752124927,54,-4309.830625560675,-4270.042344068752,-4342.468348210012,-4322.907537668135,-4352.617907585643,-4319.573352618643,28.898033720430046,55,-3203.3436017646573,-3149.640962658224,-3256.299734449814,-3225.372272270719,-3208.8971835682814,-3208.710750942339,34.814935242221715,60,-0.1247483379796157,-0.13388151844027907,-0.1352294803704049,-0.12750740751717737,-0.12567584608884685,-0.12940851807926476,0.004316379833680192,60
18.641845417022704,0.6403993772156756,0.05172972679138184,0.0024630119421423977,0.3,0.1,5,500,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 500}",-18012025.88880928,-17654460.396154452,-18041069.861715913,-17824041.67202796,-18171232.392618425,-17940566.042265207,181024.23162283847,36,-4244.057715065769,-4201.721123082118,-4247.478059003473,-4221.852871906832,-4262.772852571249,-4235.576524325888,21.390391409103284,36,-3142.1489297607222,-3078.9545114481457,-3186.1382126438975,-3136.4255968014595,-3126.432528843215,-3134.0199558994877,34.28688446686337,47,-0.12220784031737918,-0.13116618428191737,-0.1320335016472422,-0.12333606464800871,-0.12196059175563378,-0.12614083653003624,0.004489705404673646,42
34.65528812408447,0.21242123056434625,0.08546061515808105,0.0026225697879245177,0.3,0.1,5,1000,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 5, 'n_estimators': 1000}",-17593462.361275144,-17228251.872322693,-17499483.505831923,-17175095.946569294,-17711441.31042762,-17441546.999285333,207734.84535136737,9,-4194.456146066513,-4150.692938814276,-4183.238399354252,-4144.284732806048,-4208.496324155175,-4176.233708239252,24.879980939601055,9,-3099.5626000837283,-3025.8677080149755,-3132.6168434746205,-3064.088773868875,-3079.590814542265,-3080.345347996893,35.59289479196763,25,-0.120477073241003,-0.12853620247727993,-0.1289951386527899,-0.12021647585830515,-0.11934656725616394,-0.12351429149710838,0.004306494711665637,23
5.33327317237854,0.06284228484644297,0.035933732986450195,0.0020735550379848288,0.3,0.1,8,100,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 100}",-19219451.888947185,-18878875.026504133,-19750929.446072493,-18901993.812138155,-19388901.33787443,-19228030.302307278,324834.04789325595,66,-4383.9995311299,-4344.98274179589,-4444.201778280605,-4347.642327990902,-4403.283018143898,-4384.821879468239,36.97820498480311,66,-3258.2333841113996,-3214.3390733241645,-3285.8704815081883,-3271.850716066244,-3237.357226880858,-3253.5301763781713,25.302824061274954,66,-0.1294145300442374,-0.1381478275799874,-0.1375554335121105,-0.13028652179927738,-0.12840008771844505,-0.13276088013081153,0.004203426303976506,70
15.732510566711426,0.06965569973516166,0.060343170166015626,0.005136583806261493,0.3,0.1,8,300,"{'colsample_bytree': 0.3, 'learning_rate': 0.1, 'max_depth': 8, 'n_estimators': 300}",-18104819.28758188,-17796842.305314366,-18028293.558803756,-17651422.0315454,-17775674.175667014,-17871410.271782484,168649.18734952202,30,-4254.975826909229,-4218.630382637754,-4245.973805713332,-4201.3595456168,-4216.120749654475,-4227.4120621063175,19.938127808062042,30,-3143.137696904289,-3073.2908544563725,-3130.0100238927516,-3124.746378680216,-3079.6339108343523,-3110.1637729535964,28.232925198593897,36,-0.12411768191715003,-0.13143706191156868,-0.12982543423322743,-0.12321273599533493,-0.12099136558658925,-0.12591685592877405,0.004013960769713799,41
