y_test,y_pred_5,y_pred_10,y_pred_20,y_pred_avg_only
12635,12569.2,12346.1,17312.45,23680.93417721519
22988,24264.0,27253.2,28867.35,33761.706024096384
46850,46747.4,47773.3,48692.0,47389.4688221709
27328,29921.2,30570.0,32392.75,35912.12895377129
27014,25786.4,27354.1,26918.529411764706,28684.284968495176
7106,7257.8,7314.1,8165.05,28684.284968495176
26713,30133.4,28870.1,29568.25,34868.50617283951
35643,43820.2,46220.4,47766.2,47389.4688221709
9706,13178.8,12641.6,12403.15,15167.78431372549
31717,30075.8,30406.3,32193.75,35912.12895377129
31631,31234.4,33303.1,32337.15,38739.375
7566,9386.8,9262.8,11919.105263157895,28684.284968495176
27655,27868.6,24978.6,28328.8,26535.75314861461
13850,13608.8,11738.4,17419.25,23680.93417721519
20366,23054.4,22787.4,23543.9,28684.284968495176
20472,24643.0,27253.6,28876.3,33761.706024096384
13504,11914.2,15403.0,15545.6,26653.651219512194
32798,34500.0,31773.6,31635.95,31370.958637469586
23819,14394.0,12208.6,17482.4,23680.93417721519
30146,29634.8,25980.2,28245.85,26535.75314861461
8510,12427.2,11272.8,18375.35,22258.11192214112
11784,11716.2,15027.4,15241.05,26653.651219512194
28801,32934.4,30650.1,31762.8,31370.958637469586
32631,31456.6,32574.5,31965.15,38739.375
29783,29427.2,29805.4,31892.1,35912.12895377129
34593,33554.4,31860.8,35869.7,32273.78504672897
31235,31418.8,32859.3,31596.6,38739.375
14034,11922.0,11965.8,11895.1,24111.288220551378
32422,28930.8,28717.7,31463.4,37359.625310173695
9776,8753.8,8566.3,11811.95,28684.284968495176
15127,15531.8,12978.6,17361.75,23680.93417721519
30025,30831.8,26752.7,27535.5,26535.75314861461
29300,26004.8,27869.2,29054.4,33761.706024096384
29609,26625.6,28196.4,27068.0,28684.284968495176
35294,35790.0,31782.7,35466.45,32273.78504672897
23874,15381.2,12341.5,18356.15,22258.11192214112
30842,29875.2,29910.3,31707.55,35912.12895377129
25337,14295.4,15915.1,15084.95,26653.651219512194
31359,26880.8,29766.9,31792.6,33429.135802469136
38916,27025.4,30334.4,31642.95,33429.135802469136
44001,40641.6,37042.4,38038.3,40792.543269230766
20737,26174.0,27686.4,28563.85,34868.50617283951
32269,31648.8,32665.6,31454.45,38739.375
39393,28072.0,28301.9,28772.95,33761.706024096384
34832,30900.4,30625.6,31628.45,35912.12895377129
32068,29818.8,27946.8,27057.8,26535.75314861461
39045,30272.4,30367.1,31179.5,37359.625310173695
13264,9060.8,9270.3,10915.95,28684.284968495176
17893,16040.4,15307.9,15124.45,26653.651219512194
37187,35623.4,31548.0,35157.95,32273.78504672897
34837,29250.0,28773.9,27476.894736842107,28684.284968495176
24644,14956.8,12381.9,11404.4,24111.288220551378
25783,24429.6,28188.9,28630.8,34868.50617283951
17573,16600.8,14068.1,16017.35,23680.93417721519
13510,15141.2,12897.9,11623.8,24111.288220551378
35363,30090.2,30025.6,31368.45,33429.135802469136
40042,34373.4,31515.6,31045.65,37359.625310173695
15482,16800.0,14885.5,14890.3,26653.651219512194
35248,26843.2,29775.0,28620.7,34868.50617283951
39822,32038.4,29029.8,28094.15,28684.284968495176
38745,36550.6,32690.4,34928.25,32273.78504672897
32606,32074.4,32250.7,31566.3,38739.375
23778,18829.4,15699.3,16615.55,23680.93417721519
34021,30783.0,29339.1,27083.5,26535.75314861461
33896,32214.0,31067.6,31551.9,35912.12895377129
42323,30895.2,28461.0,28719.8,33761.706024096384
17908,11322.2,10434.8,11211.85,28684.284968495176
15554,15128.2,12934.9,17541.8,22258.11192214112
36167,39732.2,36741.1,37393.3,40792.543269230766
8376,14224.6,12882.8,11579.3,24111.288220551378
31504,34285.4,36412.9,35734.8,28481.303482587064
14415,19121.2,22750.7,23116.05,22112.456790123455
16361,18955.8,18437.6,16989.9,26118.927860696516
12029,12398.8,12240.6,17975.7,23710.322580645163
14629,18786.0,17636.3,18308.15,26354.7542997543
25690,30933.8,30338.4,30708.7,33429.135802469136
36033,39016.6,38249.5,38868.4,42755.568292682925
32187,39196.4,36054.8,36578.5,40792.543269230766
22423,22186.6,19102.6,19498.1,31153.133971291867
28284,34820.6,33139.2,34174.6,32273.78504672897
41762,40040.2,38347.7,37541.45,31962.048387096773
9009,13914.6,12625.4,11375.95,24111.288220551378
23791,31269.0,32012.1,30428.25,37359.625310173695
14797,15580.4,21372.1,22646.0,22112.456790123455
39834,34664.8,35951.9,36198.9,28481.303482587064
9006,11941.0,12867.3,12148.45,15167.78431372549
17882,19148.6,18289.3,16840.65,26118.927860696516
14386,11751.4,12673.6,17170.65,23710.322580645163
12616,19497.6,17042.8,17963.75,26354.7542997543
33797,38736.4,37614.8,38235.35,42755.568292682925
27683,31802.2,30216.9,30226.25,33429.135802469136
22418,22427.6,20083.1,19335.15,31153.133971291867
32289,37349.8,36424.1,35888.1,40792.543269230766
21835,26618.4,24082.3,21335.9,20644.8
26621,33226.2,33390.3,33336.45,32273.78504672897
32274,39055.0,38156.8,37139.65,31962.048387096773
20375,19481.4,18575.9,17008.5,26118.927860696516
10014,13110.6,12516.3,11442.85,24111.288220551378
27432,31016.8,28948.8,30433.9,33429.135802469136
27831,31912.0,34242.0,36276.2,28481.303482587064
15856,15575.4,20102.9,22115.3,22112.456790123455
23341,23409.2,21081.6,19433.75,31153.133971291867
22950,31650.0,30114.8,29513.1,37359.625310173695
7520,9247.8,12626.5,12067.5,15167.78431372549
11417,12025.6,12896.1,16674.75,23710.322580645163
39154,36759.6,37227.3,35501.7,40792.543269230766
25412,31249.8,33519.9,32440.75,32273.78504672897
21075,26823.4,22813.6,20542.25,20644.8
29339,36795.8,37460.0,36694.95,31962.048387096773
13578,12652.2,13209.0,16614.75,23710.322580645163
28228,30811.2,29871.0,29900.5,37359.625310173695
17657,18425.0,18114.4,17244.75,26118.927860696516
3203,6351.0,7385.6,7450.05,28684.284968495176
14610,9863.4,12202.9,12418.6,15167.78431372549
17057,18556.0,16335.2,17862.15,26354.7542997543
35107,37835.4,36613.2,37677.9,42755.568292682925
16264,22072.2,21462.6,19089.05,31153.133971291867
12764,20473.2,17949.7,18565.85,27114.194029850747
24896,26027.2,22536.8,21172.5,20644.8
33188,35335.4,36993.1,36241.2,31962.048387096773
44641,31930.4,31101.4,31325.95,37359.625310173695
26017,17494.4,21001.9,22575.2,22112.456790123455
41898,34082.2,35328.4,36128.9,28481.303482587064
5010,4419.4,7605.1,7513.15,28684.284968495176
24865,18495.2,16889.4,18221.7,26354.7542997543
19000,14082.0,14182.3,16738.25,23710.322580645163
21841,18823.2,18869.0,17500.2,26118.927860696516
30175,31541.4,30606.8,31661.05,31370.958637469586
29251,31720.8,30898.3,31201.15,35912.12895377129
19018,11972.0,12621.7,12921.8,15167.78431372549
39077,36743.4,37124.6,37380.5,42755.568292682925
40064,35325.4,37344.4,36671.3,31962.048387096773
20294,20948.0,21296.5,19640.7,31153.133971291867
26912,31146.6,30286.9,30797.25,35912.12895377129
6502,5092.2,7771.5,7703.1,28684.284968495176
22249,20000.8,19478.3,17757.6,26118.927860696516
45594,37921.6,38319.1,37658.85,42755.568292682925
40682,35109.4,37574.8,37107.45,31962.048387096773
25025,15035.8,14107.3,13758.7,15167.78431372549
26655,17007.2,14703.0,16682.3,23710.322580645163
26134,22187.0,18554.3,18999.1,27114.194029850747
30819,19997.2,18814.2,19129.65,26354.7542997543
26535,21770.4,21978.5,20381.45,31153.133971291867
28491,30676.4,30275.8,30778.9,35912.12895377129
37820,27025.2,25007.6,22393.95,20644.8
34005,30723.0,32548.2,31442.25,37359.625310173695
24007,19018.4,20787.2,21524.4,22112.456790123455
38189,35851.2,35388.8,35938.7,28481.303482587064
37455,31337.2,32011.0,31957.65,31370.958637469586
20439,18217.8,14984.6,15552.45,23710.322580645163
36568,33278.4,32273.7,31076.5,37359.625310173695
8342,6032.6,7206.5,7898.75,28684.284968495176
30482,23167.8,20976.9,19606.8,26354.7542997543
38080,28741.2,27098.8,23347.5,20644.8
27195,21863.4,20506.0,18404.5,26118.927860696516
44395,38429.4,36357.4,36312.25,28481.303482587064
28986,21932.6,20526.9,21048.5,22112.456790123455
44169,39548.8,39282.7,37847.4,42755.568292682925
39669,36588.4,37821.7,37070.8,31962.048387096773
35715,30853.0,30876.7,30938.95,35912.12895377129
25225,22331.8,22379.7,20854.0,31153.133971291867
25025,18239.6,15090.3,14164.85,15167.78431372549
19990,21396.8,19038.3,19213.0,27114.194029850747
36513,33148.4,32941.7,31592.3,31370.958637469586
39305,33609.2,32421.8,31888.65,38739.375
8753,6362.0,6809.9,7985.8,28684.284968495176
15191,18831.8,19290.0,19380.55,27114.194029850747
42140,41217.4,39976.9,38181.65,42755.568292682925
40275,29751.2,30788.6,28760.65,34868.50617283951
26650,30582.0,29225.3,27300.15,26535.75314861461
20735,24791.6,22144.6,19372.9,26354.7542997543
15271,15225.0,13542.4,16984.65,22258.11192214112
28620,32807.0,32131.8,31988.9,38739.375
25605,21283.0,21516.3,23752.15,28684.284968495176
22007,30990.2,32745.1,30795.9,31370.958637469586
46724,42791.2,46555.8,47452.65,47389.4688221709
24809,29035.6,30624.8,30597.4,35912.12895377129
11756,17167.0,19081.2,19179.3,27114.194029850747
10519,14745.6,13759.8,16555.2,22258.11192214112
12686,23917.4,21236.7,18828.7,26354.7542997543
3469,6415.2,6383.1,7703.25,28684.284968495176
20927,28738.2,29186.5,27044.25,26535.75314861461
33418,40879.6,39357.5,38241.8,42755.568292682925
8074,17674.2,15641.5,16384.05,23680.93417721519
30596,32679.2,32049.0,32190.3,38739.375
16317,19025.0,21607.3,23131.85,28684.284968495176
31242,34207.8,37424.7,35058.4,40792.543269230766
25424,31382.4,27823.2,28413.55,33761.706024096384
28577,28900.8,30310.8,30358.55,35912.12895377129
52686,44798.4,46604.1,47492.4,47389.4688221709
12122,17038.6,18755.9,19259.3,27114.194029850747
25263,30282.6,31608.5,30833.3,31370.958637469586
34268,39917.8,38330.6,38214.1,42755.568292682925
5189,6451.0,5435.2,7408.55,28684.284968495176
12370,21418.4,19956.8,18559.7,26354.7542997543
25417,29331.0,30436.2,30729.65,31370.958637469586
12895,15622.6,14024.9,16408.55,22258.11192214112
22719,28952.4,29542.9,28077.05,34868.50617283951
39324,44245.4,45882.6,46905.65,47389.4688221709
22213,27175.8,29003.8,26595.4,26535.75314861461
33398,32905.0,32276.9,32551.85,38739.375
8400,14590.4,14492.2,15194.2,23680.93417721519
20634,20129.8,22114.6,22438.9,28684.284968495176
23312,31950.4,28296.7,27808.4,33761.706024096384
13211,14454.0,18320.5,19144.95,27114.194029850747
30219,29562.2,30354.4,30079.9,35912.12895377129
30518,33078.0,36405.1,35273.75,40792.543269230766
17097,20003.8,22324.9,22161.25,28684.284968495176
17972,14050.4,17723.6,19180.15,27114.194029850747
25250,31140.4,28572.6,27454.4,33761.706024096384
12799,18494.2,15259.9,15643.6,23710.322580645163
26594,30123.8,28148.9,28386.6,34868.50617283951
8202,11343.2,10519.4,10951.35,28684.284968495176
21451,30546.6,27661.2,27027.0,28684.284968495176
8817,13328.4,14430.1,14226.1,23680.93417721519
33476,33335.8,36266.1,35694.15,40792.543269230766
30466,32477.0,32275.7,32458.1,38739.375
48018,44479.0,45613.2,47248.2,47389.4688221709
32482,31112.4,32360.8,32831.95,38739.375
19032,19585.0,16118.6,15571.7,23710.322580645163
37336,32434.4,28432.0,29063.4,34868.50617283951
6512,11132.4,10259.6,10703.15,28684.284968495176
17852,8721.0,6906.6,7655.65,28684.284968495176
15456,12905.0,14752.9,13702.0,23680.93417721519
42026,35283.2,36316.5,36290.0,40792.543269230766
28721,26506.4,28162.6,26567.2,26535.75314861461
16444,11470.6,13213.7,11828.3,24111.288220551378
25378,21006.2,22030.3,22559.15,28684.284968495176
27753,28812.4,28442.2,27467.55,33761.706024096384
22516,18602.4,15258.3,15567.55,26653.651219512194
52505,47851.4,45835.8,47270.85,47389.4688221709
30019,31147.6,28467.0,27184.25,28684.284968495176
8930,18521.6,13884.7,13654.5,15167.78431372549
32792,31946.8,32376.9,32475.7,38739.375
38106,35073.6,35916.6,36332.55,40792.543269230766
14796,10011.8,8022.2,8060.1,28684.284968495176
28794,21644.0,21463.5,23175.4,28684.284968495176
36987,27745.2,29320.2,28267.85,33761.706024096384
14686,19182.8,15449.5,15822.1,26653.651219512194
37376,32701.0,29663.3,27735.25,28684.284968495176
19149,12598.4,13869.8,12361.1,24111.288220551378
17183,11586.0,15207.7,13776.9,23680.93417721519
23128,20410.6,17246.3,15298.2,23710.322580645163
19452,19490.0,14676.7,13577.45,15167.78431372549
7515,10680.2,9717.0,10655.15,28684.284968495176
31673,32162.2,32420.7,32640.0,38739.375
41054,33595.6,30219.4,30041.6,34868.50617283951
50165,48539.6,45665.4,47184.65,47389.4688221709
36313,26964.8,28873.9,26852.25,26535.75314861461
38030,36431.2,35319.5,36180.95,40792.543269230766
12084,10678.0,8520.0,7917.05,28684.284968495176
39409,33422.4,31586.8,30501.75,34868.50617283951
12776,16670.6,15483.0,15624.9,26653.651219512194
48672,47736.8,46267.6,47673.85,47389.4688221709
32285,32190.6,30720.3,28199.45,28684.284968495176
11796,13282.4,13753.5,12534.35,24111.288220551378
27427,23866.0,21445.5,23526.8,28684.284968495176
14815,12934.2,15304.2,13521.3,23680.93417721519
34801,28595.0,29588.5,27283.55,26535.75314861461
34088,29478.0,30430.2,28841.7,33761.706024096384
11162,17918.8,14945.4,13672.7,15167.78431372549
9641,9955.6,9508.2,10704.45,28684.284968495176
16380,18355.6,17681.4,14961.0,23710.322580645163
31424,31767.4,32336.2,32500.9,38739.375
29395,34567.4,33108.7,30447.05,37359.625310173695
9485,16164.8,17191.3,14932.45,23710.322580645163
34858,37434.2,36049.5,36170.45,28481.303482587064
27521,29316.6,32470.0,31684.5,32273.78504672897
10889,15269.8,15655.1,15218.25,26653.651219512194
27627,34447.2,32629.2,30673.45,37359.625310173695
31796,38227.2,35069.6,36204.2,28481.303482587064
11512,15907.4,17200.8,15048.45,23710.322580645163
27643,23317.0,21399.2,18952.35,26118.927860696516
7112,7796.4,9559.3,10576.55,28684.284968495176
24785,28190.6,27608.0,30395.15,33429.135802469136
10214,13523.4,13719.0,12628.45,24111.288220551378
11509,13556.0,14073.2,13140.9,23680.93417721519
10905,15094.8,15065.3,13853.45,15167.78431372549
25625,29499.2,28058.8,23273.1,20644.8
15103,15194.0,15997.0,15473.25,26653.651219512194
30583,27684.2,32117.4,31703.05,32273.78504672897
27109,29648.0,30843.2,28479.3,28684.284968495176
33981,37516.8,37156.3,36673.3,31962.048387096773
10763,13000.4,14190.8,15975.1,22258.11192214112
11723,13865.2,13487.9,12726.85,24111.288220551378
12196,13130.0,15866.2,15634.6,26653.651219512194
23752,26777.8,30799.2,31438.2,32273.78504672897
26587,30836.4,31383.4,30875.25,37359.625310173695
11957,14492.4,17038.7,15123.85,23710.322580645163
7193,7594.6,9468.9,10438.05,28684.284968495176
22286,24242.8,21333.9,19256.8,26118.927860696516
40992,38046.0,36064.1,36688.15,28481.303482587064
21535,25425.0,27757.6,30112.05,33429.135802469136
10965,12082.6,13605.4,15206.9,22258.11192214112
29353,31228.4,30887.5,28809.6,28684.284968495176
12906,12671.0,15455.3,14161.3,15167.78431372549
25078,30299.8,28561.6,23637.1,20644.8
42075,39294.2,37314.8,36855.05,31962.048387096773
13167,12500.2,16455.4,15318.85,23710.322580645163
23780,25043.0,27988.4,29656.15,33429.135802469136
25482,30417.0,28222.1,24309.65,20644.8
14892,13863.4,16192.5,14409.5,15167.78431372549
27306,30685.8,30916.7,29135.4,28684.284968495176
28595,29754.4,30238.7,30877.15,37359.625310173695
9108,8113.8,9623.1,9442.95,28684.284968495176
26646,25203.8,22013.5,19998.95,26118.927860696516
12995,11627.4,13426.2,14217.1,22258.11192214112
15594,13311.6,16247.2,15637.3,26653.651219512194
39336,39148.6,37237.0,37222.35,31962.048387096773
31499,28740.6,31009.5,31510.8,37359.625310173695
35207,37449.6,36650.4,37180.55,28481.303482587064
26111,22885.8,23147.5,21438.35,31153.133971291867
37423,31894.2,30316.2,28148.2,26535.75314861461
43446,39016.8,36047.4,36394.25,40792.543269230766
27314,24436.0,20008.2,21085.05,22112.456790123455
23761,25506.2,22753.5,20595.55,26118.927860696516
34163,28286.2,30756.2,31308.5,32273.78504672897
26226,16257.4,17544.6,19415.0,27114.194029850747
21311,13785.8,14265.7,14017.2,22258.11192214112
24270,27707.0,27366.1,24905.0,20644.8
17650,14286.4,15478.5,15696.8,26653.651219512194
39701,27446.6,29624.4,30040.5,33429.135802469136
45009,39800.8,38861.2,38791.35,42755.568292682925
41404,39293.0,37201.2,37774.45,31962.048387096773
31415,34853.6,36641.5,36527.2,28481.303482587064
22741,24615.4,23239.4,20764.35,26118.927860696516
30221,26135.2,27438.2,25853.95,20644.8
43832,39733.4,39641.1,38945.3,42755.568292682925
31379,29479.6,30364.7,31073.7,32273.78504672897
15134,15135.4,15202.6,15255.25,26653.651219512194
30820,33615.6,30395.7,28574.2,26535.75314861461
25265,24686.0,23379.1,21514.05,31153.133971291867
22674,15741.6,15682.1,13477.45,22258.11192214112
41219,39603.0,38095.7,38126.25,31962.048387096773
30738,20053.8,18610.4,19073.6,27114.194029850747
41236,30207.4,30612.1,30189.5,33429.135802469136
36408,30143.2,32355.3,31235.05,37359.625310173695
30040,33890.0,35662.1,35807.0,28481.303482587064
37691,28803.0,22189.2,22416.25,22112.456790123455
38043,39930.2,36633.0,36343.9,40792.543269230766
17776,17144.2,15072.3,13706.9,22258.11192214112
41197,33489.8,30840.2,30587.3,33429.135802469136
31096,27229.4,28364.3,26223.3,20644.8
29341,29843.6,29580.1,30564.05,32273.78504672897
15037,15122.2,15158.1,15021.8,26653.651219512194
25350,24156.8,23736.9,21156.4,26118.927860696516
41754,35881.6,37054.4,35648.2,28481.303482587064
42900,32179.6,24837.0,24092.55,22112.456790123455
43083,39922.0,40569.7,39092.25,42755.568292682925
35446,39896.0,38706.4,38083.2,31962.048387096773
39114,39347.8,37315.5,36869.8,40792.543269230766
41218,36115.0,31310.7,29628.75,26535.75314861461
22549,25137.0,23042.5,21251.55,31153.133971291867
29399,23509.2,20273.9,19111.8,27114.194029850747
36598,31937.4,33192.3,31531.65,37359.625310173695
13735,18001.6,18999.4,18343.3,26354.7542997543
37398,40718.0,40798.8,38706.0,42755.568292682925
22185,33619.8,29522.4,29774.0,33429.135802469136
22701,33392.6,30178.7,29758.9,26535.75314861461
31629,32000.0,32238.5,32244.6,38739.375
29805,25700.2,22915.0,24042.85,28684.284968495176
20571,23944.2,22857.3,20979.95,31153.133971291867
19716,28758.8,30354.6,28804.1,33761.706024096384
12749,29928.0,24473.2,24101.5,22112.456790123455
16634,24193.8,19323.9,18939.1,27114.194029850747
31193,40103.0,40010.4,38567.5,42755.568292682925
15081,14921.4,19044.6,18340.45,26354.7542997543
28377,34554.0,31753.2,30311.65,34868.50617283951
33977,37896.6,38848.7,38583.9,42755.568292682925
24386,33741.0,29392.0,29865.2,33429.135802469136
35692,38865.0,36969.3,37098.3,40792.543269230766
28073,32047.0,30321.0,29773.15,26535.75314861461
29233,31350.2,31231.3,31826.55,38739.375
29370,28154.8,24079.3,24219.9,28684.284968495176
24490,23797.2,23064.5,21573.8,31153.133971291867
23106,28330.0,29735.2,28802.2,33761.706024096384
51013,50074.6,47160.0,47754.8,47389.4688221709
28495,27539.0,29438.1,30651.9,31370.958637469586
13019,26734.6,24333.6,23542.15,22112.456790123455
16450,23889.4,18969.9,19004.1,27114.194029850747
32617,30387.4,30531.9,30221.1,35912.12895377129
14917,13757.8,19274.7,18158.75,26354.7542997543
25527,30906.2,29176.4,29696.65,33429.135802469136
24992,28077.6,24541.9,23664.65,28684.284968495176
24726,29507.6,30700.9,29943.7,26535.75314861461
20726,22789.4,19523.4,19406.7,27114.194029850747
15329,24337.6,24386.8,22879.45,22112.456790123455
23838,34002.8,32063.3,29874.85,34868.50617283951
38658,36861.8,38297.6,38790.15,42755.568292682925
21153,22805.6,22845.7,21963.65,31153.133971291867
31570,31105.8,31526.3,31829.05,38739.375
35104,38279.8,37355.5,37390.1,40792.543269230766
19961,26771.6,27792.0,28046.95,33761.706024096384
50812,50633.4,47556.2,47664.75,47389.4688221709
31877,29619.8,30236.4,30431.0,35912.12895377129
25422,25320.8,29234.6,30485.0,31370.958637469586
26629,31861.4,32147.9,30168.4,34868.50617283951
30096,30790.4,31476.3,31762.65,38739.375
30779,30813.8,29924.7,30496.15,35912.12895377129
36832,26740.6,27242.9,27851.95,33761.706024096384
19944,21741.4,23213.7,22338.15,31153.133971291867
39469,37484.4,38250.6,37327.85,40792.543269230766
17448,20131.4,20092.6,19586.9,27114.194029850747
25002,25919.8,28455.0,30114.3,31370.958637469586
21485,21096.4,24949.7,22526.3,22112.456790123455
15501,20331.8,22734.4,22015.45,31153.133971291867
35676,31640.8,31704.1,31990.5,38739.375
13140,14420.6,13874.5,13426.55,23680.93417721519
34304,30511.4,32053.5,30914.25,34868.50617283951
8772,11738.6,9076.9,8231.25,28684.284968495176
26351,16490.8,20204.1,18269.65,26354.7542997543
21147,13453.6,15904.6,15303.8,23710.322580645163
24785,21174.6,22559.4,22268.95,31153.133971291867
19075,14391.4,12931.0,12656.45,24111.288220551378
44688,28860.6,29169.3,28496.25,33761.706024096384
37500,20016.4,26098.0,23549.95,22112.456790123455
48361,49804.6,48828.0,47524.2,47389.4688221709
35467,30820.4,29252.3,30971.35,32273.78504672897
21996,18650.8,21080.0,19917.95,27114.194029850747
35251,32148.6,30524.7,30711.5,35912.12895377129
36111,28089.4,29186.0,29918.05,31370.958637469586
10936,12888.0,9669.5,8637.3,28684.284968495176
24071,22280.8,26104.4,23445.8,22112.456790123455
40755,33466.0,32733.0,32504.35,38739.375
45055,33928.4,31343.6,29820.15,33761.706024096384
36747,33419.4,30098.6,31618.9,32273.78504672897
15426,14414.6,13659.8,13863.95,23680.93417721519
26041,15769.8,14184.1,13541.0,24111.288220551378
25071,16570.8,16367.8,15676.2,23710.322580645163
28179,20959.8,22576.8,20448.65,27114.194029850747
40021,31010.2,30170.6,30388.7,31370.958637469586
50078,49787.2,49163.4,47859.6,47389.4688221709
42730,24822.6,24309.9,23344.8,31153.133971291867
24338,18884.4,20151.4,18520.4,26354.7542997543
20804,23837.8,25286.2,22906.55,22112.456790123455
38768,30383.2,31902.8,31345.7,34868.50617283951
36141,33333.0,31447.6,30867.25,35912.12895377129
32261,27044.2,24924.9,24036.2,31153.133971291867
14341,12185.8,10453.4,9112.45,28684.284968495176
30690,22275.4,20138.5,19476.35,26354.7542997543
47342,34176.2,34365.1,31954.0,34868.50617283951
39052,28582.4,26460.0,23234.1,22112.456790123455
53033,50659.4,49198.1,47901.1,47389.4688221709
40369,35693.2,33521.7,32941.25,38739.375
23004,15578.8,13582.4,14640.85,23680.93417721519
35989,34007.4,32197.4,31236.6,35912.12895377129
23905,18191.6,15737.0,14309.9,24111.288220551378
44395,38186.2,33258.1,30915.35,33761.706024096384
41255,33562.2,30550.6,31280.8,31370.958637469586
25919,22853.6,23371.5,20547.55,27114.194029850747
25001,19268.6,17588.0,16423.95,23710.322580645163
37709,34128.6,31207.4,32298.85,32273.78504672897
34947,35467.2,30394.0,31667.85,31370.958637469586
22234,31066.8,30951.6,31026.5,37359.625310173695
35430,34769.2,36407.6,35868.0,28481.303482587064
11312,18411.2,15967.3,14296.35,24111.288220551378
28100,28830.6,30765.8,29481.1,28684.284968495176
34811,34594.2,32107.0,31491.85,35912.12895377129
16504,13273.8,16381.9,14292.4,15167.78431372549
22482,26710.2,28505.0,25659.3,20644.8
40589,39598.8,39446.5,38219.8,31962.048387096773
20189,29385.6,29570.0,31059.1,37359.625310173695
18476,20572.4,17532.4,16825.5,23710.322580645163
31528,34033.4,35741.5,35565.15,28481.303482587064
4733,10173.2,10092.5,8649.5,28684.284968495176
22341,24167.8,24205.3,21159.85,26118.927860696516
9012,8413.2,9546.7,9056.5,28684.284968495176
11254,18317.4,16091.3,14303.8,24111.288220551378
29153,28149.4,24896.7,23206.5,28684.284968495176
15197,15655.2,14294.7,14968.1,23680.93417721519
30208,28415.2,30302.9,29538.4,28684.284968495176
20529,25719.6,28068.3,25302.55,20644.8
29168,34272.0,32542.9,31583.85,35912.12895377129
20688,15179.0,16548.9,14585.3,15167.78431372549
35140,34880.8,32180.2,32850.05,32273.78504672897
35384,38808.4,38978.5,38161.45,31962.048387096773
35415,36095.6,32969.6,32719.8,32273.78504672897
19406,24746.8,26226.9,25617.25,20644.8
31024,33955.2,34404.4,35380.9,28481.303482587064
20704,26804.8,25335.4,23471.35,28684.284968495176
25604,23959.4,24581.6,21725.3,26118.927860696516
8983,8281.6,9118.6,9194.45,28684.284968495176
5414,8839.2,9758.6,8284.25,28684.284968495176
17344,21407.8,16954.0,17100.15,23710.322580645163
34792,30044.2,29392.4,30833.05,37359.625310173695
12630,15879.4,14717.7,14604.95,23680.93417721519
14083,17319.0,15855.2,14534.45,24111.288220551378
12264,15450.8,15272.8,14690.05,15167.78431372549
35180,34257.8,33203.2,31757.0,35912.12895377129
27986,28590.6,29119.3,29074.55,28684.284968495176
38478,38223.2,38758.1,38166.45,31962.048387096773
11854,9230.0,8513.2,9474.0,28684.284968495176
24929,24193.0,24849.6,22163.95,26118.927860696516
36870,37353.4,38478.2,38149.95,31962.048387096773
21989,21576.2,17514.9,17598.15,23710.322580645163
14529,15016.6,15393.2,14631.5,24111.288220551378
8215,8727.8,10233.2,8308.15,28684.284968495176
32550,29230.0,30229.2,28945.2,28684.284968495176
40355,36018.2,34954.1,35501.8,28481.303482587064
44071,38690.0,39310.1,37788.1,40792.543269230766
22431,23188.8,24662.0,25880.4,20644.8
35704,29903.4,30023.3,31566.0,37359.625310173695
38890,35445.4,35663.5,35366.55,28481.303482587064
22064,23672.0,19296.7,20136.8,26354.7542997543
11444,10080.2,8837.4,9678.4,28684.284968495176
47528,40372.8,39860.3,38088.4,40792.543269230766
28854,26614.6,26157.4,24136.0,28684.284968495176
24643,24573.4,24594.4,22550.2,26118.927860696516
25077,17698.4,15414.2,15336.25,26653.651219512194
29106,20772.4,16427.5,14681.2,22258.11192214112
27943,22558.2,24893.8,26476.3,20644.8
32166,30202.0,30443.9,29455.45,28684.284968495176
10542,14978.0,13824.5,14457.4,15167.78431372549
29178,28494.6,29351.0,29149.9,33429.135802469136
46524,37550.0,38736.0,39356.45,42755.568292682925
42105,38685.2,39290.6,38223.45,31962.048387096773
45076,42249.6,40557.3,38236.95,40792.543269230766
15203,15040.2,14451.8,14168.25,15167.78431372549
29282,23918.2,25314.2,26937.9,20644.8
45159,39102.2,39910.1,39633.8,42755.568292682925
36183,27977.2,28066.0,25195.45,28684.284968495176
34768,31535.6,30183.1,29923.2,28684.284968495176
13543,17288.2,15299.9,15374.7,26653.651219512194
18722,12003.0,10058.4,10159.0,28684.284968495176
40115,28278.2,30884.0,29246.0,33429.135802469136
27239,23621.2,17624.3,15583.35,22258.11192214112
24578,24419.0,24287.9,22843.55,26118.927860696516
35466,29677.0,30807.2,31718.2,37359.625310173695
37467,35852.8,35311.0,35687.55,28481.303482587064
23129,25314.4,19536.1,20840.35,26354.7542997543
42161,38999.6,39299.2,38307.0,31962.048387096773
19343,14069.2,11241.2,10479.1,28684.284968495176
32285,30298.2,31959.0,29858.3,33429.135802469136
26489,30528.0,30797.4,31090.4,37359.625310173695
35503,32594.6,30504.9,30612.6,28684.284968495176
28048,25560.4,24864.1,23099.0,26118.927860696516
41620,37871.2,35952.3,36301.35,28481.303482587064
29191,25650.6,25685.1,26953.6,20644.8
22529,24550.0,20520.4,20878.55,26354.7542997543
24820,18722.2,16504.3,15993.65,26653.651219512194
44824,41828.4,40965.7,39648.15,42755.568292682925
