y_test,y_pred_5,y_pred_10,y_pred_20,y_pred_avg_only
52052,49832.8,50815.7,50800.2,47389.4688221709
42646,43210.4,43287.5,40909.6,32273.78504672897
9261,22903.4,33383.4,32486.5,31153.133971291867
11067,27599.2,23176.0,21899.25,22112.456790123455
31313,35809.0,34172.7,30152.45,28481.303482587064
3748,10625.5,10625.5,10625.5,28684.284968495176
22747,24098.0,27214.0,27214.0,28684.284968495176
8475,15307.4,15307.4,15307.4,28684.284968495176
15498,13870.6,18027.5,17002.7,27114.194029850747
23800,30704.0,35227.4,35240.55,34868.50617283951
26568,30304.4,34540.7,36299.75,38739.375
11720,18237.0,30187.9,31900.4,31153.133971291867
51889,49611.6,50934.1,50703.25,47389.4688221709
30212,40585.0,41970.9,40505.75,32273.78504672897
31640,32853.6,34215.5,35009.7,35912.12895377129
10003,12862.2,16990.8,16916.3,26653.651219512194
27490,33056.6,28872.3,28089.15,31370.958637469586
38888,47011.0,50028.1,50352.15,47389.4688221709
20790,22881.2,26296.285714285714,26296.285714285714,28684.284968495176
25359,32482.2,33579.3,30076.85,28481.303482587064
21490,27912.0,33699.3,34718.5,34868.50617283951
2703,7984.666666666667,7984.666666666667,7984.666666666667,28684.284968495176
26167,28515.4,33499.6,35594.3,38739.375
29049,37723.4,40534.0,40353.2,32273.78504672897
9196,18156.2,20426.9,22969.2,22258.11192214112
8655,10801.6,14198.666666666666,14198.666666666666,28684.284968495176
17268,14181.8,18136.9,17135.4,27114.194029850747
9374,26110.2,22987.5,20883.05,22112.456790123455
15774,16256.4,27367.7,31578.4,31153.133971291867
30050,32762.0,29700.7,28149.25,31370.958637469586
8969,12861.8,15688.2,16454.35,26653.651219512194
33354,32271.2,33981.2,34791.8,35912.12895377129
4429,7095.75,7095.75,7095.75,28684.284968495176
8345,14763.4,19350.6,21789.15,22258.11192214112
21529,16119.6,18665.6,17375.2,27114.194029850747
15540,14050.8,15454.7,16599.15,26653.651219512194
28760,29750.0,30429.6,28074.05,31370.958637469586
35792,32431.6,33978.8,34727.55,35912.12895377129
14424,14867.4,24423.4,31195.05,31153.133971291867
32341,28909.8,32781.3,35202.45,38739.375
9670,10337.6,13551.714285714286,13551.714285714286,28684.284968495176
12570,19619.6,23152.9,20360.05,22112.456790123455
31679,29136.6,34539.5,35834.85,37359.625310173695
24206,16760.0,23481.4,20413.9,22112.456790123455
44482,33993.8,35056.7,30997.3,28481.303482587064
20470,23757.2,22567.9,19742.9,23710.322580645163
7012,7079.0,7079.0,7079.0,28684.284968495176
20939,17973.2,26683.8,25307.6,26354.7542997543
41062,31941.0,39034.2,41428.75,40792.543269230766
29285,28468.8,30930.2,30875.8,26535.75314861461
23751,14986.0,22409.6,31269.95,31153.133971291867
25005,27339.2,31371.2,34407.1,38739.375
36757,36398.0,39878.6,40544.15,32273.78504672897
14257,15608.0,24486.8,25101.15,26118.927860696516
16902,10174.0,17003.9,15634.9,15167.78431372549
40402,36863.8,38176.0,38176.0,31962.048387096773
39180,34534.8,38045.5,41583.65,40792.543269230766
27799,18693.6,20798.5,31288.2,31153.133971291867
9120,5402.4,7419.166666666667,7419.166666666667,28684.284968495176
37566,20476.6,20666.5,18363.15,27114.194029850747
39917,29999.6,31355.8,34446.3,38739.375
16686,15541.6,22380.4,23956.8,26118.927860696516
36075,34947.8,39150.2,40646.7,32273.78504672897
30612,27889.8,31577.1,31195.2,26535.75314861461
28598,26170.8,23456.0,20096.55,23710.322580645163
25413,19155.0,26000.7,25673.45,26354.7542997543
44444,35343.8,36445.9,31734.05,28481.303482587064
43883,30685.4,34751.5,36059.9,37359.625310173695
28583,17160.0,23919.9,20242.4,22112.456790123455
19137,12173.6,15692.5,16293.65,15167.78431372549
28635,24099.2,19182.0,19058.8,27114.194029850747
41931,37603.4,38593.22222222222,38593.22222222222,31962.048387096773
41984,30831.6,35368.5,36371.45,37359.625310173695
11083,6869.4,7942.571428571428,7942.571428571428,28684.284968495176
23570,20051.2,23710.0,25094.05,26354.7542997543
20088,25017.2,19443.9,19175.2,27114.194029850747
39534,34325.4,38767.9,40640.9,32273.78504672897
16197,16194.6,20837.3,23197.65,26118.927860696516
44930,38105.6,38310.4,32638.85,28481.303482587064
28548,20656.2,24127.7,21058.3,22112.456790123455
20993,14854.6,14574.0,16800.65,15167.78431372549
28387,30363.4,30333.9,34167.75,38739.375
38440,36838.8,38577.9,38577.9,31962.048387096773
39050,37331.2,37102.2,41484.85,40792.543269230766
26003,21550.2,19893.6,30666.6,31153.133971291867
23124,25240.8,23710.8,20743.95,23710.322580645163
26175,28661.4,31679.0,30978.8,26535.75314861461
21186,21847.2,25657.5,25657.5,28684.284968495176
23099,31355.4,34209.1,35751.0,37359.625310173695
17750,20066.4,20940.4,24224.0,26354.7542997543
20130,27478.4,30511.5,29950.8,26535.75314861461
35455,41432.2,43481.0,43603.0,42755.568292682925
17420,24945.2,25091.428571428572,25091.428571428572,28684.284968495176
20981,29553.0,29855.2,24240.7,33761.706024096384
12031,17868.4,19994.0,18695.2,20644.8
8493,9649.2,15507.1,14531.15,24111.288220551378
22551,32639.2,31991.9,35180.95,37359.625310173695
11803,15208.8,17905.5,22547.15,26118.927860696516
9257,14915.2,12997.2,16630.35,15167.78431372549
18063,21147.0,19195.9,23867.5,26354.7542997543
10056,18644.8,21667.7,20623.35,23710.322580645163
32215,38624.0,41981.3,43116.5,42755.568292682925
22300,25700.4,28318.3,29391.2,26535.75314861461
32898,29253.2,34198.5,32618.6,33429.135802469136
16469,23951.0,24013.625,24013.625,28684.284968495176
12613,20918.0,18587.2,29459.05,31153.133971291867
28596,37028.6,35352.1,41009.35,40792.543269230766
22611,27765.4,30481.5,24166.05,33761.706024096384
31990,36944.4,37722.4,37979.0,31962.048387096773
34822,36583.4,40793.4,43017.6,42755.568292682925
15138,19986.8,18980.0,23829.55,26354.7542997543
12363,17662.8,19603.0,18473.25,20644.8
8331,9462.2,14485.8,14465.6,24111.288220551378
28557,32014.8,30575.7,34613.1,37359.625310173695
9192,18288.0,20453.4,20413.1,23710.322580645163
7290,14715.8,12164.7,16291.3,15167.78431372549
11829,14154.4,15542.2,22135.5,26118.927860696516
32014,28189.6,33744.5,32878.0,33429.135802469136
20127,23868.8,26168.8,29144.0,26535.75314861461
20399,22286.2,23612.0,23612.0,28684.284968495176
13356,20704.4,17785.9,27977.2,31153.133971291867
31122,35802.0,33776.1,40462.65,40792.543269230766
20468,24776.0,30499.0,24298.5,33761.706024096384
30362,36625.0,36735.2,37344.25,31962.048387096773
19365,15176.0,15392.0,22145.4,26118.927860696516
10449,16283.8,20020.5,19954.0,23710.322580645163
8332,8513.4,13210.6,13927.7,24111.288220551378
19484,19284.4,23199.2,23199.2,28684.284968495176
20098,21766.0,24827.9,28937.9,26535.75314861461
29268,33443.2,32692.1,39662.55,40792.543269230766
12454,18445.0,16715.5,26428.75,31153.133971291867
18826,27003.4,28844.4,33601.6,37359.625310173695
11242,16109.4,18172.0,18241.05,20644.8
6749,12685.2,11429.6,15772.9,15167.78431372549
23144,22938.8,30239.6,24732.55,33761.706024096384
33464,35270.8,39919.5,42337.05,42755.568292682925
34183,35381.2,36122.5,37101.07692307692,31962.048387096773
23709,15428.6,18589.5,18425.2,20644.8
9755,8729.2,11824.4,13215.65,24111.288220551378
9963,9647.8,13103.125,13103.125,28684.284968495176
12910,8910.8,8563.5,8563.5,28684.284968495176
30206,26458.0,31857.2,34847.9,34868.50617283951
15685,22940.6,22278.8,16728.25,23680.93417721519
25829,19920.2,22276.9,23438.272727272728,28684.284968495176
35066,24454.0,29244.0,25614.85,33761.706024096384
32416,28646.2,31498.3,28628.0,31370.958637469586
49394,46678.0,49658.0,50210.3,47389.4688221709
16460,13998.8,14254.8,16656.75,26653.651219512194
29062,23059.4,26035.777777777777,26035.777777777777,28684.284968495176
9928,10843.4,11508.5,15360.35,15167.78431372549
40753,35341.8,39487.3,42041.45,42755.568292682925
38256,31185.0,33818.3,33446.95,33429.135802469136
33241,32721.2,32951.5,33777.65,33429.135802469136
6707,9366.4,8357.222222222223,8357.222222222223,28684.284968495176
40144,36279.6,38855.9,41712.55,42755.568292682925
33762,18621.4,18270.9,18851.8,20644.8
40732,28404.2,28978.6,26455.7,33761.706024096384
18846,10414.0,12634.3,15405.35,15167.78431372549
36097,23655.6,24300.4,24493.166666666668,28684.284968495176
32179,25615.6,30266.4,34874.15,34868.50617283951
23965,14987.4,14941.0,17118.2,26653.651219512194
29010,13154.6,14870.555555555555,14870.555555555555,28684.284968495176
37263,26209.6,27158.5,27158.5,28684.284968495176
20483,11078.8,10426.9,13321.65,24111.288220551378
19927,24385.2,23100.1,17314.15,23680.93417721519
40036,31750.4,32875.5,29587.65,31370.958637469586
52613,48967.2,49610.7,50552.9,47389.4688221709
19117,21769.2,22756.2,17740.2,23680.93417721519
38451,34972.0,32711.3,34154.3,33429.135802469136
14945,10953.0,9016.0,9016.0,28684.284968495176
14830,11528.6,13221.9,15707.9,15167.78431372549
35137,28687.6,26392.8,27883.81818181818,28684.284968495176
27664,21748.0,19808.2,19100.95,20644.8
51172,48791.2,49312.0,50445.65,47389.4688221709
19706,16928.0,14895.1,17073.85,26653.651219512194
32574,28049.8,29441.3,34134.35,34868.50617283951
45123,38861.2,38742.6,41828.1,42755.568292682925
8350,11050.2,10349.7,13192.5,24111.288220551378
38316,28025.0,25988.0,25556.46153846154,28684.284968495176
31802,30242.4,29003.9,26730.4,33761.706024096384
16741,14807.8,15057.6,15057.6,28684.284968495176
30608,32374.0,32715.3,30026.0,31370.958637469586
33963,38689.4,37636.4,41323.2,42755.568292682925
13112,21897.8,19780.3,18996.75,20644.8
2488,9626.6,7514.5,8422.545454545454,28684.284968495176
6224,14321.6,12561.6,14254.545454545454,28684.284968495176
7427,17618.8,21744.9,17521.75,23680.93417721519
18577,29864.2,27320.1,26531.15,33761.706024096384
27321,33747.2,37166.1,40086.1,32273.78504672897
23413,31046.6,31904.3,30103.85,31370.958637469586
27206,30735.8,30242.9,29659.3,31370.958637469586
2815,7973.0,7421.2,7955.25,28684.284968495176
21961,28921.8,25901.5,27390.25,28684.284968495176
6263,13640.2,11988.9,13588.583333333334,28684.284968495176
34206,31971.2,30243.3,33924.05,38739.375
20758,27441.4,29072.7,33637.3,34868.50617283951
27788,22088.6,25375.0,29165.15,26535.75314861461
6678,13766.8,17966.6,17048.55,23680.93417721519
22491,29733.6,26336.2,26996.05,33761.706024096384
23796,32696.6,35210.0,39270.6,32273.78504672897
18788,18891.8,15876.8,16977.45,26653.651219512194
43370,47087.4,48349.5,49920.65,47389.4688221709
29793,32618.6,33504.8,34460.75,35912.12895377129
12774,18338.6,16194.7,16755.9,26653.651219512194
4838,6358.6,7634.7,7715.461538461538,28684.284968495176
7356,13118.8,11383.3,13109.153846153846,28684.284968495176
24110,30167.2,33282.6,38312.9,32273.78504672897
23973,29047.2,28846.7,28894.75,31370.958637469586
15150,24593.6,19387.7,19148.3,27114.194029850747
10244,10118.4,18792.2,20633.9,22258.11192214112
36755,32854.0,30881.9,33765.4,38739.375
19387,27020.8,27466.4,33181.4,34868.50617283951
25413,29767.2,25807.2,27238.153846153848,28684.284968495176
21315,22325.6,24902.0,28879.8,26535.75314861461
7466,12123.0,17531.8,16804.05,23680.93417721519
29057,28531.8,26492.9,27817.65,33761.706024096384
27679,31651.6,32631.3,34083.8,35912.12895377129
52203,49750.4,48380.7,49915.3,47389.4688221709
21715,28297.8,25678.6,26843.64285714286,28684.284968495176
30139,27007.4,26732.7,33032.45,34868.50617283951
29476,31218.8,32036.2,33926.0,35912.12895377129
9104,9301.8,17759.4,19621.1,22258.11192214112
31034,38049.8,36929.4,33069.55,28481.303482587064
17027,22186.8,24148.5,21402.05,22112.456790123455
24040,22673.6,24187.0,28047.4,26535.75314861461
22562,32904.8,31079.0,33611.5,33429.135802469136
8652,9868.0,17126.6,16664.75,23680.93417721519
24116,27775.4,31361.6,37360.25,32273.78504672897
41923,26991.2,28911.4,33862.3,37359.625310173695
26154,24903.6,22261.6,21931.55,22112.456790123455
37585,40495.0,36488.6,33673.95,28481.303482587064
18551,18614.4,18884.7,23769.85,26354.7542997543
17509,15340.6,15441.1,21928.35,26118.927860696516
38020,27472.6,30899.0,37093.25,32273.78504672897
30944,30736.8,31504.0,33665.1,35912.12895377129
28898,32281.6,30235.6,33123.25,33429.135802469136
36307,34256.4,35929.9,37044.357142857145,31962.048387096773
37594,35371.8,31355.5,33689.95,38739.375
9267,12417.6,19294.2,19844.75,23710.322580645163
22272,16555.6,16375.1,21916.05,26118.927860696516
34109,28830.2,31288.7,36629.8,32273.78504672897
33026,30183.6,31307.6,33485.45,35912.12895377129
40113,32653.0,31919.0,33145.75,33429.135802469136
24133,18727.0,19389.1,24089.95,26354.7542997543
34709,38540.4,36267.1,34199.25,28481.303482587064
30666,28504.6,29930.0,33670.35,37359.625310173695
31589,26380.2,21570.1,22648.25,22112.456790123455
16819,10741.6,16808.4,19654.6,22258.11192214112
21448,12082.4,18661.6,20244.75,23710.322580645163
31520,33692.4,31846.0,33578.3,38739.375
37857,34139.8,35489.3,37098.53333333333,31962.048387096773
28602,29945.4,31282.0,33131.5,35912.12895377129
38193,33643.4,33182.3,33661.9,33429.135802469136
32337,30461.8,31550.5,33443.95,37359.625310173695
36934,31457.8,32077.2,36305.6,32273.78504672897
14295,17054.0,16131.4,21442.85,26118.927860696516
32501,27163.8,22161.9,22970.15,22112.456790123455
19323,19041.6,19554.0,23814.8,26354.7542997543
37937,37239.0,36291.4,34971.05,28481.303482587064
36551,35052.0,35998.2,37064.3125,31962.048387096773
17623,13595.8,16120.3,20464.4,23710.322580645163
14787,11859.8,15008.0,19524.1,22258.11192214112
37133,26074.8,24971.8,27951.0,26535.75314861461
40714,33750.0,34142.4,39518.15,40792.543269230766
19893,10023.2,15896.2,17022.1,23680.93417721519
31424,34299.8,32331.6,33436.15,38739.375
9438,10425.4,14022.1,17030.0,23680.93417721519
34866,32913.2,35122.2,39032.3,40792.543269230766
8527,11089.4,10275.8,13125.1,24111.288220551378
19537,28657.8,30336.3,32437.9,37359.625310173695
10046,13766.6,16027.3,20014.3,23710.322580645163
41595,36572.0,37338.8,35699.65,28481.303482587064
15881,24630.4,22643.3,22909.65,22112.456790123455
11571,17743.2,19445.1,23088.5,26354.7542997543
20039,29961.0,32466.5,33205.1,33429.135802469136
17168,23083.0,19596.2,19135.9,20644.8
12674,22822.6,19471.1,19074.9,27114.194029850747
13844,18078.2,19277.4,19003.85,27114.194029850747
11583,11739.6,10126.5,13077.1,24111.288220551378
39313,32755.2,29879.3,32315.4,37359.625310173695
16156,17919.4,16036.9,21022.4,26118.927860696516
16422,24509.4,23348.1,23167.8,22112.456790123455
31047,36574.6,37312.2,35742.45,28481.303482587064
10445,13765.8,15024.8,18796.35,23710.322580645163
8855,16486.6,18236.7,22460.25,26354.7542997543
21472,29743.0,31323.9,32761.2,33429.135802469136
33649,38726.4,36998.6,41122.2,42755.568292682925
41522,35498.4,36263.5,38646.75,40792.543269230766
15407,27026.6,24656.4,24831.5,28684.284968495176
21955,17276.2,17984.9,25684.15,31153.133971291867
16025,21546.2,18487.4,19245.25,20644.8
38378,36655.2,36640.1,37141.58823529412,31962.048387096773
11851,14282.6,13350.1,18403.05,23710.322580645163
42105,37695.0,36748.5,38288.15,40792.543269230766
11105,12009.6,10369.4,13132.9,24111.288220551378
9058,14588.0,16601.2,21300.95,26354.7542997543
16387,22556.0,23729.8,23441.35,22112.456790123455
23341,28631.6,30456.6,32100.55,33429.135802469136
29344,34926.4,37710.7,35645.0,28481.303482587064
21045,28579.6,27785.4,31576.95,37359.625310173695
34533,37482.4,36412.1,40522.35,42755.568292682925
15561,26242.0,22763.2,24213.466666666667,28684.284968495176
19715,16018.6,18784.4,24486.15,31153.133971291867
15375,15426.2,19762.7,18928.05,27114.194029850747
37200,37258.6,36319.9,37144.833333333336,31962.048387096773
35198,36493.2,36386.4,39933.7,42755.568292682925
21213,17738.6,19328.3,23348.0,31153.133971291867
17565,14921.6,19969.4,18998.45,27114.194029850747
16918,17430.0,16303.0,20394.9,26118.927860696516
9470,9807.0,10442.9,13076.8,24111.288220551378
14994,24075.0,21997.6,23637.25,28684.284968495176
46539,49179.4,47928.7,49809.1,47389.4688221709
20050,18803.8,18712.6,19550.75,20644.8
12588,10654.6,10852.4,13179.75,24111.288220551378
9110,9138.8,11146.7,12823.5,28684.284968495176
21765,14114.4,16420.7,20065.35,26354.7542997543
35176,27606.8,26611.2,33282.55,34868.50617283951
13992,7815.6,8591.0,8163.785714285715,28684.284968495176
18433,18754.0,19729.2,22076.3,31153.133971291867
28324,22520.4,23088.0,23912.941176470587,28684.284968495176
10169,12104.4,13410.1,15381.4,15167.78431372549
23941,16679.8,20636.7,19386.8,27114.194029850747
18711,17670.4,16505.5,19442.95,26118.927860696516
50712,48799.2,48883.2,49932.05,47389.4688221709
28877,19046.4,20397.2,20195.6,20644.8
36629,28365.8,30058.1,29150.15,31370.958637469586
39612,35391.0,37126.1,39553.7,42755.568292682925
40635,38124.2,36190.3,37328.52631578947,31962.048387096773
12719,7370.4,9161.7,8467.466666666667,28684.284968495176
44537,37505.8,38097.6,39445.5,42755.568292682925
40490,38650.8,36395.3,37486.6,31962.048387096773
28016,19748.2,21285.4,19975.5,27114.194029850747
25169,15283.6,17162.6,19051.5,26354.7542997543
34462,21749.6,24887.3,24499.0,28684.284968495176
15195,13793.6,13239.4,15121.65,15167.78431372549
12941,8378.8,11593.3,12831.333333333334,28684.284968495176
40534,29198.8,28624.3,33104.9,34868.50617283951
32830,22990.0,22443.9,21023.45,20644.8
22939,17803.8,17179.7,19008.5,26118.927860696516
12959,11541.0,11315.2,12900.5,24111.288220551378
7737,8420.2,9023.4,8421.8125,28684.284968495176
22949,20853.0,19649.0,21029.3,31153.133971291867
37140,29672.2,31023.1,29947.7,31370.958637469586
50279,48620.6,48705.9,49760.8,47389.4688221709
40114,39363.4,37207.7,37465.05,31962.048387096773
14668,10790.8,9381.9,8789.235294117647,28684.284968495176
19850,18914.8,17984.4,17944.95,26118.927860696516
51869,50320.4,48703.9,49819.0,47389.4688221709
29500,25456.4,24269.7,21220.85,20644.8
34505,31948.2,29694.8,32461.1,34868.50617283951
23309,17631.2,17687.2,18441.55,26354.7542997543
27607,24189.6,25608.1,24662.57894736842,28684.284968495176
10559,11336.2,11537.9,12374.25,24111.288220551378
25915,21645.0,19460.6,20129.55,31153.133971291867
38476,32684.8,31865.7,30783.2,31370.958637469586
20986,16005.2,13424.3,14558.4,15167.78431372549
11729,9479.8,11900.7,12762.4375,28684.284968495176
20080,20995.4,19536.8,20101.65,27114.194029850747
39703,38716.6,38721.5,39320.5,42755.568292682925
25880,26021.2,26115.4,26779.4,28684.284968495176
31119,33682.4,32826.8,33163.2,38739.375
23180,32706.8,29863.8,31781.55,34868.50617283951
11532,14542.4,12478.2,13526.1,15167.78431372549
6601,9547.4,11593.8,12400.0,28684.284968495176
3138,10450.8,8404.7,8475.277777777777,28684.284968495176
12228,11535.4,12651.1,17188.1,23680.93417721519
15110,24099.4,25170.7,24184.95,28684.284968495176
28207,26026.8,27215.5,28535.35,33761.706024096384
29706,30350.8,31001.2,32822.6,35912.12895377129
12441,17534.8,15766.8,16543.55,26653.651219512194
42650,48409.8,49080.1,49554.1,47389.4688221709
42089,47519.8,48349.6,49003.8,47389.4688221709
9168,14575.4,14781.4,16155.4,26653.651219512194
12916,12774.0,13768.7,18895.5,22258.11192214112
11684,12971.0,14949.5,15970.15,26653.651219512194
8097,9695.6,11407.2,12160.944444444445,28684.284968495176
3640,8380.4,8098.0,8220.78947368421,28684.284968495176
28910,24775.8,26731.7,26912.5625,28684.284968495176
8475,13271.4,12400.0,12698.6,15167.78431372549
30478,32427.0,32640.5,32710.9,38739.375
25735,31826.0,29416.7,30636.95,34868.50617283951
29200,27895.2,24830.6,28203.85,26535.75314861461
27457,32735.0,31735.4,31082.5,31370.958637469586
17727,24646.0,24360.5,23318.7,28684.284968495176
