,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 5",DET,@,MIA,W,8.0,7.0,11.0,1-0,2.0,0.5,VerHagen,Breslow,Greene,3:47,N,36911.0,.92,1,
2,"Wednesday, Apr 6",DET,@,MIA,W,7.0,3.0,9.0,2-0,1.0,up 0.5,Sanchez,Fernandez,Rodriguez,3:22,D,17883.0,.93,2,
3,"Friday, Apr 8",DET,Home,NYY,W,4.0,0.0,9.0,3-0,1.0,up 1.0,Zimmermann,Severino,None,2:44,D,45049.0,1.03,3,
4,"Saturday, Apr 9",DET,Home,NYY,L,4.0,8.0,9.0,3-1,1.0,Tied,Sabathia,Pelfrey,None,3:20,D,32419.0,1.12,-1,
5,"Monday, Apr 11",DET,Home,PIT,L,4.0,7.0,9.0,3-2,3.0,1.0,Niese,Verlander,Melancon,3:17,D,26271.0,1.02,-2,
6,"Tuesday, Apr 12",DET,Home,PIT,W,8.0,2.0,9.0,4-2,3.0,0.5,Sanchez,Nicasio,None,3:16,D,26489.0,.97,1,
7,"Wednesday, Apr 13",DET,@,PIT,W,7.0,3.0,9.0,5-2,3.0,0.5,Greene,Caminero,None,3:12,N,21175.0,.97,2,
8,"Thursday, Apr 14",DET,@,PIT,W,7.0,4.0,9.0,6-2,3.0,0.5,Zimmermann,Cole,Rodriguez,3:20,D,18751.0,1.02,3,
9,"Friday, Apr 15",DET,@,HOU,L,0.0,1.0,9.0,6-3,3.0,1.5,Keuchel,Pelfrey,Gregerson,2:34,N,30092.0,1.06,-1,
10,"Saturday, Apr 16",DET,@,HOU,W,5.0,3.0,9.0,7-3,3.0,0.5,Verlander,McHugh,Rodriguez,3:17,N,30013.0,1.02,1,
11,"Sunday, Apr 17",DET,@,HOU,L,4.0,5.0,9.0,7-4,3.0,0.5,Fiers,Sanchez,Gregerson,3:13,D,30657.0,1.09,-1,
12,"Tuesday, Apr 19",DET,@,KCR,L,6.0,8.0,9.0,7-5,3.0,1.5,Ventura,Greene,Davis,3:08,N,26889.0,1.22,-2,
13,"Wednesday, Apr 20",DET,@,KCR,W,3.0,2.0,9.0,8-5,3.0,1.0,Zimmermann,Kennedy,Rodriguez,3:08,N,28928.0,1.18,1,
14,"Thursday, Apr 21",DET,@,KCR,L,0.0,4.0,9.0,8-6,3.0,1.5,Volquez,Pelfrey,None,2:52,N,30763.0,1.24,-1,
15,"Friday, Apr 22",DET,Home,CLE,L,1.0,2.0,9.0,8-7,3.0,2.5,Tomlin,Verlander,Allen,2:46,N,25086.0,1.11,-2,
16,"Saturday, Apr 23",DET,Home,CLE,L,1.0,10.0,9.0,8-8,4.0,3.0,Kluber,Sanchez,None,2:41,D,31163.0,1.07,-3,
17,"Sunday, Apr 24",DET,Home,CLE,L,3.0,6.0,9.0,8-9,4.0,4.0,Bauer,Greene,Allen,3:20,D,31947.0,1.04,-4,
18,"Monday, Apr 25",DET,Home,OAK,W,7.0,3.0,9.0,9-9,4.0,4.0,Zimmermann,Graveman,None,2:39,N,21671.0,.88,1,
19,"Tuesday, Apr 26",DET,Home,OAK,L,1.0,5.0,9.0,9-10,4.0,5.0,Hill,Pelfrey,None,2:38,N,22256.0,.92,-1,
20,"Wednesday, Apr 27",DET,Home,OAK,W,9.0,4.0,9.0,10-10,4.0,5.0,Verlander,Gray,None,3:23,N,22636.0,.87,1,
21,"Thursday, Apr 28",DET,Home,OAK,W,7.0,3.0,9.0,11-10,3.0,4.0,Sanchez,Bassitt,Rodriguez,3:04,D,26200.0,.94,2,
22,"Friday, Apr 29",DET,@,MIN,W,9.0,2.0,9.0,12-10,2.0,3.0,Fulmer,Hughes,None,3:09,N,23049.0,.99,3,
23,"Saturday, Apr 30",DET,@,MIN,W,4.0,1.0,9.0,13-10,2.0,3.0,Zimmermann,Duffey,Rodriguez,2:51,D,31109.0,1.06,4,
24,"Sunday, May 1",DET,@,MIN,W,6.0,5.0,9.0,14-10,2.0,3.0,Lowe,Pressly,Rodriguez,3:33,D,24749.0,1.12,5,
25,"Tuesday, May 3",DET,@,CLE,L,3.0,7.0,9.0,14-11,2.0,4.0,Tomlin,Verlander,None,3:12,N,11022.0,1.22,-1,
26,"Wednesday, May 4",DET,@,CLE,L,0.0,4.0,9.0,14-12,2.0,4.0,Kluber,Sanchez,None,2:19,N,8766.0,1.21,-2,
27,"Thursday, May 5",DET,@,CLE,L,4.0,9.0,9.0,14-13,2.0,4.0,Bauer,Fulmer,None,2:54,N,10350.0,1.19,-3,
28,"Friday, May 6",DET,Home,TEX,L,1.0,5.0,9.0,14-14,3.0,5.0,Hamels,Zimmermann,None,2:31,N,28522.0,1.04,-4,
29,"Saturday, May 7",DET,Home,TEX,L,5.0,10.0,9.0,14-15,4.0,6.0,Ranaudo,Ryan,Tolleson,3:14,D,35551.0,1.01,-5,
30,"Sunday, May 8",DET,Home,TEX,L,3.0,8.0,9.0,14-16,4.0,7.0,Wilhelmsen,Lowe,None,3:25,D,35406.0,.88,-6,
31,"Monday, May 9",DET,@,WSN,L-wo,4.0,5.0,9.0,14-17,4.0,8.0,Kelley,Lowe,None,2:57,N,27153.0,.82,-7,
32,"Tuesday, May 10",DET,@,WSN,W,5.0,4.0,9.0,15-17,3.0,7.0,Fulmer,Ross,Rodriguez,3:16,N,24476.0,.74,1,
33,"Wednesday, May 11",DET,@,WSN,L,2.0,3.0,9.0,15-18,4.0,7.0,Scherzer,Zimmermann,None,2:38,N,35695.0,.81,-1,
34,"Thursday, May 12",DET,@,BAL,L,5.0,7.0,9.0,15-19,4.0,7.5,Worley,Wilson,Britton,3:16,N,14918.0,.79,-2,
35,"Friday, May 13",DET,@,BAL,L,0.0,1.0,9.0,15-20,4.0,8.5,Tillman,Verlander,Britton,2:39,N,30488.0,.76,-3,
36,"Saturday, May 14",DET,@,BAL,L,3.0,9.0,9.0,15-21,4.0,8.5,Wright,Sanchez,Brach,2:44,N,32174.0,.70,-4,
37,"Sunday, May 15",DET,@,BAL,W,6.0,5.0,9.0,16-21,4.0,7.5,Saupold,O'Day,Rodriguez,3:38,D,37890.0,.68,1,
38,"Monday, May 16",DET,Home,MIN,W,10.0,8.0,9.0,17-21,4.0,7.0,Zimmermann,Dean,Rodriguez,2:48,N,25925.0,.73,2,
39,"Tuesday, May 17",DET,Home,MIN,W,7.0,2.0,9.0,18-21,4.0,6.0,Ryan,Tonkin,None,2:55,N,27652.0,.76,3,
