,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Apr 1",OAK,Home,HOU,L,1.0,8.0,9.0,0-1,4.0,1.0,Greinke,Bassitt,None,3:28,N,10436.0,1.06,-1,
2,"Friday, Apr 2",OAK,Home,HOU,L,5.0,9.0,9.0,0-2,5.0,2.0,Abreu,Luzardo,None,3:34,N,5446.0,1.01,-2,
3,"Saturday, Apr 3",OAK,Home,HOU,L,1.0,9.0,9.0,0-3,5.0,3.0,McCullers,Irvin,Raley,3:24,D,5803.0,.96,-3,
4,"Sunday, Apr 4",OAK,Home,HOU,L,2.0,9.0,9.0,0-4,5.0,4.0,Bielak,Manaea,None,3:15,D,4504.0,.85,-4,
5,"Monday, Apr 5",OAK,Home,LAD,L,3.0,10.0,9.0,0-5,5.0,4.0,May,Montas,None,3:35,N,6653.0,.69,-5,
6,"Tuesday, Apr 6",OAK,Home,LAD,L,1.0,5.0,9.0,0-6,5.0,5.0,Kershaw,Bassitt,None,2:45,N,7672.0,.65,-6,
7,"Wednesday, Apr 7",OAK,Home,LAD,W-wo,4.0,3.0,10.0,1-6,5.0,4.5,Petit,Nelson,None,3:46,D,8131.0,.58,1,
8,"Thursday, Apr 8",OAK,@,HOU,L,2.0,6.0,9.0,1-7,5.0,5.5,Javier,Irvin,None,3:10,N,21765.0,.75,-1,
9,"Friday, Apr 9",OAK,@,HOU,W,6.0,2.0,9.0,2-7,5.0,4.5,Petit,Abreu,None,3:14,N,21768.0,.69,1,
10,"Saturday, Apr 10",OAK,@,HOU,W,7.0,3.0,9.0,3-7,5.0,3.5,Montas,Urquidy,None,3:14,D,21760.0,.75,2,
11,"Monday, Apr 12",OAK,@,ARI,W,9.0,5.0,9.0,4-7,4.0,3.5,Bassitt,Bumgarner,None,3:29,N,8768.0,.70,3,
12,"Tuesday, Apr 13",OAK,@,ARI,W,7.0,5.0,9.0,5-7,4.0,2.5,Petit,Swarzak,Trivino,3:39,D,7010.0,.80,4,
13,"Thursday, Apr 15",OAK,Home,DET,W,8.0,4.0,9.0,6-7,4.0,2.0,Manaea,Skubal,None,3:17,N,3004.0,.87,5,
14,"Friday, Apr 16",OAK,Home,DET,W,3.0,0.0,9.0,7-7,3.0,2.0,Montas,Urena,Trivino,2:31,N,4538.0,.92,6,
15,"Saturday, Apr 17",OAK,Home,DET,W,7.0,0.0,9.0,8-7,3.0,1.0,Irvin,Mize,None,2:49,D,6931.0,.94,7,
16,"Sunday, Apr 18",OAK,Home,DET,W-wo,3.0,2.0,9.0,9-7,3.0,1.0,Trivino,Soto,None,2:42,D,6917.0,1.03,8,
17,"Tuesday, Apr 20 (1)",OAK,Home,MIN,W,7.0,0.0,7.0,10-7,1.0,Tied,Manaea,Shoemaker,None,2:15,D,,1.02,9,
18,"Tuesday, Apr 20 (2)",OAK,Home,MIN,W,1.0,0.0,7.0,11-7,1.0,Tied,Luzardo,Berrios,Diekman,2:08,N,3322.0,1.10,10,
19,"Wednesday, Apr 21",OAK,Home,MIN,W-wo,13.0,12.0,10.0,12-7,1.0,up 0.5,Guerra,Colome,None,4:16,D,3405.0,1.14,11,
20,"Friday, Apr 23",OAK,@,BAL,W,3.0,1.0,9.0,13-7,1.0,up 1.0,Irvin,Lopez,Diekman,2:53,N,7574.0,1.15,12,
21,"Saturday, Apr 24",OAK,@,BAL,W,7.0,2.0,9.0,14-7,1.0,up 1.0,Bassitt,LeBlanc,None,3:19,N,7616.0,1.21,13,
22,"Sunday, Apr 25",OAK,@,BAL,L,1.0,8.0,9.0,14-8,1.0,up 1.0,Means,Luzardo,None,2:56,D,8107.0,1.20,-1,
23,"Monday, Apr 26",OAK,@,TBR,W,2.0,1.0,9.0,15-8,1.0,up 2.0,Manaea,Hill,Trivino,2:51,N,2981.0,1.20,1,
24,"Tuesday, Apr 27",OAK,@,TBR,L,3.0,4.0,9.0,15-9,1.0,up 2.0,Springs,Montas,Castillo,2:56,N,2924.0,1.22,-1,
25,"Wednesday, Apr 28",OAK,@,TBR,L,0.0,2.0,9.0,15-10,1.0,up 1.5,Glasnow,Irvin,Castillo,2:45,N,3374.0,1.25,-2,
26,"Thursday, Apr 29",OAK,@,TBR,W,3.0,2.0,9.0,16-10,1.0,up 2.0,Diekman,Castillo,Trivino,3:04,D,3737.0,1.22,1,
27,"Friday, Apr 30",OAK,Home,BAL,L,2.0,3.0,9.0,16-11,1.0,up 1.0,Means,Fiers,Valdez,2:40,N,5777.0,1.24,-1,
28,"Saturday, May 1",OAK,Home,BAL,L,4.0,8.0,9.0,16-12,1.0,up 0.5,Harvey,Luzardo,None,3:10,D,6469.0,1.19,-2,
29,"Sunday, May 2",OAK,Home,BAL,W,7.0,5.0,9.0,17-12,1.0,up 1.0,Petit,Lakins,Trivino,3:03,D,5862.0,1.18,1,
30,"Monday, May 3",OAK,Home,TOR,W,5.0,4.0,9.0,18-12,1.0,up 2.0,Montas,Matz,Diekman,2:45,N,2944.0,1.21,2,
31,"Tuesday, May 4",OAK,Home,TOR,W,4.0,1.0,9.0,19-12,1.0,up 2.0,Irvin,Kay,Petit,2:18,N,2970.0,1.28,3,
32,"Wednesday, May 5",OAK,Home,TOR,L,4.0,9.0,9.0,19-13,1.0,up 2.0,Romano,Trivino,None,3:04,N,2893.0,1.28,-1,
33,"Thursday, May 6",OAK,Home,TOR,L,4.0,10.0,9.0,19-14,1.0,up 1.5,Ryu,Fiers,None,3:10,D,3611.0,1.26,-2,
34,"Friday, May 7",OAK,Home,TBR,W-wo,2.0,1.0,9.0,20-14,1.0,up 1.5,Diekman,Springs,None,2:28,N,5058.0,1.22,1,
35,"Saturday, May 8",OAK,Home,TBR,W,6.0,3.0,9.0,21-14,1.0,up 2.5,Montas,Glasnow,Trivino,3:12,D,7707.0,1.30,2,
36,"Sunday, May 9",OAK,Home,TBR,L,3.0,4.0,9.0,21-15,1.0,up 2.0,Springs,Irvin,Kittredge,2:40,D,6911.0,1.30,-1,
37,"Tuesday, May 11",OAK,@,BOS,W,3.0,2.0,9.0,22-15,1.0,up 2.5,Bassitt,Hernandez,Diekman,3:01,N,9264.0,1.29,1,
38,"Wednesday, May 12",OAK,@,BOS,W,4.0,1.0,9.0,23-15,1.0,up 2.5,Kaprielian,Rodriguez,Diekman,2:59,N,9272.0,1.32,2,
39,"Thursday, May 13",OAK,@,BOS,L,1.0,8.0,9.0,23-16,1.0,up 1.5,Richards,Manaea,Whitlock,2:54,N,9301.0,1.35,-1,
40,"Friday, May 14",OAK,@,MIN,W,6.0,1.0,9.0,24-16,1.0,up 1.5,Montas,Shoemaker,None,3:00,N,9778.0,1.24,1,
41,"Saturday, May 15",OAK,@,MIN,L,4.0,5.0,9.0,24-17,1.0,up 0.5,Colome,Diekman,Robles,2:51,D,12212.0,1.31,-1,
42,"Sunday, May 16",OAK,@,MIN,W,7.0,6.0,9.0,25-17,1.0,up 0.5,Trivino,Rogers,None,3:33,D,10270.0,1.29,1,
43,"Tuesday, May 18",OAK,Home,HOU,W-wo,6.0,5.0,9.0,26-17,1.0,up 1.5,Petit,Abreu,None,3:09,N,4838.0,1.57,2,
44,"Wednesday, May 19",OAK,Home,HOU,L,1.0,8.0,9.0,26-18,1.0,up 0.5,Greinke,Montas,None,3:18,N,3925.0,1.73,-1,
45,"Thursday, May 20",OAK,Home,HOU,L,4.0,8.0,9.0,26-19,2.0,0.5,Garcia,Irvin,None,3:26,D,4562.0,1.67,-2,
46,"Friday, May 21",OAK,@,LAA,W,8.0,4.0,9.0,27-19,1.0,up 0.5,Petit,Mayers,None,3:15,N,14624.0,1.42,1,
47,"Saturday, May 22",OAK,@,LAA,W,6.0,2.0,9.0,28-19,1.0,up 1.5,Bassitt,Sandoval,None,3:02,N,15151.0,1.40,2,
