,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Sunday, Apr 2",ARI,Home,SFG,W-wo,6.0,5.0,9.0,1-0,1.0,up 0.5,Rodney,Melancon,None,3:23,D,49016.0,1.06,1,
2,"Tuesday, Apr 4",ARI,Home,SFG,L,4.0,8.0,9.0,1-1,2.0,1.0,Cueto,Corbin,None,3:26,N,19378.0,1.12,-1,
3,"Wednesday, Apr 5",ARI,Home,SFG,W,8.0,6.0,9.0,2-1,1.0,Tied,Walker,Moore,Rodney,3:15,N,14675.0,1.03,1,
4,"Thursday, Apr 6",ARI,Home,SFG,W,9.0,3.0,9.0,3-1,1.0,Tied,De La Rosa,Samardzija,None,3:00,N,15308.0,1.10,2,
5,"Friday, Apr 7",ARI,Home,CLE,W,7.0,3.0,9.0,4-1,1.0,Tied,Miller,Tomlin,None,3:19,N,22443.0,1.00,3,
6,"Saturday, Apr 8",ARI,Home,CLE,W,11.0,2.0,9.0,5-1,1.0,Tied,Greinke,Bauer,None,3:15,N,28437.0,1.01,4,
7,"Sunday, Apr 9",ARI,Home,CLE,W,3.0,2.0,9.0,6-1,1.0,up 1.0,Corbin,Kluber,Rodney,3:02,D,30191.0,1.05,5,
8,"Monday, Apr 10",ARI,@,SFG,L,1.0,4.0,9.0,6-2,1.0,up 1.0,Moore,Walker,Melancon,2:38,D,42129.0,1.21,-1,
9,"Tuesday, Apr 11",ARI,@,SFG,W,4.0,3.0,9.0,7-2,1.0,up 1.0,Ray,Samardzija,Rodney,3:18,N,41562.0,1.21,1,
10,"Wednesday, Apr 12",ARI,@,SFG,L,2.0,6.0,9.0,7-3,1.0,up 1.0,Cain,Miller,None,3:21,N,41656.0,1.23,-1,
11,"Friday, Apr 14",ARI,@,LAD,L,1.0,7.0,9.0,7-4,1.0,up 0.5,Kershaw,Greinke,None,3:06,N,49438.0,1.24,-2,
12,"Saturday, Apr 15",ARI,@,LAD,L,4.0,8.0,9.0,7-5,2.0,0.5,Wood,Corbin,Jansen,3:03,N,48070.0,1.20,-3,
13,"Sunday, Apr 16",ARI,@,LAD,W,3.0,1.0,9.0,8-5,2.0,0.5,Walker,Hill,Rodney,3:22,D,39822.0,1.24,1,
14,"Monday, Apr 17",ARI,@,LAD,W,4.0,2.0,9.0,9-5,1.0,Tied,Hoover,Hatcher,Rodney,3:07,N,35448.0,1.25,2,
15,"Tuesday, Apr 18",ARI,@,SDP,W,11.0,2.0,9.0,10-5,1.0,Tied,Miller,Cosart,None,3:20,N,19869.0,1.24,3,
16,"Wednesday, Apr 19",ARI,@,SDP,L,0.0,1.0,9.0,10-6,1.0,Tied,Chacin,Greinke,Maurer,2:13,N,17089.0,1.27,-1,
17,"Thursday, Apr 20",ARI,@,SDP,L,1.0,4.0,9.0,10-7,2.0,0.5,Richard,Corbin,Maurer,2:24,N,17831.0,1.24,-2,
18,"Friday, Apr 21",ARI,Home,LAD,W,13.0,5.0,9.0,11-7,2.0,0.5,Bradley,Stripling,None,3:28,N,27018.0,1.27,1,
19,"Saturday, Apr 22",ARI,Home,LAD,W,11.0,5.0,9.0,12-7,2.0,0.5,Ray,Maeda,None,3:20,N,36294.0,1.32,2,
20,"Sunday, Apr 23",ARI,Home,LAD,L,2.0,6.0,9.0,12-8,2.0,1.5,McCarthy,Miller,None,2:54,D,28704.0,1.30,-1,
21,"Monday, Apr 24",ARI,Home,SDP,W,7.0,6.0,9.0,13-8,2.0,1.5,Greinke,Chacin,Rodney,3:05,N,14758.0,1.24,1,
22,"Tuesday, Apr 25",ARI,Home,SDP,W,9.0,3.0,9.0,14-8,2.0,0.5,Corbin,Richard,None,3:02,N,17531.0,1.28,2,
23,"Wednesday, Apr 26",ARI,Home,SDP,L,5.0,8.0,9.0,14-9,2.0,0.5,Buchter,Rodney,Maurer,3:14,N,12215.0,1.29,-1,
24,"Thursday, Apr 27",ARI,Home,SDP,W,6.0,2.0,9.0,15-9,1.0,up 0.5,Walker,Weaver,None,2:21,N,15452.0,1.30,1,
25,"Friday, Apr 28",ARI,Home,COL,L,1.0,3.0,9.0,15-10,2.0,0.5,Freeland,Ray,Holland,2:53,N,19300.0,1.50,-1,
26,"Saturday, Apr 29",ARI,Home,COL,L,6.0,7.0,9.0,15-11,2.0,1.5,Estevez,Rodney,Holland,3:38,N,30445.0,1.50,-2,
27,"Sunday, Apr 30",ARI,Home,COL,W-wo,2.0,0.0,13.0,16-11,2.0,0.5,Delgado,Lyles,None,4:02,D,23613.0,1.42,1,
28,"Tuesday, May 2",ARI,@,WSN,W,6.0,3.0,9.0,17-11,1.0,up 0.5,McFarland,Roark,Rodney,3:48,N,22826.0,1.18,2,
29,"Wednesday, May 3",ARI,@,WSN,L,1.0,2.0,9.0,17-12,2.0,0.5,Turner,Ray,None,2:52,N,23816.0,1.26,-1,
30,"Thursday, May 4",ARI,@,WSN,L,2.0,4.0,9.0,17-13,2.0,1.5,Scherzer,Shipley,Romero,3:18,D,29496.0,1.23,-2,
31,"Friday, May 5",ARI,@,COL,W,6.0,3.0,9.0,18-13,2.0,0.5,Greinke,Marquez,Rodney,2:56,N,30030.0,1.46,1,
32,"Saturday, May 6",ARI,@,COL,L,1.0,9.0,9.0,18-14,2.0,1.5,Anderson,Corbin,Rusin,3:04,N,36165.0,1.48,-1,
33,"Sunday, May 7",ARI,@,COL,L,2.0,5.0,9.0,18-15,2.0,2.5,Chatwood,Walker,Holland,2:35,D,39175.0,1.45,-2,
34,"Tuesday, May 9",ARI,Home,DET,L,3.0,7.0,9.0,18-16,3.0,3.0,Verlander,Ray,None,3:22,N,20445.0,1.08,-3,
35,"Wednesday, May 10",ARI,Home,DET,W,7.0,1.0,9.0,19-16,3.0,3.0,Godley,Boyd,None,2:37,N,18897.0,1.06,1,
36,"Thursday, May 11",ARI,Home,PIT,W,2.0,1.0,9.0,20-16,3.0,3.0,Greinke,Cole,Rodney,2:34,N,17527.0,1.13,2,
37,"Friday, May 12",ARI,Home,PIT,W,11.0,4.0,9.0,21-16,3.0,2.0,Corbin,Glasnow,None,2:57,N,21911.0,1.15,3,
38,"Saturday, May 13",ARI,Home,PIT,L,3.0,4.0,9.0,21-17,3.0,2.0,Williams,Walker,Watson,3:00,N,31673.0,1.20,-1,
39,"Sunday, May 14",ARI,Home,PIT,L,4.0,6.0,10.0,21-18,3.0,3.0,Watson,Wilhelmsen,None,4:08,D,34088.0,1.15,-2,
40,"Monday, May 15",ARI,Home,NYM,W,7.0,3.0,9.0,22-18,3.0,2.5,De La Rosa,Robles,None,3:02,N,15988.0,1.13,1,
41,"Tuesday, May 16",ARI,Home,NYM,W,5.0,4.0,9.0,23-18,2.0,2.5,Greinke,Milone,Rodney,2:52,N,17471.0,1.18,2,
42,"Wednesday, May 17",ARI,Home,NYM,W-wo,5.0,4.0,11.0,24-18,2.0,2.0,Wilhelmsen,Montero,None,3:30,D,19842.0,1.22,3,
43,"Friday, May 19",ARI,@,SDP,W,10.0,1.0,9.0,25-18,2.0,2.0,Walker,Weaver,Delgado,3:12,N,22187.0,1.22,4,
