,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Mar 31",CLE,@,OAK,W,2.0,0.0,9.0,1-0,1.0,Tied,Allen,Johnson,Axford,3:15,N,36067.0,.97,1,
2,"Wednesday, Apr 2 (1)",CLE,@,OAK,L,1.0,6.0,9.0,1-1,3.0,0.5,Kazmir,Kluber,None,3:05,D,15134.0,.97,-1,2014-04-01 (Rain)
3,"Wednesday, Apr 2 (2)",CLE,@,OAK,W,6.0,4.0,9.0,2-1,3.0,0.5,Allen,Johnson,Axford,3:33,N,12198.0,.96,1,
4,"Friday, Apr 4",CLE,Home,MIN,W,7.0,2.0,9.0,3-1,2.0,0.5,Outman,Pelfrey,None,3:01,N,41274.0,1.08,2,
5,"Saturday, Apr 5",CLE,Home,MIN,L,3.0,7.0,9.0,3-2,2.0,1.5,Gibson,Carrasco,None,2:50,D,14153.0,1.14,-1,
6,"Sunday, Apr 6",CLE,Home,MIN,L,7.0,10.0,9.0,3-3,2.0,1.5,Swarzak,Wood,Perkins,3:55,D,13104.0,1.12,-2,
7,"Tuesday, Apr 8",CLE,Home,SDP,W,8.0,6.0,9.0,4-3,2.0,0.5,Kluber,Ross,Axford,3:15,N,9029.0,.93,1,
8,"Wednesday, Apr 9 (1)",CLE,Home,SDP,W,2.0,0.0,9.0,5-3,2.0,1.0,McAllister,Stults,Axford,2:30,D,,.93,2,2014-04-07 (Rain)
9,"Wednesday, Apr 9 (2)",CLE,Home,SDP,L,1.0,2.0,9.0,5-4,2.0,1.0,Erlin,Bauer,Street,2:51,D,9930.0,.97,-1,
10,"Thursday, Apr 10",CLE,@,CHW,L,3.0,7.0,9.0,5-5,2.0,1.5,Danks,Salazar,None,2:52,N,11116.0,1.10,-2,
11,"Friday, Apr 11",CLE,@,CHW,L,6.0,9.0,9.0,5-6,3.0,1.5,Sale,Carrasco,None,3:28,N,13605.0,1.04,-3,
12,"Saturday, Apr 12",CLE,@,CHW,W,12.0,6.0,9.0,6-6,2.0,1.5,Outman,Belisario,None,3:28,D,27332.0,1.05,1,
13,"Sunday, Apr 13",CLE,@,CHW,L-wo,3.0,4.0,9.0,6-7,4.0,1.5,Lindstrom,Axford,None,3:18,D,14281.0,1.07,-1,
14,"Wednesday, Apr 16",CLE,@,DET,W,3.0,2.0,9.0,7-7,3.0,0.5,McAllister,Sanchez,Axford,3:23,N,23811.0,1.08,1,
15,"Thursday, Apr 17",CLE,@,DET,L,5.0,7.0,9.0,7-8,5.0,1.5,Verlander,Salazar,Nathan,3:38,D,25990.0,1.11,-1,
16,"Friday, Apr 18",CLE,Home,TOR,L,2.0,3.0,9.0,7-9,5.0,1.5,Delabar,Rzepczynski,Santos,3:15,N,16335.0,.91,-2,
17,"Saturday, Apr 19",CLE,Home,TOR,L,0.0,5.0,9.0,7-10,5.0,2.5,Buehrle,Kluber,None,2:42,D,15188.0,.88,-3,
18,"Sunday, Apr 20",CLE,Home,TOR,W,6.0,4.0,9.0,8-10,5.0,2.5,Outman,Loup,Axford,2:55,D,11716.0,.78,1,
19,"Monday, Apr 21",CLE,Home,KCR,W,4.0,3.0,9.0,9-10,5.0,1.5,McAllister,Guthrie,Axford,2:37,N,10789.0,1.01,2,
20,"Tuesday, Apr 22",CLE,Home,KCR,L,2.0,8.0,9.0,9-11,5.0,2.5,Shields,Salazar,None,3:34,N,8848.0,1.06,-1,
