,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 5",NYM,@,PHI,L,3.0,5.0,9.0,0-1,3.0,2.5,Brogdon,May,Alvarado,3:15,N,10782.0,1.09,-1,
2,"Tuesday, Apr 6",NYM,@,PHI,W,8.0,4.0,9.0,1-1,3.0,1.5,Stroman,Anderson,None,3:40,N,10752.0,1.08,1,
3,"Wednesday, Apr 7",NYM,@,PHI,L,2.0,8.0,9.0,1-2,2.0,2.5,Brogdon,Peterson,None,3:35,D,10807.0,1.14,-1,
4,"Thursday, Apr 8",NYM,Home,MIA,W-wo,3.0,2.0,9.0,2-2,2.0,2.0,Díaz,Bass,None,3:18,D,8492.0,1.00,1,
5,"Saturday, Apr 10",NYM,Home,MIA,L,0.0,3.0,9.0,2-3,3.0,1.5,Rogers,deGrom,Garcia,2:36,D,8419.0,1.10,-1,
6,"Sunday, Apr 11",NYM,Home,MIA,W-wo,6.0,5.0,9.0,3-3,2.0,1.5,Familia,Floro,None,4:05,D,8199.0,1.04,1,
7,"Tuesday, Apr 13 (1)",NYM,Home,PHI,W-wo,4.0,3.0,8.0,4-3,1.0,up 0.5,May,Neris,None,3:11,D,,1.24,2,
8,"Tuesday, Apr 13 (2)",NYM,Home,PHI,W,4.0,0.0,7.0,5-3,1.0,up 0.5,Stroman,Nola,None,2:30,N,7611.0,1.33,3,
9,"Wednesday, Apr 14",NYM,Home,PHI,W,5.0,1.0,9.0,6-3,1.0,up 1.5,Peterson,Wheeler,None,2:50,N,7520.0,1.25,4,
10,"Saturday, Apr 17 (1)",NYM,@,COL,W,4.0,3.0,7.0,7-3,1.0,up 1.5,deGrom,Bard,Díaz,2:27,D,,1.06,5,
11,"Saturday, Apr 17 (2)",NYM,@,COL,L,2.0,7.0,7.0,7-4,1.0,up 1.5,Marquez,Lucchesi,None,2:11,N,13906.0,1.11,-1,
12,"Sunday, Apr 18",NYM,@,COL,W,2.0,1.0,9.0,8-4,1.0,up 1.5,Stroman,Senzatela,Díaz,2:38,D,15082.0,1.05,1,
13,"Tuesday, Apr 20",NYM,@,CHC,L,1.0,3.0,9.0,8-5,1.0,up 2.0,Arrieta,Walker,Kimbrel,3:32,N,10137.0,1.16,-1,
14,"Wednesday, Apr 21",NYM,@,CHC,L,4.0,16.0,9.0,8-6,1.0,up 1.0,Mills,Peterson,None,3:27,N,10196.0,1.09,-2,
15,"Thursday, Apr 22",NYM,@,CHC,L-wo,3.0,4.0,10.0,8-7,1.0,up 0.5,Winkler,Díaz,None,3:41,N,10343.0,1.08,-3,
