,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Monday, Apr 3",COL,@,MIL,W,7.0,5.0,9.0,1-0,1.0,Tied,Estevez,Mariñez,Holland,3:26,D,43336.0,.96,1,
2,"Tuesday, Apr 4",COL,@,MIL,W,6.0,5.0,9.0,2-0,1.0,up 1.0,Anderson,Davies,Holland,3:34,N,21458.0,.99,2,
3,"Wednesday, Apr 5",COL,@,MIL,L,1.0,6.0,9.0,2-1,1.0,Tied,Peralta,Chatwood,Feliz,3:03,N,21824.0,1.03,-1,
4,"Thursday, Apr 6",COL,@,MIL,W,2.0,1.0,9.0,3-1,1.0,Tied,Dunn,Feliz,Holland,3:07,D,23828.0,1.01,1,
5,"Friday, Apr 7",COL,Home,LAD,W,2.0,1.0,9.0,4-1,1.0,Tied,Freeland,Ryu,McGee,3:00,D,49169.0,1.24,2,
6,"Saturday, Apr 8",COL,Home,LAD,W,4.0,2.0,9.0,5-1,1.0,Tied,Dunn,Kershaw,Holland,2:59,N,48012.0,1.23,3,
7,"Sunday, Apr 9",COL,Home,LAD,L,6.0,10.0,9.0,5-2,2.0,1.0,Maeda,Anderson,None,3:49,D,33529.0,1.24,-1,
8,"Monday, Apr 10",COL,Home,SDP,L,3.0,5.0,9.0,5-3,2.0,1.0,Diaz,Chatwood,None,2:53,N,20504.0,1.17,-2,
9,"Tuesday, Apr 11",COL,Home,SDP,W,3.0,2.0,9.0,6-3,2.0,1.0,Senzatela,Diaz,Holland,2:24,N,20664.0,1.16,1,
10,"Wednesday, Apr 12",COL,Home,SDP,L,0.0,6.0,9.0,6-4,2.0,1.0,Lee,Freeland,None,2:49,D,20968.0,1.17,-1,
11,"Thursday, Apr 13",COL,@,SFG,W,3.0,1.0,9.0,7-4,2.0,0.5,Rusin,Bumgarner,Holland,2:50,N,41915.0,1.16,1,
12,"Friday, Apr 14",COL,@,SFG,L,2.0,8.0,9.0,7-5,2.0,0.5,Cueto,Anderson,None,2:49,N,42738.0,1.18,-1,
13,"Saturday, Apr 15",COL,@,SFG,W,5.0,0.0,9.0,8-5,1.0,up 0.5,Chatwood,Moore,None,2:26,D,42371.0,1.19,1,
14,"Sunday, Apr 16",COL,@,SFG,W,4.0,3.0,9.0,9-5,1.0,up 0.5,Senzatela,Samardzija,Holland,2:46,D,41455.0,1.20,2,
15,"Tuesday, Apr 18",COL,@,LAD,W,4.0,3.0,9.0,10-5,1.0,Tied,Rusin,Ryu,Holland,3:17,N,37960.0,1.32,3,
16,"Wednesday, Apr 19",COL,@,LAD,L,2.0,4.0,9.0,10-6,1.0,Tied,Kershaw,Anderson,Jansen,2:55,N,45474.0,1.33,-1,
