,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Sunday, Apr 2",SFG,@,ARI,L-wo,5.0,6.0,9.0,0-1,5.0,1.0,Rodney,Melancon,None,3:23,D,49016.0,1.06,-1,
2,"Tuesday, Apr 4",SFG,@,ARI,W,8.0,4.0,9.0,1-1,2.0,1.0,Cueto,Corbin,None,3:26,N,19378.0,1.01,1,
3,"Wednesday, Apr 5",SFG,@,ARI,L,6.0,8.0,9.0,1-2,4.0,1.0,Walker,Moore,Rodney,3:15,N,14675.0,1.05,-1,
4,"Thursday, Apr 6",SFG,@,ARI,L,3.0,9.0,9.0,1-3,4.0,2.0,De La Rosa,Samardzija,None,3:00,N,15308.0,1.05,-2,
5,"Friday, Apr 7",SFG,@,SDP,L,6.0,7.0,9.0,1-4,5.0,3.0,Torres,Kontos,Maurer,2:58,D,43441.0,.95,-3,
6,"Saturday, Apr 8",SFG,@,SDP,L,1.0,2.0,9.0,1-5,5.0,4.0,Chacin,Bumgarner,Buchter,2:24,N,42397.0,.85,-4,
7,"Sunday, Apr 9",SFG,@,SDP,W,5.0,3.0,9.0,2-5,5.0,4.0,Cueto,Richard,Melancon,2:57,D,40537.0,.83,1,
8,"Monday, Apr 10",SFG,Home,ARI,W,4.0,1.0,9.0,3-5,5.0,3.0,Moore,Walker,Melancon,2:38,D,42129.0,.91,2,
9,"Tuesday, Apr 11",SFG,Home,ARI,L,3.0,4.0,9.0,3-6,5.0,4.0,Ray,Samardzija,Rodney,3:18,N,41562.0,.97,-1,
10,"Wednesday, Apr 12",SFG,Home,ARI,W,6.0,2.0,9.0,4-6,5.0,3.0,Cain,Miller,None,3:21,N,41656.0,.91,1,
11,"Thursday, Apr 13",SFG,Home,COL,L,1.0,3.0,9.0,4-7,5.0,3.5,Rusin,Bumgarner,Holland,2:50,N,41915.0,.94,-1,
12,"Friday, Apr 14",SFG,Home,COL,W,8.0,2.0,9.0,5-7,5.0,2.5,Cueto,Anderson,None,2:49,N,42738.0,.90,1,
13,"Saturday, Apr 15",SFG,Home,COL,L,0.0,5.0,9.0,5-8,5.0,3.0,Chatwood,Moore,None,2:26,D,42371.0,.97,-1,
14,"Sunday, Apr 16",SFG,Home,COL,L,3.0,4.0,9.0,5-9,5.0,4.0,Senzatela,Samardzija,Holland,2:46,D,41455.0,.91,-2,
15,"Tuesday, Apr 18",SFG,@,KCR,W,2.0,1.0,11.0,6-9,4.0,4.0,Law,Alexander,Melancon,3:37,N,20863.0,.73,1,
16,"Wednesday, Apr 19",SFG,@,KCR,L,0.0,2.0,9.0,6-10,4.0,4.0,Vargas,Bumgarner,Herrera,2:28,N,24402.0,.77,-1,
17,"Friday, Apr 21",SFG,@,COL,L,5.0,6.0,9.0,6-11,5.0,5.0,Chatwood,Cueto,Holland,2:59,N,27663.0,.86,-2,
18,"Saturday, Apr 22",SFG,@,COL,L,3.0,12.0,9.0,6-12,5.0,6.0,Senzatela,Moore,None,3:01,N,39239.0,.82,-3,
19,"Sunday, Apr 23",SFG,@,COL,L,0.0,8.0,9.0,6-13,5.0,7.0,Freeland,Samardzija,None,2:46,D,42011.0,.77,-4,
20,"Monday, Apr 24",SFG,Home,LAD,W,2.0,1.0,9.0,7-13,5.0,7.0,Cain,Ryu,Melancon,2:57,N,41399.0,.63,1,
21,"Tuesday, Apr 25",SFG,Home,LAD,L,1.0,2.0,9.0,7-14,5.0,7.0,Kershaw,Blach,Jansen,2:59,N,41329.0,.69,-1,
22,"Wednesday, Apr 26",SFG,Home,LAD,W-wo,4.0,3.0,10.0,8-14,5.0,6.0,Law,Stripling,None,3:11,N,41573.0,.62,1,
23,"Thursday, Apr 27",SFG,Home,LAD,L,1.0,5.0,10.0,8-15,5.0,6.5,Jansen,Gearrin,None,3:28,D,41580.0,.70,-1,
24,"Friday, Apr 28",SFG,Home,SDP,W,4.0,3.0,9.0,9-15,4.0,6.0,Law,Buchter,Melancon,2:26,N,41436.0,.61,1,
25,"Saturday, Apr 29",SFG,Home,SDP,L,4.0,12.0,9.0,9-16,5.0,7.0,Chacin,Stratton,None,3:32,N,42862.0,.69,-1,
26,"Sunday, Apr 30",SFG,Home,SDP,L,2.0,5.0,12.0,9-17,5.0,7.0,Buchter,Kontos,Torres,3:23,D,41989.0,.61,-2,
27,"Monday, May 1",SFG,@,LAD,W,4.0,3.0,9.0,10-17,5.0,6.5,Cueto,Kershaw,Law,2:52,N,44606.0,.56,1,
28,"Tuesday, May 2",SFG,@,LAD,L,5.0,13.0,9.0,10-18,5.0,7.0,Wood,Moore,None,3:23,N,43471.0,.65,-1,
29,"Wednesday, May 3",SFG,@,LAD,W,4.0,1.0,11.0,11-18,5.0,6.5,Okert,Dayton,Melancon,3:50,N,50215.0,.59,1,
30,"Friday, May 5",SFG,@,CIN,L,3.0,13.0,9.0,11-19,5.0,7.0,Arroyo,Cain,None,3:15,N,22724.0,.58,-1,
31,"Saturday, May 6",SFG,@,CIN,L,2.0,14.0,9.0,11-20,5.0,8.0,Garrett,Blach,Stephenson,2:46,N,20213.0,.53,-2,
32,"Sunday, May 7",SFG,@,CIN,L,0.0,4.0,9.0,11-21,5.0,9.0,Feldman,Cueto,None,2:28,D,21142.0,.50,-3,
33,"Monday, May 8",SFG,@,NYM,L-wo,3.0,4.0,9.0,11-22,5.0,9.5,Familia,Osich,None,3:22,N,28453.0,.44,-4,
34,"Tuesday, May 9",SFG,@,NYM,L,1.0,6.0,9.0,11-23,5.0,10.0,Wheeler,Samardzija,None,2:38,N,29030.0,.38,-5,
35,"Wednesday, May 10",SFG,@,NYM,W,6.0,5.0,9.0,12-23,5.0,10.0,Morris,Familia,Law,3:33,D,31066.0,.34,1,
36,"Thursday, May 11",SFG,Home,CIN,L,2.0,3.0,9.0,12-24,5.0,11.0,Peralta,Strickland,Iglesias,2:36,N,41193.0,.38,-1,
37,"Friday, May 12",SFG,Home,CIN,W-wo,3.0,2.0,17.0,13-24,5.0,10.0,Gearrin,Stephenson,None,5:28,N,41325.0,.32,1,
38,"Saturday, May 13",SFG,Home,CIN,W,3.0,1.0,9.0,14-24,4.0,9.0,Moore,Bonilla,Law,2:33,D,41269.0,.36,2,
39,"Sunday, May 14",SFG,Home,CIN,W,8.0,3.0,9.0,15-24,4.0,9.0,Samardzija,Adleman,None,2:55,D,42122.0,.40,3,
40,"Monday, May 15",SFG,Home,LAD,W,8.0,4.0,9.0,16-24,4.0,8.5,Cain,McCarthy,None,3:09,N,41397.0,.51,4,
41,"Tuesday, May 16",SFG,Home,LAD,W,2.0,1.0,9.0,17-24,4.0,8.5,Blach,Avilan,Law,2:47,N,41366.0,.57,5,
42,"Wednesday, May 17",SFG,Home,LAD,L,1.0,6.0,9.0,17-25,4.0,9.0,Kershaw,Cueto,None,2:37,D,41588.0,.62,-1,
43,"Friday, May 19",SFG,@,STL,W,6.0,5.0,9.0,18-25,4.0,9.0,Morris,Oh,Melancon,3:15,N,44548.0,.48,1,
44,"Saturday, May 20",SFG,@,STL,W,3.0,1.0,13.0,19-25,4.0,8.0,Strickland,Siegrist,Melancon,3:42,N,45072.0,.51,2,
45,"Sunday, May 21",SFG,@,STL,L,3.0,8.0,9.0,19-26,4.0,9.0,Wainwright,Cain,None,2:53,D,47533.0,.57,-1,
46,"Monday, May 22",SFG,@,CHC,W,6.0,4.0,9.0,20-26,4.0,9.0,Blach,Lackey,Melancon,2:59,N,36204.0,.51,1,
47,"Tuesday, May 23",SFG,@,CHC,L,1.0,4.0,9.0,20-27,4.0,10.0,Lester,Cueto,None,2:05,N,32905.0,.57,-1,
48,"Wednesday, May 24",SFG,@,CHC,L,4.0,5.0,9.0,20-28,4.0,11.0,Hendricks,Moore,Davis,3:05,N,35617.0,.47,-2,
49,"Thursday, May 25",SFG,@,CHC,L,1.0,5.0,9.0,20-29,4.0,11.0,Butler,Samardzija,Montgomery,2:33,D,37513.0,.42,-3,
