,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Tuesday, Apr 1",NYY,@,HOU,L,2.0,6.0,9.0,0-1,4.0,1.0,Feldman,Sabathia,None,2:51,N,42117.0,.98,-1,
2,"Wednesday, Apr 2",NYY,@,HOU,L,1.0,3.0,9.0,0-2,5.0,1.5,Cosart,Kuroda,Fields,3:18,N,23145.0,.89,-2,
3,"Thursday, Apr 3",NYY,@,HOU,W,4.0,2.0,9.0,1-2,4.0,1.0,Nova,Oberholtzer,Robertson,3:17,N,26348.0,.90,1,
4,"Friday, Apr 4",NYY,@,TOR,W,7.0,3.0,9.0,2-2,2.0,0.5,Tanaka,McGowan,None,3:26,N,48197.0,1.06,2,
5,"Saturday, Apr 5",NYY,@,TOR,L,0.0,4.0,9.0,2-3,3.0,1.5,Dickey,Pineda,Santos,2:45,D,45446.0,1.08,-1,
6,"Sunday, Apr 6",NYY,@,TOR,W,6.0,4.0,9.0,3-3,2.0,0.5,Sabathia,Hutchison,Robertson,2:57,D,34067.0,1.08,1,
7,"Monday, Apr 7",NYY,Home,BAL,W,4.0,2.0,9.0,4-3,1.0,up 0.5,Kuroda,Jimenez,Kelley,3:05,D,48142.0,1.14,2,
8,"Tuesday, Apr 8",NYY,Home,BAL,L,5.0,14.0,9.0,4-4,2.0,0.5,Chen,Nova,None,3:28,D,35864.0,1.21,-1,
9,"Wednesday, Apr 9",NYY,Home,BAL,L,4.0,5.0,9.0,4-5,3.0,1.0,Matusz,Kelley,Hunter,3:06,N,39412.0,1.07,-2,
10,"Thursday, Apr 10",NYY,Home,BOS,W,4.0,1.0,9.0,5-5,1.0,Tied,Pineda,Buchholz,Phelps,2:55,N,42821.0,1.09,1,
11,"Friday, Apr 11",NYY,Home,BOS,L,2.0,4.0,9.0,5-6,3.0,1.0,Lester,Sabathia,Mujica,3:01,N,44121.0,1.12,-1,
12,"Saturday, Apr 12",NYY,Home,BOS,W,7.0,4.0,9.0,6-6,2.0,1.0,Kuroda,Lackey,Kelley,3:07,D,48572.0,1.02,1,
