,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Friday, Mar 30",DET,Home,PIT,L,10.0,13.0,13.0,0-1,2.0,1.0,Brault,Wilson,None,5:27,D,42516.0,.94,-1,2018-03-29 (Rain)
2,"Sunday, Apr 1 (1)",DET,Home,PIT,L,0.0,1.0,9.0,0-2,5.0,2.5,Williams,Fulmer,Vazquez,2:30,D,14858.0,.85,-2,2018-03-31 (Rain)
3,"Sunday, Apr 1 (2)",DET,Home,PIT,L,6.0,8.0,9.0,0-3,5.0,2.5,Kuhl,Farmer,Vazquez,3:14,N,18438.0,.83,-3,
4,"Monday, Apr 2",DET,Home,KCR,W,6.0,1.0,9.0,1-3,4.0,1.5,Liriano,Hammel,None,2:46,D,15476.0,.89,1,
5,"Tuesday, Apr 3",DET,Home,KCR,L,0.0,1.0,9.0,1-4,5.0,1.5,Junis,Boyd,Herrera,2:17,D,15083.0,.93,-1,
6,"Thursday, Apr 5",DET,@,CHW,W,9.0,7.0,10.0,2-4,3.0,2.0,Jimenez,Infante,Greene,4:03,D,33318.0,.96,1,
7,"Saturday, Apr 7",DET,@,CHW,W,6.0,1.0,9.0,3-4,2.0,1.0,Fulmer,Giolito,None,3:39,D,16625.0,.96,2,
8,"Sunday, Apr 8",DET,@,CHW,W,1.0,0.0,9.0,4-4,2.0,0.5,Fiers,Lopez,Greene,2:38,D,11131.0,1.06,3,
9,"Monday, Apr 9",DET,@,CLE,L,0.0,2.0,9.0,4-5,3.0,0.5,Kluber,Liriano,Miller,2:39,N,9843.0,1.14,-1,
10,"Tuesday, Apr 10",DET,@,CLE,L,1.0,2.0,9.0,4-6,3.0,1.5,Miller,Wilson,Allen,2:47,N,10078.0,1.04,-2,
11,"Wednesday, Apr 11",DET,@,CLE,L,1.0,5.0,9.0,4-7,3.0,2.5,Carrasco,Norris,None,2:44,N,10872.0,1.04,-3,
12,"Thursday, Apr 12",DET,@,CLE,L,3.0,9.0,9.0,4-8,3.0,3.5,Bauer,Fulmer,None,2:58,N,12901.0,.98,-4,
13,"Friday, Apr 13",DET,Home,NYY,L,6.0,8.0,9.0,4-9,4.0,4.0,Montgomery,Fiers,Chapman,3:28,N,21363.0,.81,-5,
14,"Tuesday, Apr 17",DET,Home,BAL,W,4.0,2.0,9.0,5-9,3.0,3.5,Liriano,Cashner,Greene,2:44,N,15530.0,.75,1,
15,"Wednesday, Apr 18",DET,Home,BAL,W-wo,6.0,5.0,9.0,6-9,3.0,3.0,Greene,Araujo,None,2:46,D,15178.0,.80,2,
16,"Thursday, Apr 19",DET,Home,BAL,W,13.0,8.0,9.0,7-9,3.0,2.5,Zimmermann,Cobb,None,3:11,D,15916.0,.83,3,
17,"Friday, Apr 20 (1)",DET,Home,KCR,W-wo,3.0,2.0,10.0,8-9,3.0,2.0,Jimenez,Keller,None,2:46,D,15406.0,.98,4,2018-04-04 (Rain)
18,"Friday, Apr 20 (2)",DET,Home,KCR,L,2.0,3.0,9.0,8-10,3.0,2.0,Junis,Greene,Herrera,2:34,N,17194.0,1.00,-1,
19,"Saturday, Apr 21",DET,Home,KCR,W,12.0,4.0,9.0,9-10,3.0,1.5,Fiers,Duffy,Saupold,3:04,D,19302.0,.96,1,
20,"Sunday, Apr 22",DET,Home,KCR,L,5.0,8.0,9.0,9-11,3.0,2.5,McCarthy,VerHagen,Herrera,3:09,D,19034.0,1.01,-1,
