,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Apr 7",MIL,@,CHC,L,4.0,5.0,9.0,0-1,4.0,1.0,Givens,Ashby,Robertson,3:18,D,35112.0,.99,-1,
2,"Saturday, Apr 9",MIL,@,CHC,L,0.0,9.0,9.0,0-2,4.0,2.0,Steele,Woodruff,None,3:28,D,30369.0,.99,-2,
3,"Sunday, Apr 10",MIL,@,CHC,W,5.0,4.0,9.0,1-2,4.0,1.0,Cousins,Norris,Hader,3:03,D,32858.0,.93,1,
4,"Monday, Apr 11",MIL,@,BAL,L,0.0,2.0,9.0,1-3,5.0,1.5,Baumann,Houser,Lopez,3:24,D,44461.0,.89,-1,
5,"Tuesday, Apr 12",MIL,@,BAL,W,5.0,4.0,9.0,2-3,3.0,1.5,Milner,Bautista,Hader,3:38,N,11814.0,.87,1,
6,"Wednesday, Apr 13",MIL,@,BAL,W,4.0,2.0,9.0,3-3,3.0,1.0,Boxberger,Lopez,Hader,3:04,N,12704.0,.89,2,
7,"Thursday, Apr 14",MIL,Home,STL,W,5.0,1.0,9.0,4-3,2.0,0.5,Woodruff,Wainwright,None,3:04,D,42794.0,1.06,3,
8,"Friday, Apr 15",MIL,Home,STL,L,1.0,10.0,9.0,4-4,3.0,1.0,Mikolas,Peralta,None,3:10,N,26874.0,1.06,-1,
9,"Saturday, Apr 16",MIL,Home,STL,L,1.0,2.0,9.0,4-5,4.0,2.0,Matz,Houser,Gallegos,2:55,N,26356.0,1.01,-2,
10,"Sunday, Apr 17",MIL,Home,STL,W,6.0,5.0,9.0,5-5,4.0,1.0,Cousins,Hudson,Hader,3:51,D,23001.0,1.03,1,
11,"Monday, Apr 18",MIL,Home,PIT,W,6.0,1.0,9.0,6-5,3.0,0.5,Lauer,Thompson,None,2:44,N,21512.0,1.01,2,
12,"Tuesday, Apr 19",MIL,Home,PIT,W,5.0,2.0,9.0,7-5,2.0,0.5,Burnes,Brubaker,Hader,2:29,N,22747.0,1.10,3,
13,"Wednesday, Apr 20",MIL,Home,PIT,W,4.0,2.0,9.0,8-5,2.0,0.5,Woodruff,Keller,Hader,2:55,D,20790.0,1.11,4,
14,"Friday, Apr 22",MIL,@,PHI,L,2.0,4.0,9.0,8-6,2.0,1.0,Nelson,Ashby,Knebel,3:20,N,29285.0,1.07,-1,
15,"Saturday, Apr 23",MIL,@,PHI,W,5.0,3.0,9.0,9-6,2.0,1.0,Houser,Wheeler,Hader,2:57,D,30612.0,1.07,1,
