,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Friday, Apr 2",BOS,Home,BAL,L,0.0,3.0,9.0,0-1,4.0,1.5,Means,Eovaldi,Valdez,3:10,D,4452.0,1.06,-1,
2,"Saturday, Apr 3",BOS,Home,BAL,L,2.0,4.0,9.0,0-2,5.0,2.0,Plutko,Houck,Valdez,2:51,D,4571.0,.99,-2,
3,"Sunday, Apr 4",BOS,Home,BAL,L,3.0,11.0,9.0,0-3,5.0,3.0,Zimmermann,Richards,None,3:28,D,4458.0,.92,-3,
4,"Monday, Apr 5",BOS,Home,TBR,W,11.0,2.0,9.0,1-3,5.0,2.0,Pivetta,Wacha,None,3:26,N,4577.0,.87,1,
5,"Tuesday, Apr 6",BOS,Home,TBR,W-wo,6.0,5.0,12.0,2-3,4.0,1.0,Valdez,Thompson,None,4:25,N,4682.0,.93,2,
6,"Wednesday, Apr 7",BOS,Home,TBR,W,9.0,2.0,9.0,3-3,2.0,1.0,Eovaldi,Yarbrough,None,2:51,D,4751.0,.97,3,
7,"Thursday, Apr 8",BOS,@,BAL,W,7.0,3.0,9.0,4-3,1.0,Tied,Rodriguez,Harvey,None,3:08,D,10150.0,1.11,4,
8,"Saturday, Apr 10",BOS,@,BAL,W,6.0,4.0,10.0,5-3,1.0,up 1.0,Barnes,Tate,Andriese,3:34,N,9307.0,1.16,5,
9,"Sunday, Apr 11",BOS,@,BAL,W,14.0,9.0,9.0,6-3,1.0,up 2.0,Pivetta,Lopez,None,3:46,D,8171.0,1.20,6,
10,"Tuesday, Apr 13",BOS,@,MIN,W,4.0,2.0,9.0,7-3,1.0,up 2.5,Ottavino,Dobnak,Barnes,3:17,D,6724.0,1.08,7,
11,"Wednesday, Apr 14 (1)",BOS,@,MIN,W,3.0,2.0,7.0,8-3,1.0,up 3.0,Eovaldi,Maeda,Barnes,2:40,D,,1.11,8,
12,"Wednesday, Apr 14 (2)",BOS,@,MIN,W,7.0,1.0,7.0,9-3,1.0,up 3.0,Rodriguez,Berrios,None,2:31,N,7074.0,1.15,9,
13,"Thursday, Apr 15",BOS,@,MIN,L-wo,3.0,4.0,9.0,9-4,1.0,up 3.0,Colome,Ottavino,None,3:25,D,7925.0,1.21,-1,
14,"Saturday, Apr 17",BOS,Home,CHW,W,7.0,4.0,9.0,10-4,1.0,up 3.5,Ottavino,Heuer,None,3:36,D,4668.0,1.23,1,
15,"Sunday, Apr 18 (1)",BOS,Home,CHW,L,2.0,3.0,7.0,10-5,1.0,up 2.0,Keuchel,Houck,Hendriks,2:04,D,4679.0,1.21,-1,
16,"Sunday, Apr 18 (2)",BOS,Home,CHW,L,1.0,5.0,7.0,10-6,1.0,up 2.0,Foster,Perez,None,2:24,N,4601.0,1.22,-2,
17,"Monday, Apr 19",BOS,Home,CHW,W,11.0,4.0,9.0,11-6,1.0,up 2.0,Eovaldi,Giolito,None,3:15,D,4738.0,1.15,1,
18,"Tuesday, Apr 20",BOS,Home,TOR,W,4.0,2.0,9.0,12-6,1.0,up 2.0,Rodriguez,Ryu,Barnes,2:42,N,4728.0,1.36,2,
19,"Wednesday, Apr 21",BOS,Home,TOR,L,3.0,6.0,9.0,12-7,1.0,up 2.0,Borucki,Richards,Castro,3:45,N,4661.0,1.38,-1,
20,"Thursday, Apr 22",BOS,Home,SEA,L,3.0,7.0,10.0,12-8,1.0,up 1.5,Montero,Hernandez,None,3:28,N,4617.0,1.23,-2,
21,"Friday, Apr 23",BOS,Home,SEA,W,6.0,5.0,9.0,13-8,1.0,up 2.5,Sawamura,Kikuchi,None,3:28,N,4646.0,1.21,1,
22,"Saturday, Apr 24",BOS,Home,SEA,L,2.0,8.0,9.0,13-9,1.0,up 1.5,Flexen,Eovaldi,None,3:05,D,4621.0,1.24,-1,
23,"Sunday, Apr 25",BOS,Home,SEA,W,5.0,3.0,9.0,14-9,1.0,up 2.5,Rodriguez,Margevicius,Barnes,2:44,D,4510.0,1.21,1,
24,"Tuesday, Apr 27",BOS,@,NYM,W,2.0,1.0,9.0,15-9,1.0,up 3.0,Richards,Peterson,Barnes,2:38,N,7917.0,1.17,2,
25,"Wednesday, Apr 28",BOS,@,NYM,W,1.0,0.0,9.0,16-9,1.0,up 3.0,Pivetta,deGrom,Barnes,2:56,N,8051.0,1.18,3,
26,"Thursday, Apr 29",BOS,@,TEX,L,1.0,4.0,9.0,16-10,1.0,up 3.0,Gibson,Perez,Kennedy,2:49,N,23640.0,1.28,-1,
27,"Friday, Apr 30",BOS,@,TEX,W,6.0,1.0,9.0,17-10,1.0,up 3.5,Eovaldi,Arihara,None,2:45,N,28267.0,1.28,1,
28,"Saturday, May 1",BOS,@,TEX,L,6.0,8.0,9.0,17-11,1.0,up 2.5,Sborz,Andriese,Kennedy,3:19,N,35129.0,1.25,-1,
29,"Sunday, May 2",BOS,@,TEX,L,3.0,5.0,9.0,17-12,1.0,up 1.5,Sborz,Ottavino,Kennedy,2:57,D,29190.0,1.26,-2,
