,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Apr 1",COL,Home,LAD,W,8.0,5.0,9.0,1-0,1.0,Tied,Gonzalez,Kershaw,Bard,3:46,D,20570.0,1.03,1,
2,"Friday, Apr 2",COL,Home,LAD,L,6.0,11.0,9.0,1-1,2.0,1.0,Bauer,Senzatela,None,3:19,N,20363.0,1.08,-1,
3,"Saturday, Apr 3",COL,Home,LAD,L,5.0,6.0,9.0,1-2,3.0,2.0,Treinen,Givens,Jansen,3:35,N,20688.0,1.04,-2,
4,"Sunday, Apr 4",COL,Home,LAD,L,2.0,4.0,9.0,1-3,4.0,2.0,Urias,Gomber,Knebel,2:51,D,20368.0,1.07,-3,
5,"Tuesday, Apr 6",COL,Home,ARI,L,8.0,10.0,13.0,1-4,5.0,3.5,Peacock,Bowden,None,4:29,N,10240.0,.90,-4,
6,"Wednesday, Apr 7",COL,Home,ARI,W,8.0,0.0,9.0,2-4,4.0,2.5,Senzatela,Bumgarner,None,2:57,N,12894.0,.83,1,
7,"Thursday, Apr 8",COL,Home,ARI,W,7.0,3.0,9.0,3-4,4.0,2.0,Gray,Kelly,Bard,2:51,D,10836.0,.95,2,
8,"Friday, Apr 9",COL,@,SFG,L,1.0,3.0,9.0,3-5,4.0,3.0,Cueto,Gomber,McGee,2:54,D,7390.0,1.00,-1,
9,"Saturday, Apr 10",COL,@,SFG,L,3.0,4.0,9.0,3-6,4.0,4.0,Baragar,Bowden,McGee,3:13,D,6176.0,.93,-2,
10,"Sunday, Apr 11",COL,@,SFG,L,0.0,4.0,9.0,3-7,5.0,5.0,DeSclafani,Marquez,None,3:00,D,6560.0,.86,-3,
11,"Tuesday, Apr 13",COL,@,LAD,L,0.0,7.0,9.0,3-8,5.0,6.0,Bauer,Senzatela,None,3:08,N,15021.0,.80,-4,
12,"Wednesday, Apr 14",COL,@,LAD,L,2.0,4.0,9.0,3-9,5.0,7.0,Knebel,Gray,Jansen,3:36,N,15093.0,.74,-5,
13,"Thursday, Apr 15",COL,@,LAD,L,5.0,7.0,9.0,3-10,5.0,8.0,Nelson,Almonte,Price,3:01,N,15129.0,.70,-6,
14,"Saturday, Apr 17 (1)",COL,Home,NYM,L,3.0,4.0,7.0,3-11,5.0,9.0,deGrom,Bard,Díaz,2:27,D,,.52,-7,
15,"Saturday, Apr 17 (2)",COL,Home,NYM,W,7.0,2.0,7.0,4-11,5.0,9.0,Marquez,Lucchesi,None,2:11,N,13906.0,.47,1,
16,"Sunday, Apr 18",COL,Home,NYM,L,1.0,2.0,9.0,4-12,5.0,9.0,Stroman,Senzatela,Díaz,2:38,D,15082.0,.50,-1,
17,"Tuesday, Apr 20",COL,Home,HOU,W,6.0,2.0,9.0,5-12,5.0,8.5,Gray,Garcia,None,3:08,N,10144.0,.45,1,
18,"Wednesday, Apr 21",COL,Home,HOU,W,6.0,3.0,9.0,6-12,5.0,8.0,Gomber,Urquidy,None,2:34,D,7120.0,.48,2,
19,"Friday, Apr 23",COL,Home,PHI,W-wo,5.0,4.0,9.0,7-12,5.0,6.5,Givens,Neris,None,3:22,N,14025.0,.56,3,
20,"Saturday, Apr 24",COL,Home,PHI,L,5.0,7.0,9.0,7-13,5.0,7.5,Nola,Chacin,Neris,3:11,N,20214.0,.60,-1,
21,"Sunday, Apr 25",COL,Home,PHI,W,12.0,2.0,9.0,8-13,5.0,6.5,Gray,Anderson,None,3:16,D,20244.0,.53,1,
22,"Monday, Apr 26",COL,@,SFG,L,0.0,12.0,9.0,8-14,5.0,6.5,DeSclafani,Gomber,None,2:27,N,4129.0,.66,-1,
23,"Tuesday, Apr 27",COL,@,SFG,W,7.0,5.0,10.0,9-14,5.0,5.5,Bard,Santos,Estevez,3:30,N,5595.0,.62,1,
24,"Wednesday, Apr 28",COL,@,SFG,L,3.0,7.0,9.0,9-15,5.0,6.5,Wood,Marquez,None,3:20,N,6163.0,.69,-1,
25,"Thursday, Apr 29",COL,@,ARI,L,3.0,5.0,9.0,9-16,5.0,7.0,Smith,Stephenson,Crichton,3:01,N,6843.0,.58,-2,
26,"Friday, Apr 30",COL,@,ARI,L,2.0,7.0,9.0,9-17,5.0,7.0,Bumgarner,Gray,None,2:58,N,13184.0,.55,-3,
27,"Saturday, May 1",COL,@,ARI,W,14.0,6.0,9.0,10-17,5.0,6.0,Gomber,Gallen,None,3:41,N,15734.0,.52,1,
28,"Sunday, May 2",COL,@,ARI,L,4.0,8.0,9.0,10-18,5.0,7.0,Devenski,Bard,None,3:29,D,11395.0,.58,-1,
29,"Tuesday, May 4 (1)",COL,Home,SFG,L,4.0,12.0,7.0,10-19,5.0,7.0,Wisler,Marquez,None,2:38,D,,.53,-2,
30,"Tuesday, May 4 (2)",COL,Home,SFG,W-wo,8.0,6.0,7.0,11-19,5.0,7.0,Bowden,Doval,None,3:04,N,10213.0,.45,1,
31,"Wednesday, May 5",COL,Home,SFG,W,6.0,5.0,9.0,12-19,5.0,6.0,Gray,Webb,Bard,3:08,D,9521.0,.55,2,
32,"Friday, May 7",COL,@,STL,L,0.0,5.0,9.0,12-20,5.0,7.0,Flaherty,Gomber,None,2:42,N,13435.0,.56,-1,
33,"Saturday, May 8",COL,@,STL,L,8.0,9.0,9.0,12-21,5.0,8.0,Martinez,Gonzalez,Reyes,3:39,D,13390.0,.51,-2,
34,"Sunday, May 9",COL,@,STL,L,0.0,2.0,9.0,12-22,5.0,8.0,Wainwright,Marquez,Helsley,2:48,D,13380.0,.47,-3,
35,"Tuesday, May 11",COL,Home,SDP,L,1.0,8.0,9.0,12-23,5.0,9.5,Diaz,Senzatela,None,3:04,N,8825.0,.44,-4,
36,"Wednesday, May 12 (1)",COL,Home,SDP,L,3.0,5.0,7.0,12-24,5.0,9.5,Pagan,Gray,Melancon,3:09,D,,.34,-5,
37,"Wednesday, May 12 (2)",COL,Home,SDP,W-wo,3.0,2.0,8.0,13-24,5.0,9.5,Almonte,Ramirez,None,2:55,N,11968.0,.29,1,
38,"Thursday, May 13",COL,Home,CIN,W,13.0,8.0,9.0,14-24,5.0,9.5,Gonzalez,Castillo,None,3:36,N,13647.0,.34,2,
39,"Friday, May 14",COL,Home,CIN,W,9.0,6.0,9.0,15-24,5.0,8.5,Marquez,Miley,Bard,3:20,N,20232.0,.36,3,
40,"Saturday, May 15",COL,Home,CIN,L,5.0,6.0,12.0,15-25,5.0,8.5,Sims,Santos,Hembree,4:10,N,20136.0,.41,-1,
41,"Sunday, May 16",COL,Home,CIN,L,6.0,7.0,9.0,15-26,5.0,9.5,Doolittle,Givens,Antone,3:56,D,15541.0,.32,-2,
42,"Monday, May 17",COL,@,SDP,L,0.0,7.0,9.0,15-27,5.0,10.5,Darvish,Gray,None,2:55,N,15250.0,.34,-3,
43,"Tuesday, May 18",COL,@,SDP,L-wo,1.0,2.0,10.0,15-28,5.0,11.5,Johnson,Bard,None,3:40,N,15250.0,.27,-4,
44,"Wednesday, May 19",COL,@,SDP,L,0.0,3.0,9.0,15-29,5.0,12.5,Musgrove,Gonzalez,Melancon,2:52,D,15250.0,.23,-5,
45,"Friday, May 21",COL,Home,ARI,W,7.0,1.0,9.0,16-29,5.0,12.0,Marquez,Frankoff,None,2:45,N,18158.0,.16,1,
46,"Saturday, May 22",COL,Home,ARI,W,7.0,6.0,9.0,17-29,5.0,12.0,Kinley,Bumgarner,Bard,3:19,D,20183.0,.17,2,
47,"Sunday, May 23",COL,Home,ARI,W-wo,4.0,3.0,9.0,18-29,4.0,12.0,Bard,Crichton,None,3:20,D,19221.0,.19,3,
48,"Monday, May 24",COL,@,NYM,W,3.0,2.0,9.0,19-29,4.0,11.0,Gomber,Peterson,Estevez,2:43,N,8438.0,.24,4,
49,"Tuesday, May 25",COL,@,NYM,L,1.0,3.0,9.0,19-30,4.0,12.0,Castro,Gonzalez,Díaz,3:04,N,9190.0,.27,-1,
50,"Thursday, May 27 (1)",COL,@,NYM,L,0.0,1.0,7.0,19-31,4.0,13.0,Stroman,Marquez,Díaz,1:54,D,,.22,-2,
51,"Thursday, May 27 (2)",COL,@,NYM,L,2.0,4.0,7.0,19-32,4.0,13.0,Smith,Senzatela,Barnes,2:48,N,9569.0,.19,-3,
52,"Saturday, May 29 (1)",COL,@,PIT,L,0.0,7.0,7.0,19-33,4.0,15.0,Brubaker,Gray,None,2:33,D,5279.0,.16,-4,
53,"Saturday, May 29 (2)",COL,@,PIT,L,0.0,4.0,7.0,19-34,4.0,15.0,Keller,Gomber,None,2:03,D,7183.0,.13,-5,
54,"Sunday, May 30",COL,@,PIT,W,4.0,3.0,9.0,20-34,4.0,14.0,Bard,Rodriguez,None,3:36,D,7917.0,.10,1,
55,"Tuesday, Jun 1",COL,Home,TEX,W-wo,3.0,2.0,11.0,21-34,4.0,13.0,Givens,Martin,None,3:21,N,18028.0,.12,2,
56,"Wednesday, Jun 2",COL,Home,TEX,W,6.0,3.0,9.0,22-34,4.0,12.5,Senzatela,Evans,Bard,2:49,N,19289.0,.14,3,
57,"Thursday, Jun 3",COL,Home,TEX,W,11.0,6.0,9.0,23-34,4.0,12.5,Gomber,Foltynewicz,None,3:01,D,19150.0,.18,4,
