,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Friday, Jul 24",MIN,@,CHW,W,10.0,5.0,9.0,1-0,1.0,Tied,May,Giolito,None,3:31,N,,1.17,1,
2,"Saturday, Jul 25",MIN,@,CHW,L,3.0,10.0,9.0,1-1,1.0,Tied,Keuchel,Dobnak,None,3:17,D,,1.18,-1,
3,"Sunday, Jul 26",MIN,@,CHW,W,14.0,2.0,9.0,2-1,1.0,Tied,Maeda,Lopez,None,3:38,D,,1.22,1,
4,"Tuesday, Jul 28",MIN,Home,STL,W,6.0,3.0,9.0,3-1,2.0,0.5,Bailey,Martinez,Romo,2:42,N,,1.09,2,
5,"Wednesday, Jul 29",MIN,Home,STL,W,3.0,0.0,9.0,4-1,1.0,up 0.5,Hill,Ponce de Leon,Rogers,2:53,N,,1.10,3,
6,"Thursday, Jul 30",MIN,Home,CLE,L,0.0,2.0,9.0,4-2,2.0,0.5,Bieber,Berrios,Karinchak,2:52,N,,1.19,-1,
7,"Friday, Jul 31",MIN,Home,CLE,W,4.0,1.0,9.0,5-2,1.0,up 0.5,Dobnak,Clevinger,Rogers,3:06,N,,1.22,1,
8,"Saturday, Aug 1",MIN,Home,CLE,W,3.0,0.0,9.0,6-2,1.0,up 1.0,Maeda,Carrasco,Rogers,2:40,N,,1.18,2,
9,"Sunday, Aug 2",MIN,Home,CLE,W,3.0,1.0,9.0,7-2,1.0,up 2.0,Smeltzer,Civale,Romo,2:54,D,,1.18,3,
10,"Monday, Aug 3",MIN,Home,PIT,W-wo,5.0,4.0,9.0,8-2,1.0,up 2.0,Rogers,Burdi,None,3:13,N,,1.00,4,
11,"Tuesday, Aug 4",MIN,Home,PIT,W,7.0,3.0,9.0,9-2,1.0,up 2.0,Berrios,Musgrove,May,3:30,D,,.91,5,
12,"Wednesday, Aug 5",MIN,@,PIT,W,5.0,2.0,9.0,10-2,1.0,up 3.0,Dobnak,Williams,None,2:52,N,,.86,6,
13,"Thursday, Aug 6",MIN,@,PIT,L-wo,5.0,6.0,9.0,10-3,1.0,up 2.5,Howard,Rogers,None,3:07,D,,.73,-1,
14,"Friday, Aug 7",MIN,@,KCR,L,2.0,3.0,9.0,10-4,1.0,up 2.0,Holland,Wisler,Rosenthal,2:53,N,,.88,-2,
15,"Saturday, Aug 8",MIN,@,KCR,L,6.0,9.0,9.0,10-5,1.0,up 1.5,Zuber,Thorpe,Rosenthal,3:55,N,,.98,-3,
16,"Sunday, Aug 9",MIN,@,KCR,L,2.0,4.0,9.0,10-6,1.0,up 0.5,Singer,Berrios,Barlow,3:16,D,,1.10,-4,
17,"Monday, Aug 10",MIN,@,MIL,W,4.0,2.0,9.0,11-6,1.0,up 0.5,Dobnak,Houser,Rogers,2:57,N,,1.08,1,
18,"Tuesday, Aug 11",MIN,@,MIL,L,4.0,6.0,9.0,11-7,1.0,up 0.5,Williams,Rogers,Hader,2:56,N,,1.04,-1,
19,"Wednesday, Aug 12",MIN,@,MIL,W,12.0,2.0,9.0,12-7,1.0,up 1.5,Maeda,Lauer,None,3:08,N,,1.10,1,
