,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Mar 28",CIN,Home,PIT,W,5.0,3.0,9.0,1-0,1.0,Tied,Duke,Taillon,Hernandez,2:54,D,44049.0,1.06,1,
2,"Sunday, Mar 31",CIN,Home,PIT,L,0.0,5.0,9.0,1-1,2.0,1.0,Williams,Gray,None,3:15,D,18737.0,1.11,-1,
3,"Monday, Apr 1",CIN,Home,MIL,L,3.0,4.0,9.0,1-2,2.0,2.0,Wilson,Iglesias,Hader,3:31,N,7799.0,1.07,-2,
4,"Tuesday, Apr 2",CIN,Home,MIL,L,3.0,4.0,9.0,1-3,4.0,3.0,Chacin,Duke,Hader,3:07,N,10195.0,1.05,-3,
5,"Wednesday, Apr 3",CIN,Home,MIL,L,0.0,1.0,9.0,1-4,4.0,4.0,Peralta,Castillo,Wilson,2:33,D,13439.0,.98,-4,
6,"Thursday, Apr 4",CIN,@,PIT,L,0.0,2.0,9.0,1-5,4.0,4.5,Kingham,Hernandez,Vazquez,2:40,N,8523.0,.88,-5,
7,"Friday, Apr 5",CIN,@,PIT,L,0.0,2.0,9.0,1-6,4.0,5.5,Musgrove,Gray,Vazquez,2:25,N,12497.0,.84,-6,
8,"Saturday, Apr 6",CIN,@,PIT,L-wo,5.0,6.0,10.0,1-7,5.0,5.5,Liriano,Iglesias,None,3:11,D,15798.0,.80,-7,
9,"Sunday, Apr 7",CIN,@,PIT,L,5.0,7.0,9.0,1-8,5.0,6.5,Archer,DeSclafani,Rodriguez,2:54,D,14750.0,.74,-8,
10,"Tuesday, Apr 9",CIN,Home,MIA,W,14.0,0.0,9.0,2-8,5.0,5.0,Castillo,Urena,None,2:47,N,10058.0,.60,1,
11,"Wednesday, Apr 10",CIN,Home,MIA,W,2.0,1.0,9.0,3-8,4.0,4.0,Garrett,Steckenrider,Iglesias,2:47,N,11375.0,.64,2,
12,"Thursday, Apr 11",CIN,Home,MIA,W,5.0,0.0,9.0,4-8,4.0,3.5,Stephenson,Lopez,None,2:51,D,11192.0,.71,3,
