,Date,Tm,Home_Away,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,cLI,Streak,Orig. Scheduled
1,"Thursday, Apr 1",TBR,@,MIA,W,1.0,0.0,9.0,1-0,1.0,Tied,Thompson,Garcia,Castillo,2:44,D,7062.0,.90,1,
2,"Friday, Apr 2",TBR,@,MIA,W,6.0,4.0,9.0,2-0,1.0,up 0.5,Kittredge,Bass,Castillo,3:22,N,6115.0,.99,2,
3,"Saturday, Apr 3",TBR,@,MIA,L,7.0,12.0,9.0,2-1,2.0,0.5,Bleier,Archer,None,3:32,N,6179.0,.98,-1,
4,"Monday, Apr 5",TBR,@,BOS,L,2.0,11.0,9.0,2-2,3.0,1.0,Pivetta,Wacha,None,3:26,N,4577.0,1.04,-2,
5,"Tuesday, Apr 6",TBR,@,BOS,L-wo,5.0,6.0,12.0,2-3,4.0,1.0,Valdez,Thompson,None,4:25,N,4682.0,1.04,-3,
6,"Wednesday, Apr 7",TBR,@,BOS,L,2.0,9.0,9.0,2-4,5.0,2.0,Eovaldi,Yarbrough,None,2:51,D,4751.0,1.04,-4,
7,"Friday, Apr 9",TBR,Home,NYY,W,10.0,5.0,9.0,3-4,3.0,1.0,Hill,Kluber,None,2:53,D,9021.0,.96,1,
8,"Saturday, Apr 10",TBR,Home,NYY,W,4.0,0.0,9.0,4-4,2.0,1.0,Kittredge,German,None,3:04,D,6270.0,1.01,2,
9,"Sunday, Apr 11",TBR,Home,NYY,L,4.0,8.0,10.0,4-5,2.0,2.0,Chapman,McHugh,None,3:42,D,6965.0,1.08,-1,
10,"Monday, Apr 12",TBR,Home,TEX,W,1.0,0.0,9.0,5-5,2.0,1.5,Glasnow,Hearn,Castillo,2:42,N,3627.0,.93,1,
11,"Tuesday, Apr 13",TBR,Home,TEX,L,3.0,8.0,9.0,5-6,2.0,2.5,Gibson,Yarbrough,None,2:43,N,4753.0,.97,-1,
12,"Wednesday, Apr 14",TBR,Home,TEX,L,1.0,5.0,9.0,5-7,4.0,4.0,Arihara,Fleming,None,2:58,N,3021.0,.94,-2,
13,"Thursday, Apr 15",TBR,Home,TEX,L,4.0,6.0,10.0,5-8,4.0,4.0,Sborz,Reed,Kennedy,3:44,N,4217.0,.87,-3,
14,"Friday, Apr 16",TBR,@,NYY,W,8.0,2.0,9.0,6-8,3.0,3.5,Wacha,Nelson,None,3:22,N,10202.0,.92,1,
15,"Saturday, Apr 17",TBR,@,NYY,W,6.0,3.0,9.0,7-8,2.0,3.5,Glasnow,Montgomery,Castillo,3:28,D,10583.0,.97,2,
16,"Sunday, Apr 18",TBR,@,NYY,W,4.0,2.0,9.0,8-8,2.0,2.0,Yarbrough,Cole,Springs,2:56,D,10606.0,.99,3,
17,"Monday, Apr 19",TBR,@,KCR,W,4.0,1.0,9.0,9-8,2.0,2.0,Fleming,Duffy,None,3:00,N,5589.0,1.03,4,
18,"Tuesday, Apr 20",TBR,@,KCR,W,14.0,7.0,9.0,10-8,2.0,2.0,Kittredge,Keller,Richards,3:35,N,4481.0,1.04,5,
19,"Wednesday, Apr 21",TBR,@,KCR,L-wo,8.0,9.0,9.0,10-9,2.0,2.0,Barlow,Castillo,None,3:13,N,5053.0,1.09,-1,
20,"Friday, Apr 23",TBR,Home,TOR,L,3.0,5.0,9.0,10-10,2.0,2.5,Matz,Glasnow,Dolis,2:46,N,5564.0,1.18,-2,
21,"Saturday, Apr 24",TBR,Home,TOR,W,5.0,3.0,9.0,11-10,2.0,1.5,Thompson,Romano,Kittredge,3:10,N,6688.0,1.11,1,
22,"Sunday, Apr 25",TBR,Home,TOR,L,0.0,1.0,9.0,11-11,2.0,2.5,Mayza,Fleming,Dolis,3:13,D,6372.0,1.20,-1,
23,"Monday, Apr 26",TBR,Home,OAK,L,1.0,2.0,9.0,11-12,2.0,3.0,Manaea,Hill,Trivino,2:51,N,2981.0,1.02,-2,
24,"Tuesday, Apr 27",TBR,Home,OAK,W,4.0,3.0,9.0,12-12,2.0,3.0,Springs,Montas,Castillo,2:56,N,2924.0,.99,1,
25,"Wednesday, Apr 28",TBR,Home,OAK,W,2.0,0.0,9.0,13-12,2.0,3.0,Glasnow,Irvin,Castillo,2:45,N,3374.0,1.02,2,
26,"Thursday, Apr 29",TBR,Home,OAK,L,2.0,3.0,9.0,13-13,2.0,3.0,Diekman,Castillo,Trivino,3:04,D,3737.0,1.06,-1,
27,"Friday, Apr 30",TBR,Home,HOU,L,2.0,9.0,9.0,13-14,3.0,4.0,McCullers,Yarbrough,None,3:10,N,6169.0,.98,-2,
28,"Saturday, May 1",TBR,Home,HOU,L,1.0,3.0,9.0,13-15,5.0,4.0,Urquidy,Fleming,Pressly,2:40,D,7335.0,.94,-3,
29,"Sunday, May 2",TBR,Home,HOU,W,5.0,4.0,9.0,14-15,4.0,3.0,Springs,Raley,Castillo,3:21,D,6933.0,.89,1,
30,"Monday, May 3",TBR,@,LAA,W,7.0,3.0,9.0,15-15,3.0,2.5,Glasnow,Quintana,None,3:31,N,10641.0,.93,2,
31,"Tuesday, May 4",TBR,@,LAA,W,8.0,3.0,9.0,16-15,2.0,2.5,Patino,Cobb,None,3:29,N,8152.0,1.00,3,
32,"Wednesday, May 5",TBR,@,LAA,W,3.0,1.0,9.0,17-15,2.0,1.5,Yarbrough,Guerra,Springs,3:16,N,9169.0,1.06,4,
33,"Thursday, May 6",TBR,@,LAA,W,8.0,3.0,9.0,18-15,2.0,1.5,Fleming,Mayers,None,3:03,N,8840.0,1.07,5,
34,"Friday, May 7",TBR,@,OAK,L-wo,1.0,2.0,9.0,18-16,2.0,2.5,Diekman,Springs,None,2:28,N,5058.0,1.15,-1,
35,"Saturday, May 8",TBR,@,OAK,L,3.0,6.0,9.0,18-17,3.0,3.5,Montas,Glasnow,Trivino,3:12,D,7707.0,1.06,-2,
36,"Sunday, May 9",TBR,@,OAK,W,4.0,3.0,9.0,19-17,2.0,3.5,Springs,Irvin,Kittredge,2:40,D,6911.0,1.07,1,
37,"Tuesday, May 11",TBR,Home,NYY,L,1.0,3.0,9.0,19-18,4.0,3.0,Montgomery,Patino,Chapman,2:50,N,5441.0,1.23,-1,
38,"Wednesday, May 12",TBR,Home,NYY,L,0.0,1.0,9.0,19-19,4.0,3.0,Cole,Thompson,Chapman,2:36,N,5668.0,1.20,-2,
39,"Thursday, May 13",TBR,Home,NYY,W,9.0,1.0,9.0,20-19,4.0,3.0,Hill,Taillon,None,3:05,N,6229.0,1.12,1,
40,"Friday, May 14",TBR,Home,NYM,W-wo,3.0,2.0,9.0,21-19,4.0,3.0,Fairbanks,Castro,None,2:54,N,7123.0,.99,2,
