attendance,is_federal_holiday,venue,on_grass,temperature,wind_speed,team1_name,team1_pre_win,team1_pre_loss,team1_pre_win_pct,team1_streak,team2_name,team2_pre_win,team2_pre_loss,team2_pre_win_pct,team2_streak,salary-500-800,salary-800-1500,salary-1500,day_Friday,day_Monday,day_Saturday,day_Sunday,day_Thursday,day_Tuesday,day_Wednesday,month_April,month_August,month_July,month_June,month_March,month_May,month_November,month_October,month_September,weather_Cloudy,weather_Drizzle,weather_In Dome,weather_Overcast,weather_Rain,weather_Sunny,season_type,season,home_team_avg_att_last_year,start_hour,start_hour_label_afternoon,start_hour_label_evening,start_hour_label_night,start_hour_label_noon,game_page_url,start_time,previous_5_to_10MA,lle1,lle2
36731,0,Yankee Stadium III,1,0.3277052701270529,-0.4890717648907186,SEA,0.552004243285676,0.3029683793751617,0.5339805825242718,-0.3786444784385669,NYY,1.1074084742313215,-0.2693597818131643,0.6699029126213593,-0.4502163335842259,0.2463724244293002,-0.650536695478007,-0.3217994292534983,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,regular,2022,1.5141799502318507,19,0,1,0,0,https://www.baseball-reference.com/boxes/NYA/NYA202208010.shtml,2022-08-01 19:05:00,41707.0,0.008370910884328564,-0.011925027266169112
35185,0,Minute Maid Park,1,-0.0497949565507802,-1.4790269853217983,BOS,0.3935711941958351,0.466091904537882,0.4951456310679611,0.3938809207036373,HOU,1.0282285876361843,-0.1877577739407746,0.6504854368932039,0.3344646910007815,-2.188773094941987,-1.5151941458939897,-0.7054448817350786,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,regular,2022,0.6713034146551784,19,0,1,0,0,https://www.baseball-reference.com/boxes/HOU/HOU202208010.shtml,2022-08-01 19:10:00,36671.6,0.006081646788008201,0.0009538399239770522
13707,0,Progressive Field,1,0.9883306668132612,0.3028924114541451,ARI,0.1559216205610736,0.6292154297006023,0.4455445544554455,-1.1511698775807713,CLE,0.4343794381726547,0.3426552772297579,0.5148514851485149,0.3344646910007815,-2.188773094941987,-1.5151941458939897,-1.089090334216659,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-1.0356102453905314,19,0,1,0,0,https://www.baseball-reference.com/boxes/CLE/CLE202208010.shtml,2022-08-01 19:10:00,26449.8,0.009157356259595297,-0.0018808383089527257
17500,0,Guaranteed Rate Field,1,1.082705723482719,0.8968655437127928,KCR,-0.0421196908012275,0.8739007174446828,0.392156862745098,0.3938809207036373,CHW,0.3947894948750861,0.3834562811659527,0.504950495049505,0.7268052032932852,-0.7276857833192146,-1.0828654206859984,-0.7054448817350786,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-1.1105452508486513,19,0,1,0,0,https://www.baseball-reference.com/boxes/CHA/CHA202208010.shtml,2022-08-01 19:10:00,26317.8,0.008673981831778005,-0.0001384504442469386
23828,0,Petco Park,1,0.4220803267965112,0.6988744996265769,COL,0.1955298828335338,0.7107771922819625,0.4423076923076923,-0.7649071780096691,SDP,0.6719190979580666,0.2202522654211734,0.5576923076923077,0.7268052032932852,-0.2406566794449572,-1.9475228711019807,-0.7054448817350786,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,regular,2022,-0.0608322252201233,13,0,0,0,1,https://www.baseball-reference.com/boxes/SDN/SDN202208021.shtml,2022-08-02 13:10:00,32745.8,0.008461745756372957,0.0010073803667237657
22920,0,Angel Stadium of Anaheim,1,0.9883306668132612,0.1049013673679291,OAK,-0.0817279530736877,0.9962433613167232,0.375,-0.7649071780096691,LAA,0.078069948494537,0.750665316591706,0.4215686274509804,-0.4502163335842259,-1.214714887193472,-1.9475228711019807,-1.85638123917982,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,regular,2022,0.93439024078442,18,0,1,0,0,https://www.baseball-reference.com/boxes/ANA/ANA202208020.shtml,2022-08-02 18:38:00,40271.6,0.008437161169802788,-0.00036854619103670136
8188,0,loanDepot park,0,-0.1441700132202385,-1.4790269853217983,CIN,-0.0025114285287673,0.8331198361540028,0.4019607843137255,1.1664063198458416,MIA,0.2364297216848115,0.6282623047831216,0.4563106796116505,-1.6272378704617372,-1.7017439910677297,-1.9475228711019807,-1.85638123917982,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-2.578373586788434,18,0,1,0,0,https://www.baseball-reference.com/boxes/MIA/MIA202208020.shtml,2022-08-02 18:40:00,10002.4,0.008401476459542565,0.00035388664225445815
23394,0,Target Field,1,1.8377061768383856,1.292847631885225,DET,-0.0025114285287673,0.9146815987353628,0.3942307692307692,-1.1511698775807713,MIN,0.513559324767792,0.301854273293563,0.5294117647058824,0.3344646910007815,0.7334015283035576,-1.5151941458939897,-1.089090334216659,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-0.208698949314617,18,0,1,0,0,https://www.baseball-reference.com/boxes/MIN/MIN202208020.shtml,2022-08-02 18:40:00,34113.2,0.008253732400118825,0.00010716577987228732
44344,0,Busch Stadium III,1,1.082705723482719,0.6988744996265769,CHC,-0.0025114285287673,0.7923389548633226,0.4059405940594059,-0.7649071780096691,STL,0.513559324767792,0.301854273293563,0.5294117647058824,0.3344646910007815,-0.2406566794449572,-1.5151941458939897,-0.7054448817350786,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,regular,2022,1.6608288029011082,18,0,1,0,0,https://www.baseball-reference.com/boxes/SLN/SLN202208020.shtml,2022-08-02 18:45:00,44730.6,0.008760102712447808,0.0019735092233726546
32798,0,Oracle Park,1,-0.899170466575905,2.0848118082300884,LAD,1.1065199151001193,-0.3087448399850395,0.6764705882352942,0.7801436202747395,SFG,0.3947894948750861,0.4650582890383423,0.4951456310679611,-0.4502163335842259,-0.7276857833192146,-1.5151941458939897,0.0618460232280819,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,regular,2022,0.4336890538430954,18,0,1,0,0,https://www.baseball-reference.com/boxes/SFN/SFN202208020.shtml,2022-08-02 18:45:00,34730.8,0.00641601626247402,0.0038516197796060227
29878,0,Nationals Park,1,1.554581006830011,-0.8850538530631505,NYM,0.9480868660102784,-0.1456213148223191,0.6372549019607843,2.7114571181302503,WSN,-0.2386495978860121,1.1586753559536542,0.3365384615384615,-0.8425568458767296,-0.2406566794449572,-1.5151941458939897,-1.089090334216659,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-0.2778167162227177,19,0,1,0,0,https://www.baseball-reference.com/boxes/WAS/WAS202208020.shtml,2022-08-02 19:05:00,21957.4,0.007086643487098249,-0.0005417030821190558
21622,0,Globe Life Field,0,0.1389551567881363,-1.4790269853217983,BAL,0.4331794564682953,0.4253110232472019,0.5048543689320388,0.3938809207036373,TEX,0.1968397783872429,0.6282623047831216,0.4509803921568627,-0.4502163335842259,-1.7017439910677297,-1.5151941458939897,-1.4727357866982391,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-0.4791870529334436,19,0,1,0,0,https://www.baseball-reference.com/boxes/TEX/TEX202208020.shtml,2022-08-02 19:05:00,25253.8,0.008369476313055567,-0.00021366059445716132
38735,0,Yankee Stadium III,1,1.271455836821636,0.500883455540361,SEA,0.552004243285676,0.3437492606658417,0.5288461538461539,-0.7649071780096691,NYY,1.14699841752889,-0.2693597818131643,0.6730769230769231,0.3344646910007815,0.2463724244293002,-0.650536695478007,-0.3217994292534983,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,regular,2022,1.5141799502318507,19,0,1,0,0,https://www.baseball-reference.com/boxes/NYA/NYA202208020.shtml,2022-08-02 19:05:00,42726.8,0.006886209177941309,-0.0008749364061512561
12401,0,PNC Park,1,0.7995805534743445,0.1049013673679291,MIL,0.6312207678305966,0.1806257355031214,0.5588235294117647,-0.3786444784385669,PIT,-0.0406998813981689,0.8730683284002905,0.392156862745098,-2.804259407339248,-0.7276857833192146,-1.0828654206859984,-1.4727357866982391,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,regular,2022,-1.4981412546138186,19,0,1,0,0,https://www.baseball-reference.com/boxes/PIT/PIT202208020.shtml,2022-08-02 19:05:00,28277.6,0.010811650711143293,5.6516224315133856e-05
16433,0,Tropicana Field,0,-0.1441700132202385,-1.4790269853217983,TOR,0.6312207678305966,0.1806257355031214,0.5588235294117647,0.7801436202747395,TBR,0.513559324767792,0.301854273293563,0.5294117647058824,-0.4502163335842259,-1.214714887193472,-1.5151941458939897,-1.85638123917982,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-1.9713938867666168,19,0,1,0,0,https://www.baseball-reference.com/boxes/TBA/TBA202208020.shtml,2022-08-02 19:10:00,21620.6,0.007112958301345205,0.0035937109054593416
31229,0,Minute Maid Park,1,-0.0497949565507802,-1.4790269853217983,BOS,0.4331794564682953,0.466091904537882,0.5,0.7801436202747395,HOU,1.0282285876361843,-0.1469567700045798,0.6442307692307693,-0.4502163335842259,-0.7276857833192146,-0.2182079702700156,-1.4727357866982391,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,regular,2022,0.6713034146551784,19,0,1,0,0,https://www.baseball-reference.com/boxes/HOU/HOU202208020.shtml,2022-08-02 19:10:00,35730.0,0.007890201611287607,-0.001583940649950485
14471,0,Progressive Field,1,0.3277052701270529,-0.8850538530631505,ARI,0.1559216205610736,0.6699963109912824,0.4411764705882353,-1.537432577151873,CLE,0.4739693814702234,0.3426552772297579,0.5196078431372549,0.7268052032932852,-2.188773094941987,-1.9475228711019807,-1.4727357866982391,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,regular,2022,-1.0356102453905314,19,0,1,0,0,https://www.baseball-reference.com/boxes/CLE/CLE202208020.shtml,2022-08-02 19:10:00,28188.8,0.00836481381992047,4.630206744252523e-06
24361,0,Guaranteed Rate Field,1,1.3658308934910943,0.3028924114541451,KCR,-0.0025114285287673,0.8739007174446828,0.3980582524271844,0.7801436202747395,CHW,0.3947894948750861,0.4242572851021475,0.5,-0.4502163335842259,-1.214714887193472,-0.650536695478007,-0.7054448817350786,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,regular,2022,-1.1105452508486513,19,0,1,0,0,https://www.baseball-reference.com/boxes/CHA/CHA202208020.shtml,2022-08-02 19:10:00,25014.0,0.009028000661763588,-0.0008315424624015478
30759,0,Petco Park,1,0.044580100118678,0.3028924114541451,COL,0.1955298828335338,0.7515580735726426,0.4380952380952381,-1.1511698775807713,SDP,0.7115090412556352,0.2202522654211734,0.5619047619047619,1.119145715585789,0.2463724244293002,-1.5151941458939897,-1.4727357866982391,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,regular,2022,-0.0608322252201233,19,0,1,0,0,https://www.baseball-reference.com/boxes/SDN/SDN202208022.shtml,2022-08-02 19:10:00,31918.4,0.007825248275763702,0.0003884857073772268
38932,0,Truist Park,1,1.554581006830011,-0.2910807208045027,PHI,0.552004243285676,0.2621874980844816,0.5392156862745098,1.938931718988046,ATL,0.8302788711483411,0.0162472457401993,0.6019417475728155,1.119145715585789,-1.7017439910677297,-0.2182079702700156,-0.3217994292534983,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,regular,2022,0.3497655554418811,19,0,1,0,0,https://www.baseball-reference.com/boxes/ATL/ATL202208020.shtml,2022-08-02 19:20:00,37918.4,0.010016479734583798,0.0008070906363023831
14253,0,Tropicana Field,0,-0.1441700132202385,-1.4790269853217983,TOR,0.6708290301030567,0.1806257355031214,0.5631067961165048,1.1664063198458416,TBR,0.513559324767792,0.3426552772297579,0.5242718446601942,-0.8425568458767296,-1.214714887193472,-1.5151941458939897,-1.85638123917982,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,regular,2022,-1.9713938867666168,12,0,0,0,1,https://www.baseball-reference.com/boxes/TBA/TBA202208030.shtml,2022-08-03 12:10:00,21453.8,0.007736349862818146,0.0018071501649688402
25044,0,Target Field,1,0.9883306668132612,1.4908386759714407,DET,0.0370968337436929,0.9146815987353628,0.4,0.3938809207036373,MIN,0.513559324767792,0.3426552772297579,0.5242718446601942,-0.4502163335842259,0.2463724244293002,-1.5151941458939897,-1.4727357866982391,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,regular,2022,-0.208698949314617,12,0,0,0,1,https://www.baseball-reference.com/boxes/MIN/MIN202208030.shtml,2022-08-03 12:10:00,34874.6,0.0082435287278555,0.0005964744627524186
