mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_algorithm,param_n_neighbors,param_p,param_weights,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_absolute_percentage_error,split1_test_neg_mean_absolute_percentage_error,split2_test_neg_mean_absolute_percentage_error,split3_test_neg_mean_absolute_percentage_error,split4_test_neg_mean_absolute_percentage_error,mean_test_neg_mean_absolute_percentage_error,std_test_neg_mean_absolute_percentage_error,rank_test_neg_mean_absolute_percentage_error
0.040968465805053714,0.001935774903647808,0.7813796043395996,0.027432248826926107,auto,10,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 10, 'p': 2, 'weights': 'uniform'}",-33222323.26370416,-32788465.777722087,-33083334.680472698,-32146975.000448246,-35927785.63368378,-33433776.871206194,1300760.3565950568,49,-5763.8809203265255,-5726.121355483316,-5751.811426018128,-5669.83024441193,-5993.9791152191865,-5781.124612291817,111.24337445429545,49,-4449.320089649552,-4405.467440912796,-4398.725672371638,-4350.095273023634,-4513.823064384678,-4423.486308068459,55.04929879871393,45,-0.18210175051603808,-0.18521170823912034,-0.17622491862723216,-0.1764678314511862,-0.1903906429997757,-0.1820793703666705,0.005378722308680384,45
0.0437049388885498,0.004020142482205511,0.8460412502288819,0.05569121348611458,auto,10,2,distance,"{'algorithm': 'auto', 'n_neighbors': 10, 'p': 2, 'weights': 'distance'}",-32127752.54989629,-31569473.460175667,-32022893.91237998,-30966392.266153846,-34797540.98521596,-32296810.63476435,1315773.209455625,31,-5668.134838718667,-5618.6718590940745,-5658.87744277785,-5564.745480806274,-5898.944056796603,-5681.874735638694,114.49944661470488,31,-4366.529217558823,-4316.361533633829,-4313.897602416641,-4263.874121444738,-4422.310704696477,-4336.594635950101,53.770122945567245,39,-0.17823663953424965,-0.1812566129882405,-0.17251614486072683,-0.1728299393285594,-0.18630918717364936,-0.17822970477708516,0.005220009406560809,39
0.04551463127136231,0.011325047333571939,11.849689531326295,0.8936151661169088,auto,20,1,uniform,"{'algorithm': 'auto', 'n_neighbors': 20, 'p': 1, 'weights': 'uniform'}",-35069851.78263957,-34335425.124135084,-34271102.43533007,-33079093.670741647,-36422004.69015994,-34635495.54060127,1097769.7078134723,61,-5921.980393638565,-5859.643771095226,-5854.152580462015,-5751.442746888962,-6035.064597016335,-5884.456817820221,93.07792332441224,61,-4647.747860635697,-4557.00511409943,-4582.216951915239,-4513.927180114099,-4669.37858598207,-4594.055138549307,57.42798418143613,57,-0.19116360885248776,-0.1928529033677705,-0.1849540269462918,-0.18351913227984884,-0.19905246522907044,-0.19030842733509384,0.005628996771550587,57
0.04859991073608398,0.011174449494468915,11.614877080917358,1.0512679018245565,auto,20,1,distance,"{'algorithm': 'auto', 'n_neighbors': 20, 'p': 1, 'weights': 'distance'}",-33059675.94266881,-32231783.7066918,-32391219.94657224,-31039302.316083625,-34380155.95907699,-32620427.574218698,1094816.9154623388,37,-5749.754424553174,-5677.304264058058,-5691.328486967893,-5571.292697039316,-5863.459384960127,-5710.627851515714,95.69281954105624,37,-4496.160942361047,-4400.483938951416,-4432.424416027381,-4358.662365642747,-4509.283364223629,-4439.403005441244,56.898459221080344,49,-0.18420462376262076,-0.18595547534920928,-0.17824367673373864,-0.17693802180063012,-0.19160820579876667,-0.18339000068899308,0.0053459676025751175,49
0.0418795108795166,0.0038606154344877396,0.7422881603240967,0.04172700129371123,auto,20,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 20, 'p': 2, 'weights': 'uniform'}",-35299496.997560106,-35235216.939499795,-34954871.583042994,-33923692.160809904,-36957330.15505604,-35274121.56719376,975800.0580838394,65,-5941.337980418224,-5935.925954684728,-5912.264505504046,-5824.4048761062195,-6079.254078836978,-5938.637479110039,81.89297224626954,65,-4671.769824775876,-4593.435717196414,-4628.4463528932365,-4571.135635696822,-4678.357885085575,-4628.629083129584,42.13829666115937,65,-0.192388901726998,-0.19588999344198274,-0.18734561783070247,-0.18645085372483344,-0.20008512500606046,-0.1924320983461154,0.005141503530156254,65
0.04912943840026855,0.013314676980930706,0.8187653541564941,0.05654938966135748,auto,20,2,distance,"{'algorithm': 'auto', 'n_neighbors': 20, 'p': 2, 'weights': 'distance'}",-34344516.92104264,-34175461.71334273,-34015801.32884383,-32913098.68106002,-36041754.82817737,-34298126.694493316,1005529.5151688592,55,-5860.4195174955385,-5845.978251186258,-5832.306690225046,-5736.99387145045,-6003.4785606494315,-5855.8353782013455,85.54950554406291,55,-4599.082925973655,-4516.622123187904,-4555.463713001564,-4494.733152154719,-4607.973872734731,-4554.775157410515,44.39471182814997,55,-0.18911262468783577,-0.1924125412882522,-0.18416584176889,-0.18322003184482563,-0.19682576410317715,-0.18914736073859614,0.0050905647605104165,55
0.0437100887298584,0.0035226740765487196,10.357827186584473,0.484544118013465,auto,30,1,uniform,"{'algorithm': 'auto', 'n_neighbors': 30, 'p': 1, 'weights': 'uniform'}",-36353621.462846145,-35926395.90862446,-36035797.82719958,-34772220.383611344,-37828239.2889147,-36183254.974239245,981196.916191501,73,-6029.396442667055,-5993.863187346243,-6002.982411035333,-5896.79746842397,-6150.466591155073,-6014.701220125535,81.3892306122139,73,-4776.3123336049985,-4700.709481119261,-4747.459508285791,-4660.387856560717,-4809.201100244499,-4738.814055963054,52.986466293529,73,-0.19674555186189863,-0.199512220805012,-0.192098788800036,-0.1900751678546739,-0.20636543196930698,-0.19695943225818552,0.005762885665342496,73
0.04072165489196777,0.005588634049805822,10.326484203338623,0.41755617304462145,auto,30,1,distance,"{'algorithm': 'auto', 'n_neighbors': 30, 'p': 1, 'weights': 'distance'}",-34565024.89034728,-33985688.75524415,-34256500.05644363,-32856862.59022364,-35966145.618052594,-34326044.382062264,1002618.2973634407,57,-5879.202742748993,-5829.724586568747,-5852.9052663137845,-5732.090595081662,-5997.1781379289205,-5858.2202657284215,85.43828340435878,57,-4645.070577052814,-4561.702860934791,-4610.469555777877,-4520.746572975872,-4669.334808212557,-4601.464874990782,54.19470713250018,61,-0.19082097626068462,-0.19337013417874838,-0.1860279324101211,-0.18414655916789402,-0.1998243746774972,-0.19083799533898907,0.005569184029638789,61
0.04555659294128418,0.005088847608232998,0.798627519607544,0.05146286036183649,auto,30,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 30, 'p': 2, 'weights': 'uniform'}",-37007669.899698906,-36217352.258112825,-36437746.815693654,-35343614.19825228,-37953012.19780812,-36591879.07391316,865766.4442975002,77,-6083.392959500389,-6018.0854312740385,-6036.368677913374,-5945.04955389375,-6160.601610054664,-6048.699646527243,71.49587410725505,77,-4811.978117359414,-4721.260690029883,-4777.404659060039,-4693.873757131214,-4815.142637870144,-4763.931972290139,48.66511986002589,77,-0.19919860372014472,-0.20165916117844015,-0.19510486454670306,-0.19263519991089192,-0.2069223534450145,-0.1991040365602389,0.005010048064895604,77
0.048430776596069335,0.0047705126023172405,0.8774835109710694,0.03320184217924268,auto,30,2,distance,"{'algorithm': 'auto', 'n_neighbors': 30, 'p': 2, 'weights': 'distance'}",-36116975.63958516,-35295686.576649345,-35581089.47563628,-34427946.88274398,-37126587.09535596,-35709657.13399415,894905.7284077964,71,-6009.7400642278335,-5941.017301493856,-5964.988640025753,-5867.533287740597,-6093.159040707535,-5975.2876668391145,74.79593915790599,71,-4747.403558333864,-4652.99308181744,-4710.585275001285,-4626.09816665497,-4748.834486345951,-4697.1829136307015,49.75018371213474,71,-0.196289456989177,-0.1986068322645889,-0.19212961399090733,-0.1897110122199652,-0.2038881505561684,-0.19612501320416137,0.004971023891549886,71
0.0496126651763916,0.00484677854305755,10.760559368133546,0.669543241015857,auto,50,1,uniform,"{'algorithm': 'auto', 'n_neighbors': 50, 'p': 1, 'weights': 'uniform'}",-39212619.29486634,-38253067.56714018,-38358117.6850396,-37248448.7250978,-39805579.6442652,-38575566.58328183,875362.7517545985,89,-6261.998027376433,-6184.906431559024,-6193.393067216031,-6103.150721151969,-6309.166319274298,-6210.522913315552,70.51047060077225,89,-5004.827147514263,-4904.692151589243,-4955.45597392013,-4881.526218418908,-5005.715639771801,-4950.4434262428695,50.755281554951345,89,-0.2061346939957438,-0.20852051749890604,-0.20100399911950956,-0.1991809003468006,-0.2145847167396246,-0.20588496554011693,0.005503862147214337,89
0.039588308334350585,0.0028015567647927415,11.025009870529175,0.4498223007925007,auto,50,1,distance,"{'algorithm': 'auto', 'n_neighbors': 50, 'p': 1, 'weights': 'distance'}",-37507134.715697944,-36527914.64773965,-36726016.16974198,-35516164.03565226,-38166145.057809874,-36888674.92532834,900534.7791863019,81,-6124.306876349187,-6043.83277794312,-6060.199350660173,-5959.543945274022,-6177.875448551053,-6073.1516797555105,74.1862521708366,81,-4885.1929819676425,-4782.213788292734,-4836.2644877370185,-4752.735887217909,-4883.634621348211,-4828.008353312703,53.283418702170295,81,-0.2009117919108501,-0.20317292353512856,-0.19578400554660313,-0.1937478042687396,-0.20903445374655516,-0.20053019580157533,0.005440205611925569,81
0.04533987045288086,0.007174291493511312,0.8378928184509278,0.043433786633094176,auto,50,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 50, 'p': 2, 'weights': 'uniform'}",-39327993.10119348,-38425878.27659365,-38413352.27074132,-37619961.762882315,-39825905.27259054,-38722618.13680027,772434.1202977649,93,-6271.203481086663,-6198.86104672412,-6197.850617007586,-6133.511373013203,-6310.776915134185,-6222.440686593151,62.04867952188361,93,-5004.571719641402,-4910.334995925021,-4954.8369030154845,-4895.978818255909,-5012.5001548492255,-4955.644518337408,47.41315273332428,93,-0.20762189110276835,-0.2107168556095721,-0.203249254558971,-0.20256809029169712,-0.2157155066705831,-0.2079743196467183,0.004881090899525041,93
0.04719886779785156,0.0034175098785177264,0.9481601238250732,0.08134207250809905,auto,50,2,distance,"{'algorithm': 'auto', 'n_neighbors': 50, 'p': 2, 'weights': 'distance'}",-38497262.93189442,-37597276.4590137,-37633973.99491254,-36790188.224190116,-39067237.39645466,-37917187.80129309,788895.7601999504,87,-6204.616259841895,-6131.661802400203,-6134.653535034602,-6065.4915896562015,-6250.378980226292,-6157.360433431839,64.0335388774418,87,-4945.111662232617,-4851.4990817017315,-4897.7362032924875,-4834.629722545832,-4954.544046468301,-4896.704143248195,48.13842278601763,87,-0.20499375326836386,-0.2080683841976782,-0.20069768478849917,-0.19985872702868812,-0.21308233807431792,-0.20534017747150943,0.004880639501906021,87
0.047198247909545896,0.005481129648445028,10.724881887435913,0.5258231973960991,auto,100,1,uniform,"{'algorithm': 'auto', 'n_neighbors': 100, 'p': 1, 'weights': 'uniform'}",-43608346.931555666,-42414644.8309657,-42901042.63983554,-41228079.17860264,-43805417.737726,-42791506.263737105,926668.4586646884,109,-6603.661630607346,-6512.652672372887,-6549.888750187711,-6420.909528922101,-6618.566139106416,-6541.135744239292,71.059405937518,109,-5357.323317033415,-5261.05642216789,-5316.873390383048,-5219.198276283619,-5357.1063243683775,-5302.31154604727,54.49882722749052,109,-0.220968377992632,-0.223868704560163,-0.2161745767401371,-0.21418345240221456,-0.22914795492620268,-0.22086861332426988,0.005371840537119169,105
0.04257965087890625,0.004429719518871837,22.874290895462035,7.088215183937481,auto,100,1,distance,"{'algorithm': 'auto', 'n_neighbors': 100, 'p': 1, 'weights': 'distance'}",-42001772.30551291,-40814286.688485414,-41300330.20838366,-39650299.30534486,-42288088.32800926,-41210955.36714722,936652.3465511972,97,-6480.877433304298,-6388.606005106702,-6426.53329629464,-6296.8483628990825,-6502.92921136385,-6419.158861793715,73.1770059680077,97,-5248.646862698923,-5148.298385276741,-5206.02828839046,-5106.786509232154,-5248.904414319638,-5191.732891983583,56.23981810542663,97,-0.21633870956694867,-0.21903059514066592,-0.21142767446182908,-0.20936928792142437,-0.22438644232974522,-0.21611054188412265,0.005374812591761032,97
0.05810856819152832,0.01382620780680752,1.122516393661499,0.19253672320082416,auto,100,2,uniform,"{'algorithm': 'auto', 'n_neighbors': 100, 'p': 2, 'weights': 'uniform'}",-43046223.67089234,-42382601.309198245,-42643943.831021234,-40677874.937321074,-43571173.59852437,-42464363.46939145,979190.0110176164,105,-6560.962099486046,-6510.192110007065,-6530.233061003354,-6377.920894564393,-6600.846430460594,-6516.030919104291,75.52834347678379,105,-5302.3065851670735,-5248.646303993481,-5277.960696821517,-5168.076010594947,-5337.443822330889,-5266.886683781582,57.361613592441614,105,-0.22114046903852885,-0.22678287359291482,-0.21803018227067042,-0.21572559660486146,-0.23065592405575897,-0.2224670091125469,0.005524070921912798,109
0.045696687698364255,0.0021069309048052567,0.9974949836730957,0.0679846616388302,auto,100,2,distance,"{'algorithm': 'auto', 'n_neighbors': 100, 'p': 2, 'weights': 'distance'}",-42278268.808576055,-41598342.30608242,-41859189.33994811,-39943467.55612701,-42838913.94609737,-41703636.3913662,974939.5298109902,103,-6502.17416012337,-6449.677690092926,-6469.867799263607,-6320.08445799002,-6545.1443029239135,-6457.389682078767,75.86095931944458,103,-5248.869182220523,-5191.7462264675705,-5224.4073209773915,-5114.615042487524,-5283.1344412554945,-5212.5544426817005,57.38622692380247,103,-0.21880061258050837,-0.2242363730258157,-0.21562408133666777,-0.21331337299934408,-0.22819855521443205,-0.2200345990313536,0.005485532855231691,103
0.5973796367645263,0.18409590989614505,9.285048341751098,1.0214598752086756,ball_tree,3,1,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 3, 'p': 1, 'weights': 'uniform'}",-31983376.46400435,-29711923.442769177,-31768984.70424703,-29625590.73865797,-33518558.01987684,-31321686.673911072,1478663.7007041227,17,-5655.384731740569,-5450.864467473868,-5636.398203129995,-5442.939531049189,-5789.521398170737,-5595.021666312871,131.98192073390783,17,-4156.880195599022,-3968.3568323825043,-4073.359141537626,-3990.6210268948657,-4170.65050258082,-4071.973539798967,82.82856570872059,9,-0.16323803776907206,-0.1637930337431362,-0.15665732292528686,-0.15788735730725734,-0.16958190424536568,-0.16223153119802364,0.004635147770505525,9
1.434871292114258,0.9501737902388,13.009020376205445,1.070728884985287,ball_tree,3,1,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 3, 'p': 1, 'weights': 'distance'}",-30277569.688457422,-27986227.537643146,-30226685.372195438,-28035429.586025726,-31585389.874688625,-29622260.411802072,1403087.5028901857,5,-5502.50576450924,-5290.20108669256,-5497.8800798303555,-5294.849344979111,-5620.088066453107,-5441.1048684928755,128.9892315862233,5,-4017.3240778984423,-3811.9458470776613,-3930.3214906436265,-3861.6110516404074,-4023.308469422765,-3928.9021873365805,83.59410711262892,1,-0.1571056155660834,-0.1569793893199713,-0.15044973549630505,-0.15223080262182367,-0.16290777004165988,-0.15593466260916866,0.004356370421162958,1
2.805242919921875,0.3457634311103371,15.51842279434204,1.2787625190585914,ball_tree,3,2,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 3, 'p': 2, 'weights': 'uniform'}",-33878579.15575478,-31090425.404826585,-32496786.328715026,-31101471.73594132,-35776458.93090645,-32868744.311228834,1783176.600995678,45,-5820.530831097348,-5575.878890796193,-5700.595260910481,-5576.869349011264,-5981.342569265403,-5731.043380216137,154.55123846032532,45,-4303.59739201304,-4102.229421352893,-4146.23743547949,-4116.804672643304,-4308.094539527302,-4195.392692203206,91.30353177029995,21,-0.17156212015293368,-0.16935412643146847,-0.16230429522480563,-0.1637835659174281,-0.17706166610488153,-0.16881315476630346,0.005358160446678169,17
3.421908807754517,1.3163681496964317,14.539864873886108,3.2303083865524505,ball_tree,3,2,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 3, 'p': 2, 'weights': 'distance'}",-32758329.16732462,-30143256.810575627,-31736983.04044176,-30180748.757168483,-34741679.276406236,-31912199.41038335,1725089.675352478,25,-5723.489247594042,-5490.287497989119,-5633.558647998772,-5493.700825233249,-5894.207264459423,-5647.048696654921,151.790737501661,25,-4217.800897052337,-4018.3776521535415,-4077.6312616572177,-4043.8878499677226,-4226.145563576492,-4116.768644881462,87.97153949411613,13,-0.16766523548510268,-0.1656234835744,-0.15906243686175048,-0.16082287289156486,-0.17339430177508336,-0.16531366611758025,0.0051023059293597555,13
2.8472844123840333,0.47353427133435055,16.377288389205933,1.0192360891628243,ball_tree,5,1,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 5, 'p': 1, 'weights': 'uniform'}",-31802177.38203749,-30505753.540456396,-31830171.74400978,-29897169.488590058,-34550167.90790546,-31717088.012599837,1601611.9668460756,21,-5639.341928100964,-5523.201385107771,-5641.823441407023,-5467.830418784955,-5877.939086780796,-5630.027252036302,141.00054584436063,21,-4246.866992665037,-4120.263977180114,-4225.53977180114,-4121.281418092909,-4301.188101059494,-4203.02805215974,71.54918548010404,29,-0.16985680947719162,-0.17110406760155314,-0.16507860072199018,-0.16476907223083462,-0.1784264311576674,-0.1698469962378474,0.004974131809133857,25
3.8244096755981447,0.6658456620993717,15.064913558959962,1.0343615711685796,ball_tree,5,1,distance,"{'algorithm': 'ball_tree', 'n_neighbors': 5, 'p': 1, 'weights': 'distance'}",-29710474.614160813,-28027573.552810743,-29772741.38441351,-27770712.799570333,-32017648.206067026,-29459830.11140449,1523656.501951396,1,-5450.7315668780475,-5294.107436840581,-5456.440358366754,-5269.79248164198,-5658.413930251747,-5425.897154795822,139.53557604815774,1,-4069.803633009534,-3927.1685157358106,-4040.776880533222,-3935.5323896194036,-4106.449651624303,-4015.9462141044546,72.1885290960685,5,-0.16173492169358297,-0.16266596261255148,-0.15712279367053025,-0.1569051777910444,-0.16917649624219264,-0.16152107040198035,0.00448583009365814,5
3.039651346206665,0.7698248298925654,16.129834127426147,0.7521300668303702,ball_tree,5,2,uniform,"{'algorithm': 'ball_tree', 'n_neighbors': 5, 'p': 2, 'weights': 'uniform'}",-32909703.350546043,-31113403.943895683,-32598804.18467808,-30583616.788541164,-35114422.77600652,-32463990.2087335,1587546.2364725152,33,-5736.697948345027,-5577.93904089097,-5709.536249528334,-5530.245635461518,-5925.742381846052,-5696.03225121438,138.58860652714625,33,-4346.729095354523,-4206.028035859821,-4263.912469437653,-4176.824042379788,-4354.563162184189,-4269.611361043195,71.90098271103497,33,-0.17446875101847048,-0.17413663024222117,-0.16888001545985434,-0.1684931401950847,-0.1809624605104328,-0.17338819948521267,0.004547141936482626,33
