mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_alpha,params,split0_test_neg_mean_squared_error,split1_test_neg_mean_squared_error,split2_test_neg_mean_squared_error,split3_test_neg_mean_squared_error,split4_test_neg_mean_squared_error,mean_test_neg_mean_squared_error,std_test_neg_mean_squared_error,rank_test_neg_mean_squared_error,split0_test_neg_root_mean_squared_error,split1_test_neg_root_mean_squared_error,split2_test_neg_root_mean_squared_error,split3_test_neg_root_mean_squared_error,split4_test_neg_root_mean_squared_error,mean_test_neg_root_mean_squared_error,std_test_neg_root_mean_squared_error,rank_test_neg_root_mean_squared_error,split0_test_neg_mean_absolute_error,split1_test_neg_mean_absolute_error,split2_test_neg_mean_absolute_error,split3_test_neg_mean_absolute_error,split4_test_neg_mean_absolute_error,mean_test_neg_mean_absolute_error,std_test_neg_mean_absolute_error,rank_test_neg_mean_absolute_error,split0_test_neg_mean_absolute_percentage_error,split1_test_neg_mean_absolute_percentage_error,split2_test_neg_mean_absolute_percentage_error,split3_test_neg_mean_absolute_percentage_error,split4_test_neg_mean_absolute_percentage_error,mean_test_neg_mean_absolute_percentage_error,std_test_neg_mean_absolute_percentage_error,rank_test_neg_mean_absolute_percentage_error
0.939011526107788,0.7888539843497616,0.0013371944427490235,0.0005794435523007426,1.438449888287663,{'alpha': 1.438449888287663},-26294004.981008887,-27889383.57043066,-27236737.015736606,-26433458.485215906,-25107307.793169446,-26592178.3691123,939908.2063141672,1,-5127.76803112318,-5281.040008410338,-5218.8827363466025,-5141.347924933296,-5010.719289001276,-5155.951597962938,91.33175009669375,1,-3977.7605217313935,-3991.026060741602,-3969.9764329936306,-4012.1854745500523,-3875.8048464089075,-3965.350667285117,47.00336420481196,1,-0.16318191580627375,-0.16301957537751385,-0.16067803523342744,-0.16085377875806153,-0.15226814028194738,-0.1600002890914448,0.004005315165775703,11
1.024486207962036,0.6648393670483949,0.0015973567962646485,0.0005047370174317475,2.976351441631316,{'alpha': 2.976351441631316},-26329612.989573944,-27948918.048474297,-27250958.911210176,-26449151.561502248,-25123991.758325603,-26620526.653817255,950335.2465623984,12,-5131.2389331986815,-5286.6736279511615,-5220.245100683509,-5142.8738621030025,-5012.383839883534,-5158.683072763978,92.28005524304534,12,-3979.9875074430893,-3998.6329804854954,-3970.0761803220425,-4010.87370508347,-3878.284604266846,-3967.570995520189,46.8454415024019,12,-0.16339494690960257,-0.16334291693956807,-0.1608128933433716,-0.160981206912829,-0.15237803999631888,-0.160182000820338,0.004055933273170271,12
1.5593239307403564,0.32839518452123206,0.0011928558349609375,0.00040130671326159305,6.158482110660261,{'alpha': 6.158482110660261},-26494512.101438712,-28185669.43384603,-27376395.228420306,-26541458.179075122,-25250543.926451534,-26769715.77384634,980684.0898743098,13,-5147.282011065521,-5309.017746612459,-5232.245715600549,-5151.840271114305,-5024.991932973777,-5173.075535473322,94.89614393504365,13,-3989.8012666152204,-4021.7849332230116,-3977.255464037043,-4011.2882570107936,-3889.0960283475792,-3977.8451898467297,47.050715200388915,13,-0.16402960820025386,-0.16436980906955168,-0.16137485293450796,-0.16134821301735258,-0.15295718724990476,-0.1608159340943142,0.00413069828685553,13
1.4527417182922364,0.17454123425524642,0.0014219284057617188,0.0005432205629945446,12.742749857031322,{'alpha': 12.742749857031322},-26929606.762138933,-28757022.64569472,-27753215.74245446,-26877589.348490145,-25635191.63484425,-27190525.226724498,1034949.7254661146,14,-5189.374409515942,-5362.557472484069,-5268.132092350615,-5184.360071261462,-5063.120740693851,-5213.508957261188,99.24504663643418,14,-4008.497492180096,-4063.3210391742036,-4002.2653510755317,-4018.4291925397597,-3911.133600676805,-4000.729335129279,49.64092184605417,14,-0.1651125810135092,-0.16641014867878962,-0.16282037851680636,-0.16219206511829637,-0.1542925068528524,-0.16216553603605077,0.00422175133261924,14
1.1327557563781738,0.1510546552460512,0.0009971141815185546,5.350644124360529e-05,26.366508987303554,{'alpha': 26.366508987303554},-28010422.5708243,-30051142.133001044,-28731287.340231128,-27615410.348732896,-26605412.413472895,-28202734.96125245,1151464.3083938,15,-5292.487370870553,-5481.892203701295,-5360.15739882992,-5255.036664832406,-5158.043467582732,-5309.5234211633815,108.14805301047704,15,-4066.705957257563,-4146.532070337453,-4071.2104313995533,-4037.465749949252,-3968.234529997532,-4058.0297477882705,57.563403778832665,15,-0.16794931516368544,-0.17027108015349846,-0.1664061577791816,-0.16382905725870409,-0.15750973556271164,-0.16519306918355625,0.004376044225439411,15
0.3267772674560547,0.1784725858077301,0.001658153533935547,0.0005643837916843053,54.555947811685144,{'alpha': 54.555947811685144},-29477000.45448834,-31578611.079185218,-30104257.192890134,-28591072.069458257,-28013175.05638549,-29552823.17048149,1241702.5982045252,16,-5429.272552975061,-5619.484947856451,-5486.734656686993,-5347.062003517282,-5292.747401528387,-5435.0603125128355,113.76541578780993,16,-4170.270004125845,-4256.201020323596,-4160.031168683059,-4085.0348202548525,-4051.190854628374,-4144.545573603145,71.58927584768477,16,-0.17290550348980854,-0.17567767159328934,-0.17071612720112767,-0.1667817835220427,-0.16195119151779452,-0.16960645546481254,0.004807423263975588,16
0.1025169849395752,0.021344003572094934,0.0018268585205078124,0.0003298541023475115,112.88378916846884,{'alpha': 112.88378916846884},-31405251.097230982,-33056870.90851111,-31496917.995964766,-29845390.09303324,-29438888.060492203,-31048663.631046463,1296165.7039750998,17,-5604.038820103853,-5749.5104929473,-5612.211506702573,-5463.093454539583,-5425.761518947566,-5570.923158648175,116.0981975910836,17,-4318.078326792455,-4385.551972610662,-4258.703184432058,-4176.624885705984,-4153.492843174458,-4258.490242543124,86.51226375579917,17,-0.18057356166971844,-0.18206297069786334,-0.17607086866737828,-0.17234568599359892,-0.16815575435346922,-0.17584176827640563,0.005146709951544214,17
0.03322820663452149,0.001538933117553197,0.001915121078491211,0.00018963626139333306,233.57214690901213,{'alpha': 233.57214690901213},-34836833.105594985,-35809245.94951264,-34142071.03073186,-32345610.10871428,-32166004.31049611,-33859952.90100998,1413953.6684099988,18,-5902.2735539446985,-5984.082715798023,-5843.121685429104,-5687.320116602747,-5671.50811605662,-5817.661237566239,121.53446395667663,18,-4569.645573986293,-4603.44504051536,-4446.700433457156,-4356.297327448098,-4354.863280200689,-4466.190331121519,104.29945652884312,18,-0.1935054211390306,-0.19351460358330638,-0.18706629963335838,-0.1828828425753764,-0.1797674512843436,-0.1873473236430831,0.00553935984213721,18
0.029626989364624025,0.0011229031910797932,0.001541900634765625,0.0004538430112294007,483.2930238571752,{'alpha': 483.2930238571752},-40292846.097299926,-40644113.444336794,-39231636.365241684,-37016694.61796831,-37048365.3321312,-38846731.171395585,1552619.5220316788,19,-6347.664617581802,-6375.273597606364,-6263.516294003049,-6084.134664680616,-6086.736837758899,-6231.465202326146,124.79023837603644,19,-4961.271470856116,-4975.828962601861,-4805.773937727122,-4726.659084747563,-4725.0967529890295,-4838.926041784338,109.88253034626564,19,-0.21342028880254596,-0.2120376431308417,-0.2064297115613803,-0.20220429896892914,-0.19895362279875253,-0.20660911305248994,0.005548011480531332,19
0.029915332794189453,0.0016857681384107952,0.0016190052032470704,0.0006384437617545323,1000.0,{'alpha': 1000.0},-44335283.99618318,-44458958.35217406,-43547712.286716305,-40769194.12765362,-41259139.661422275,-42874057.68482989,1558160.0558118136,20,-6658.474599800106,-6667.755120891443,-6599.069046972937,-6385.075890516386,-6423.327771601125,-6546.740485956399,119.35951729651187,20,-5288.543284874282,-5277.0331610383255,-5155.8285057765725,-5053.23519529744,-5046.445351948834,-5164.217099787091,104.34749656515766,20,-0.23027887479924425,-0.2274850583686954,-0.22406164022231798,-0.21873727991043057,-0.2153423436727793,-0.2231810393946935,0.005493113025434815,20
