key,season
https://www.baseball-reference.com/boxes/KCA/KCA201604030.shtml,regular
https://www.baseball-reference.com/boxes/PIT/PIT201604030.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201604030.shtml,regular
https://www.baseball-reference.com/boxes/ANA/ANA201604040.shtml,regular
https://www.baseball-reference.com/boxes/ARI/ARI201604040.shtml,regular
https://www.baseball-reference.com/boxes/ATL/ATL201604040.shtml,regular
https://www.baseball-reference.com/boxes/BAL/BAL201604040.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN201604040.shtml,regular
https://www.baseball-reference.com/boxes/MIL/MIL201604040.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201604040.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN201604040.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201604040.shtml,regular
https://www.baseball-reference.com/boxes/TEX/TEX201604040.shtml,regular
https://www.baseball-reference.com/boxes/ANA/ANA201604050.shtml,regular
https://www.baseball-reference.com/boxes/ARI/ARI201604050.shtml,regular
https://www.baseball-reference.com/boxes/KCA/KCA201604050.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA201604050.shtml,regular
https://www.baseball-reference.com/boxes/MIL/MIL201604050.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201604050.shtml,regular
https://www.baseball-reference.com/boxes/PIT/PIT201604050.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN201604050.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201604050.shtml,regular
https://www.baseball-reference.com/boxes/TEX/TEX201604050.shtml,regular
https://www.baseball-reference.com/boxes/ARI/ARI201604060.shtml,regular
https://www.baseball-reference.com/boxes/ATL/ATL201604060.shtml,regular
https://www.baseball-reference.com/boxes/BAL/BAL201604060.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN201604060.shtml,regular
https://www.baseball-reference.com/boxes/CLE/CLE201604060.shtml,regular
