key,season
https://www.baseball-reference.com/boxes/OAK/OAK201903200.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201903210.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN201903280.shtml,regular
https://www.baseball-reference.com/boxes/KCA/KCA201903280.shtml,regular
https://www.baseball-reference.com/boxes/LAN/LAN201903280.shtml,regular
https://www.baseball-reference.com/boxes/NYA/NYA201903280.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA201903280.shtml,regular
https://www.baseball-reference.com/boxes/MIL/MIL201903280.shtml,regular
https://www.baseball-reference.com/boxes/MIN/MIN201903280.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201903280.shtml,regular
https://www.baseball-reference.com/boxes/PHI/PHI201903280.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN201903280.shtml,regular
https://www.baseball-reference.com/boxes/SEA/SEA201903280.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201903280.shtml,regular
https://www.baseball-reference.com/boxes/TEX/TEX201903280.shtml,regular
https://www.baseball-reference.com/boxes/TOR/TOR201903280.shtml,regular
https://www.baseball-reference.com/boxes/WAS/WAS201903280.shtml,regular
https://www.baseball-reference.com/boxes/LAN/LAN201903290.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA201903290.shtml,regular
https://www.baseball-reference.com/boxes/MIL/MIL201903290.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201903290.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN201903290.shtml,regular
https://www.baseball-reference.com/boxes/SEA/SEA201903290.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201903290.shtml,regular
https://www.baseball-reference.com/boxes/TOR/TOR201903290.shtml,regular
https://www.baseball-reference.com/boxes/KCA/KCA201903300.shtml,regular
https://www.baseball-reference.com/boxes/LAN/LAN201903300.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA201903300.shtml,regular
https://www.baseball-reference.com/boxes/MIL/MIL201903300.shtml,regular
https://www.baseball-reference.com/boxes/MIN/MIN201903300.shtml,regular
https://www.baseball-reference.com/boxes/NYA/NYA201903300.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201903300.shtml,regular
https://www.baseball-reference.com/boxes/PHI/PHI201903300.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN201903300.shtml,regular
https://www.baseball-reference.com/boxes/SEA/SEA201903300.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201903300.shtml,regular
https://www.baseball-reference.com/boxes/TEX/TEX201903300.shtml,regular
https://www.baseball-reference.com/boxes/TOR/TOR201903300.shtml,regular
https://www.baseball-reference.com/boxes/WAS/WAS201903300.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN201903310.shtml,regular
https://www.baseball-reference.com/boxes/KCA/KCA201903310.shtml,regular
https://www.baseball-reference.com/boxes/LAN/LAN201903310.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA201903310.shtml,regular
https://www.baseball-reference.com/boxes/MIL/MIL201903310.shtml,regular
https://www.baseball-reference.com/boxes/MIN/MIN201903310.shtml,regular
https://www.baseball-reference.com/boxes/NYA/NYA201903310.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201903310.shtml,regular
https://www.baseball-reference.com/boxes/PHI/PHI201903310.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN201903310.shtml,regular
https://www.baseball-reference.com/boxes/SEA/SEA201903310.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201903310.shtml,regular
https://www.baseball-reference.com/boxes/TEX/TEX201903310.shtml,regular
https://www.baseball-reference.com/boxes/TOR/TOR201903310.shtml,regular
https://www.baseball-reference.com/boxes/WAS/WAS201903310.shtml,regular
https://www.baseball-reference.com/boxes/ATL/ATL201904010.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN201904010.shtml,regular
https://www.baseball-reference.com/boxes/CLE/CLE201904010.shtml,regular
https://www.baseball-reference.com/boxes/LAN/LAN201904010.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA201904010.shtml,regular
https://www.baseball-reference.com/boxes/NYA/NYA201904010.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201904010.shtml,regular
https://www.baseball-reference.com/boxes/PIT/PIT201904010.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN201904010.shtml,regular
https://www.baseball-reference.com/boxes/SEA/SEA201904010.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201904010.shtml,regular
https://www.baseball-reference.com/boxes/TEX/TEX201904010.shtml,regular
https://www.baseball-reference.com/boxes/TOR/TOR201904010.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN201904020.shtml,regular
https://www.baseball-reference.com/boxes/KCA/KCA201904020.shtml,regular
https://www.baseball-reference.com/boxes/LAN/LAN201904020.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA201904020.shtml,regular
https://www.baseball-reference.com/boxes/NYA/NYA201904020.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201904020.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN201904020.shtml,regular
https://www.baseball-reference.com/boxes/SEA/SEA201904020.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201904020.shtml,regular
https://www.baseball-reference.com/boxes/TEX/TEX201904020.shtml,regular
https://www.baseball-reference.com/boxes/TOR/TOR201904020.shtml,regular
https://www.baseball-reference.com/boxes/WAS/WAS201904020.shtml,regular
https://www.baseball-reference.com/boxes/ATL/ATL201904030.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN201904030.shtml,regular
https://www.baseball-reference.com/boxes/CLE/CLE201904030.shtml,regular
https://www.baseball-reference.com/boxes/KCA/KCA201904030.shtml,regular
https://www.baseball-reference.com/boxes/LAN/LAN201904030.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA201904030.shtml,regular
https://www.baseball-reference.com/boxes/NYA/NYA201904030.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201904030.shtml,regular
https://www.baseball-reference.com/boxes/PIT/PIT201904030.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN201904030.shtml,regular
https://www.baseball-reference.com/boxes/TBA/TBA201904030.shtml,regular
https://www.baseball-reference.com/boxes/TEX/TEX201904030.shtml,regular
https://www.baseball-reference.com/boxes/TOR/TOR201904030.shtml,regular
https://www.baseball-reference.com/boxes/WAS/WAS201904030.shtml,regular
https://www.baseball-reference.com/boxes/ANA/ANA201904040.shtml,regular
https://www.baseball-reference.com/boxes/ATL/ATL201904040.shtml,regular
https://www.baseball-reference.com/boxes/BAL/BAL201904040.shtml,regular
https://www.baseball-reference.com/boxes/CLE/CLE201904040.shtml,regular
https://www.baseball-reference.com/boxes/DET/DET201904040.shtml,regular
https://www.baseball-reference.com/boxes/NYN/NYN201904040.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK201904040.shtml,regular
https://www.baseball-reference.com/boxes/PIT/PIT201904040.shtml,regular
