key,season
https://www.baseball-reference.com/boxes/ANA/ANA202104010.shtml,regular
https://www.baseball-reference.com/boxes/CHN/CHN202104010.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN202104010.shtml,regular
https://www.baseball-reference.com/boxes/COL/COL202104010.shtml,regular
https://www.baseball-reference.com/boxes/DET/DET202104010.shtml,regular
https://www.baseball-reference.com/boxes/KCA/KCA202104010.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA202104010.shtml,regular
https://www.baseball-reference.com/boxes/MIL/MIL202104010.shtml,regular
https://www.baseball-reference.com/boxes/NYA/NYA202104010.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK202104010.shtml,regular
https://www.baseball-reference.com/boxes/PHI/PHI202104010.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN202104010.shtml,regular
https://www.baseball-reference.com/boxes/SEA/SEA202104010.shtml,regular
https://www.baseball-reference.com/boxes/ANA/ANA202104020.shtml,regular
https://www.baseball-reference.com/boxes/BOS/BOS202104020.shtml,regular
https://www.baseball-reference.com/boxes/COL/COL202104020.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA202104020.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK202104020.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN202104020.shtml,regular
https://www.baseball-reference.com/boxes/SEA/SEA202104020.shtml,regular
https://www.baseball-reference.com/boxes/ANA/ANA202104030.shtml,regular
https://www.baseball-reference.com/boxes/BOS/BOS202104030.shtml,regular
https://www.baseball-reference.com/boxes/CHN/CHN202104030.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN202104030.shtml,regular
https://www.baseball-reference.com/boxes/COL/COL202104030.shtml,regular
https://www.baseball-reference.com/boxes/DET/DET202104030.shtml,regular
https://www.baseball-reference.com/boxes/KCA/KCA202104030.shtml,regular
https://www.baseball-reference.com/boxes/MIA/MIA202104030.shtml,regular
https://www.baseball-reference.com/boxes/MIL/MIL202104030.shtml,regular
https://www.baseball-reference.com/boxes/NYA/NYA202104030.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK202104030.shtml,regular
https://www.baseball-reference.com/boxes/PHI/PHI202104030.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN202104030.shtml,regular
https://www.baseball-reference.com/boxes/SEA/SEA202104030.shtml,regular
https://www.baseball-reference.com/boxes/ANA/ANA202104040.shtml,regular
https://www.baseball-reference.com/boxes/BOS/BOS202104040.shtml,regular
https://www.baseball-reference.com/boxes/CHN/CHN202104040.shtml,regular
https://www.baseball-reference.com/boxes/CIN/CIN202104040.shtml,regular
https://www.baseball-reference.com/boxes/COL/COL202104040.shtml,regular
https://www.baseball-reference.com/boxes/DET/DET202104040.shtml,regular
https://www.baseball-reference.com/boxes/KCA/KCA202104040.shtml,regular
https://www.baseball-reference.com/boxes/MIL/MIL202104040.shtml,regular
https://www.baseball-reference.com/boxes/NYA/NYA202104040.shtml,regular
https://www.baseball-reference.com/boxes/OAK/OAK202104040.shtml,regular
https://www.baseball-reference.com/boxes/PHI/PHI202104040.shtml,regular
https://www.baseball-reference.com/boxes/SDN/SDN202104040.shtml,regular
https://www.baseball-reference.com/boxes/ANA/ANA202104050.shtml,regular
